Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
Measuring quality regarding destination marketing: perceptions from local public stakeholders in Portugal,Antunes Moura A.F.; Mendes Mónico L.S.; do Rosário Campos Mira M.,2019,10.18089/tms.2019.150104,"Based on academic research and international recommendations on tourism quality, this study sought to develop a wide-ranging tourism quality scale adapted for Portuguese contexts. The research included creating and validating a marketing subscale to measure local public stakeholders’ perceptions of marketing strategies focused on improving tourism destinations’ quality. A self-administered survey was conducted with a sample of Portuguese municipalities including, more specifically, 134 local public stakeholders commonly considered local destination marketing organisations, as well as public policy- and decision-makers. Exploratory and confirmatory factor analyses were performed to measure destination marketing quality, resulting in the identification of two factors: (1) image and promotion and (2) product differentiation. The proposed instrument was shown to have validity and reliability and to be a useful measurement tool. The findings highlight local public stakeholders’ responsibility to ensure the quality and competitiveness of tourism destinations’ marketing and provide multiple useful practical and theoretical implications and insights to guide future research. © 2023 Tourism and Management Studies. All rights reserved.",competitiveness; DMO; Marketing; measuring instrument; quality,University of Algarve,scopus-recommendation,5,Thinking AI,"['tourism quality', 'marketing strategies', 'destination marketing', 'local public stakeholders', 'market analysis', 'competitiveness', 'perceptions']","The abstract discusses the development of a tourism quality scale and the validation of a marketing subscale to measure perceptions of marketing strategies among local public stakeholders. This aligns with the Thinking AI category, as it focuses on market analysis and stakeholder perceptions, which can inform competitive advantages and targeting strategies in tourism marketing.",10%,10%,70%,0%,10%
Geopolitical risk and tourism: Evidence from dynamic heterogeneous panel models,Lee C.-C.; Olasehinde-Williams G.; Akadiri S.S.,2021,10.1002/jtr.2389,"This paper provides an empirical insight into how geopolitical risks impact international tourism demand. An augmented tourism demand function was developed and empirically estimated in line with classical theory for a panel of 16 countries from 2005M1 to 2017M12 through the AMG and CCEMG estimation techniques that address underlying heterogeneity, non-stationarity, and cross-sectional dependence. The study further examines the potential moderating effect of covid-19 outbreak on the relationship between geopolitical risk and tourism by investigating the interactive effect of past outbreaks and geopolitical risks on tourism demand. Additional insight on causal relations between geopolitical risks and tourism demand was obtained using panel bootstrapping technique. The results show that geopolitical risk negatively impacts tourism demand, and that pandemic outbreaks aggravate the negative impact of geopolitical risks on tourism demand. Panel causality outcomes further confirm that geopolitical risk is a significant predictor of tourism demand (captured by either tourism receipts or number of inbound tourists). Our findings confirm that the dynamic attributes of both local and international political environments significantly impact the consumption decision of tourists and the economic performance of tourist destinations. Our recommendation is that pre-crisis, in proposing policy directions for tourism sector development, policy-makers should establish crisis management plans to protect the tourism sector. Post-crisis, policy-makers should initiate aggressive recovery marketing strategies to re-establish the image of safety and attractiveness required to reassure potential tourists of the safety of the destination, thereby ensuring return to competitiveness and economic recovery. © 2020 John Wiley & Sons Ltd",covid-19; geopolitical risk; second-generation panel; tourism,John Wiley and Sons Ltd,scopus-recommendation,105,Thinking AI,"['geopolitical risks', 'tourism demand', 'economic performance', 'policy-makers', 'crisis management', 'recovery marketing strategies']","The abstract discusses the impact of geopolitical risks on international tourism demand and emphasizes the importance of understanding market dynamics and causal relationships between these factors. It suggests strategic recommendations for policy-makers, indicating a focus on market analysis and targeting recovery efforts, which aligns with the definitions and examples under Thinking AI.",0%,0%,100%,0%,0%
Effect of internal green marketing mix elements on customers’ satisfaction in Jordan: Mu’tah University students,Al-Majali M.M.; Tarabieh S.M.Z.A.,2020,,"This paper aims at investigating the effect of internal green marketing mix elements on Mu’tah University students’ satisfaction in Jordan. This study is based on quantitative approach methodology to collect the primary data. The researchers developed a questionnaire to measure the study constructs, which included 27 items. Five hundred questionnaire forms were distributed to the study sample. Four hundred and seventy-five (475) questionnaire forms were valid for analysis. Some analysis tests, such as data screening, data descriptive testing, reliability and hypothesis testing, were conducted using SPSS, v. 20 and AMOS, v. 16. The results of this study indicated that there are seven supported hypotheses related to green product, green price, green place, green promotion, green provided information, green process and green people, respectively. But, one hypothesis related to green policy was not supported. Finally, some recommendations presented in this study targeted academics and decision makers in Jordan in this filed. © 2020 DAR Publishers/The University of Jordan. All Rights Reserved.",Customers’ satisfaction; Internal green marketing mix elements; Jordan,"University of Jordan,Deanship of Scientific Research",scopus-recommendation,11,Thinking AI,"['green marketing', 'satisfaction', 'hypothesis testing', 'market analysis', 'data testing', 'recommendations']","The abstract discusses a study on the impact of green marketing mix elements on student satisfaction, indicating a focus on market analysis and understanding customer preferences. The mention of hypothesis testing and the development of recommendations for academics and decision-makers further aligns this study with strategic analysis in marketing, characteristic of Thinking AI. While there are elements of customer understanding, the primary focus is on analyzing data and deriving insights rather than emotional engagement or automated processes.",20%,10%,70%,0%,0%
Exploring the supply chain management of fair trade business: case study of a fair trade craft company in China,Zhang K.; Liu Z.; Wang P.,2020,10.1080/23311975.2020.1734345,"For two decades, fair trade has served as an alternative approach of trading that encourages minimal returns, sustainability, and ethics, by offering producers in developing countries better trading conditions and secured rights. This movement has emerged recently in China, with companies involving domestic trading between richer and poorer regions. However, lack of third-party certification, standardization, process control, public awareness, and brand recognition continue to be challenges. To understand the current fair trade business in China, this paper investigates important decision-making areas from a supply chain management perspective. With the nature of empirical studies, an in-depth case analysis of a fair trade craft company has been conducted along with the purchasing and supplier relationship management, internal operations, and marketing and customer relationship management. This company currently combines the role of fair trade organization and retailer, by implementing an in-house certification system and vertically integrating the supply chain. Findings also highlight risk at each stage of supply chain. Compared with the western society, the unique features of Chinese fair trade business are captured with prioritized areas for improvement. This research contributes to the fair trade literature by providing exploratory study into emerging issues in the supply chain, particularly inside developing countries. The recommendations also create value for policy-makers and practitioners of fair trade companies. © 2020, © 2020 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.",China; Fair trade; social enterprise; supply chain management,Cogent OA,scopus-recommendation,4,Feeling AI,"['customer relationship management', 'supply chain', 'internal operations', 'fair trade', 'market understanding', 'risk']","The abstract discusses customer relationship management and the understanding of market dynamics within the fair trade context, indicating a focus on customer needs and emotional engagement. It highlights the importance of internal operations and supplier relationships, which align with developing a position that resonates with customers. The emphasis on ethical trading suggests a deeper understanding of customer values and preferences, which is characteristic of Feeling AI applications.",60%,20%,20%,0%,0%
Overtourism in Budapest: Analysis of spatial process and suggested solutions,Remenyik B.; Barcza A.; Csapó J.; Szabó B.; Fodor G.; Dávid L.D.,2021,10.15196/RS110303,"The research aims to assess the extent of overtourism in Budapest. The analysis first introduces a system of criteria for a sustainable destination, highlighting the capacity network, institutional system, structural aspects, and architectural infrastructure load of a sustainable region. A survey of the relevant literature reveals the increasing scholarly attention paid to the phenomenon of overtourism, while singling out Budapest as one of the most affected urban areas. One potential explanation for Budapest's situation is that it developed as a result of a decreasing ability of the central districts to absorb a growing visitor load, along with a decline in the seasonal distribution of tourism. The current situation could also have emerged because the respective negative consequences were not counteracted by the inclusion of local residents. The residential segments and inhabitants were not allocated a share in the tourism-related income and, despite the steady growth in visitor numbers, they were not consulted either. The in-depth interviews with the residents of Erzsébetvâros confirm that the intensity of the irritation level indicated on the Irridex scale developed by Doxy (1975) can be divided into various stages with time. As part of the research, the authors surveyed 510 international visitors concerning tourism activities. Furthermore, the study proposes solutions to the problems related to overtourism and presents a survey of relevant recommendations by international organizations. To address overtourism, the capital requires quick decisions. Demand needs to be diversified; new sustainable tourism products need to be introduced. Visitors to Budapest should be extended in space and time, while the interest of domestic tourists in the city should be raised through strong marketing activities. Stricter regulations should be adopted for local entrepreneurs; more support should be given to contactless solutions (Jamal-Budke 2020). In the post-COVID-19 period, the overtourism is reduced and the search for close-to-nature experiences is replaced by creative tourism (Nagy et al. 2018). © 2021. All Rights Reserved.",Airbnb; overtourism; shared transport; spatial analysis; sustainability,Hungarian Central Statistical Office,scopus-recommendation,14,Thinking AI,"['overtourism', 'sustainable tourism', 'market analysis', 'recommendations', 'visitor distribution', 'tourism products', 'marketing activities']","The abstract discusses the assessment of overtourism in Budapest and highlights the need for analyzing tourism patterns, proposing solutions, and making quick decisions based on market analysis. It emphasizes diversifying demand and implementing strong marketing strategies to engage domestic tourists, which aligns with the focus on market analysis and targeting in the Thinking AI category.",0%,0%,100%,0%,0%
The administrative court of Friuli Venezia Giulia rules on the compulsory vaccination for the healthcare personnel: vaccines used against Covid are not experimental; [Il Tar Friuli Venezia Giulia si pronuncia sull’obbligo vaccinale per i sanitari: i vaccini non sono sperimentali],Ferrè G.R.,2021,10.13130/2723-9195/2021-4-4,"With the decision n. 261/2021 of the 10th September 2021, the Administrative court of Friuli Venezia Giulia has ruled on relevant aspects related to the compulsory vaccination for healthcare personnel established by art. 4 D.L. 44/2021. The court has clarified that it is incorrect to claim that the vaccines used in the current vaccine campaign are still on trial, since they have been authorized by the Commission with a conditional marketing authorization, after EMA recommendation. © 2021, Universita degli Studi di Milano. All rights reserved.",,Universita degli Studi di Milano,scopus-recommendation,0,Out of Scope,"['vaccination', 'healthcare', 'Administrative court', 'conditional marketing authorization']","The abstract discusses a legal ruling related to compulsory vaccination for healthcare personnel and the status of vaccines. This topic is focused on healthcare and legal aspects rather than marketing applications. The content does not relate to data collection, market analysis, customer understanding, or any marketing strategies.",0%,0%,0%,100%,0%
Cultivating the Chinese market through destination loyalty: enhancing resilience in the Maldives,Weaver D.; Tang C.; Lawton L.; Liu Y.,2021,10.1080/14616688.2019.1623300,"Market diversification, one critical means by which tourism-dependent small island states can maintain sector resilience and destination life cycle stability, requires understanding of the destination loyalty of strategic new inbound markets such as China. An online survey of 1260 Chinese adults with previous travel experience to the Maldives identified positive proclivities with respect to revisitation and recommendation intentions as well as agreement that Chinese visitors were well catered for. Sample diversity, however, was demonstrated by cluster analysis, which revealed dominant ‘highly loyal’ (31.2%) and ‘loyal’ (37.1%) segments along with specialized clusters ambivalent about the catering (14.3%) or the revisitation intent (17.4%). Loyalty was strongly associated with older, married and higher income visitors who were aware that the Maldives is an Islamic country and who included the capital city of Male in their itinerary. Such information is invaluable for assisting target marketing and product development strategies, but situates in a context of bilateral asymmetry in which the Chinese government can destabilize small island tourism through decisions that curtail visitation by otherwise loyal residents. © 2019 Informa UK Limited, trading as Taylor & Francis Group.",China; destination life cycle; destination loyalty; Small island resilience; the Maldives; 中国,Routledge,scopus-recommendation,7,Thinking AI,"['destination loyalty', 'market diversification', 'target marketing', 'product development', 'cluster analysis', 'loyal segments', 'revisitation intentions', 'Chinese visitors']","The abstract discusses the analysis of destination loyalty among Chinese tourists to the Maldives and identifies market segments based on their loyalty and intentions. This aligns with the 'Market analysis' and 'Targeting' focuses of Thinking AI, as it involves understanding customer segments and informing strategies for targeting and marketing to those segments. The emphasis on analyzing loyalty patterns and the implications for marketing strategies further supports this classification.",0%,0%,100%,0%,0%
Shaping the future of the hotel sector through consortia: The Portuguese case,Almeida S.; Costa C.; Simões J.M.; Carvalho I.,2020,10.33776/et.v10i1.4851,"Networks are cooperation arrangements that have gained importance over the last century. In the future, network-based and network structures will be among the most important organizational models. Therefore, this assumption formed the basis of the questionnaire designed for conducting this research. The objectives of this research are: (1) to examine hotel decision-makers’ perceptions about the future of networks in tourism and (2) to analyse the influence of online distribution on hotel marketing consortia. A questionnaire was sent to four-and five-star hotel units in Portugal. Quantitative and qualitative data analysis was performed. Main conclusions and recommendations for both academics and practitioners are then presented and discussed. © 2020, Universidad de Huelva. All rights reserved.",Hotel marketing consortium; Hotel sector; Network model; Portugal,Universidad de Huelva,scopus-recommendation,2,Thinking AI,"['networks', 'hotel decision-makers', 'online distribution', 'marketing consortia', 'quantitative data analysis', 'qualitative data analysis']","The abstract discusses the perceptions of hotel decision-makers regarding networks in tourism and the influence of online distribution on hotel marketing, which aligns with market analysis and strategic insights about competitive advantages. The focus on analyzing decision-makers' perceptions suggests an application of marketing analytics, making it a fit for Thinking AI.",0%,0%,100%,0%,0%
A varietal-specific approach to investigate wine risk perception in South Africa: Recommendations for Chenin blanc,Van der Colff N.; Pentz C.; Nieuwoudt H.,2019,10.1108/IJWBR-06-2018-0023,"Purpose: This study aims to describe South African consumers’ wine risk perception on varietal level with recommendations for Chenin blanc. Design/methodology/approach: An exploratory mixed methods approach was followed where qualitative data were used to develop the questionnaire. Quantitative data were collected from 2,051 respondents using an online survey. ANOVA and Fischer least significance difference tests were used to indicate statistical significance. Findings: Significant perceived risks (PRs) associated with Chenin blanc across age and ethnic groups were functional, time and financial risks. Risk-reducing strategies (RRS) in the white wine category were favourite brands and a trusted store, while Sauvignon blanc was also described as an RRS. Recommended Chenin blanc RRS include tastings and events with food. Research limitations/implications: Measurement of PR remains challenging. This research approach can be reproduced and/or adapted to investigate other struggling varietals and/or regions-of-origin. The convenience sample limits generalisability. Practical implications: Segments were identified to develop new markets for Chenin blanc. RRS emphasise the importance of real sensory experience rather than media exposure to build knowledge and familiarity. Originality/value: This study is a pioneering endeavour in terms of using an exploratory mixed methods research approach to investigate and describe risk perception of a specific wine varietal. Recommendations, with implications for strategic marketing decisions, are made for South African Chenin blanc. © 2019, Emerald Publishing Limited.",Chenin blanc; Consumer behaviour; Consumer risk perception; Risk perception; South African white wine; Varietal perceived risk scale,Emerald Group Holdings Ltd.,scopus-recommendation,2,Feeling AI,"['risk perception', 'customer understanding', 'tastings', 'events', 'sensory experience', 'trusted store']","The abstract discusses consumer risk perception concerning Chenin blanc, which relates to understanding customer needs and wants. It emphasizes the importance of sensory experiences and interaction with the product, aligning with the objectives of Feeling AI to develop customer understanding and emotional connections. Additionally, the research recommends strategies aimed at enhancing consumer experience, indicating a focus on relationalization. The findings also highlight the need to tailor marketing efforts based on emotional factors, further solidifying its placement in the Feeling AI category.",70%,10%,20%,0%,0%
Pandemic effects on social media marketing behaviors in India,Mason A.N.; Brown M.; Mason K.; Narcum J.,2021,10.1080/23311975.2021.1943243,"This research examined the effects of the COVID-19 pandemic on social media marketing in India. There is little research on the impact of a pandemic on consumer behaviors. To address this gap, this exploratory study surveyed Indian consumers’ social media behaviors. Observations from 313 Indian consumers were collected to compare how their social media behaviors for consumer decision-making have changed since the COVID-19 pandemic started. A Wilcoxon signed-rank test was used to test mean differences in social media behaviors prior to and after the COVID-19 pandemic began. The findings demonstrated increased usage of social media as a tool for consumer decision-making. With the global reach of the COVID-19 pandemic, the implications of a growing prominence of social media in consumer-decision making are likely relevant to most nations. Recommendations for the use of social media as a marketing tool are provided. © 2021 The Author(s). This open access article is distributed under a Creative Commons Attribution (CC-BY) 4.0 license.",consumer decision-making; COVID-19; India social media marketing,Cogent OA,scopus-recommendation,15,Thinking AI,"['social media', 'consumer decision-making', 'COVID-19', 'behavior change', 'marketing tool']","The abstract discusses the impact of the COVID-19 pandemic on social media marketing and consumer behavior, focusing on how social media has become a significant tool for consumer decision-making. This aligns with the Thinking AI category, which emphasizes market analysis and understanding competitive advantages through changes in consumer behavior. The study uses statistical analysis (Wilcoxon signed-rank test) to determine differences in behavior, which is indicative of market analysis.",10%,0%,80%,0%,10%
