Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
Purchase decision of life insurance policyholders: An outlook,Rajeswari K.; Kartheeswari S.,2012,,"The insurance industry has been a booming sector, and companies are going overboard to get and retain customers. At present, there are 23 private insurance companies including Indian Private insurance companies and Indian private insurance companies with foreign partners in India. These companies are competing with the LIC to tap the immense insurance market potential of India. After the new economic reforms and global economic recession, the insurance companies have started to review their marketing strategies relating to assessing the customer’s financial needs and their other economic expectations, budget allocation, sales targets, staff training, adopting sophisticated technology, office automation in order to compete with their counterparts emerging in the scenario. This paper is an attempt to know the purchase decision of life insurance policyholders in the study area, which is situated in South Tamil Nadu. It is observed that among the policy holders with different age groups, the younger groups have positive attitude with insurance plans than elders. Although there has been a significant and rapid advancement in the area of customer management, there are many issues that need to be explored. Insurance companies across the world have started recognizing the value of superior customer care. © 2012, Associated Management Consultants Pvt. Ltd.. All rights reserved.",Attitude; Plan; Policyholders; Type of Policies and Services,Associated Management Consultants Pvt. Ltd.,scopus-automation,1,Feeling AI,"['customer needs', 'customer care', 'positive attitude', 'younger groups', 'insurance plans']","The abstract discusses the importance of understanding customer needs and attitudes towards insurance products, particularly highlighting the differences between age groups in their purchasing decisions. It emphasizes the value of superior customer care and the necessity to explore emotional aspects of customer management, which aligns well with the focus of Feeling AI on customer understanding and relationalization.",70%,10%,20%,0%,0%
Machine Learning in Supply Chain Management: A Systematic Literature Review,Mohamed-Iliasse M.; Loubna B.; Abdelaziz B.,2022,10.22034/ijsom.2021.109189.2279,"The supply chain ecosystem is currently benefiting from a great dynamic resulting from the digitalization of organizations and trades. For all the stakeholders in the area, this is a real breakthrough, and machine learning is at the core of this revolution. It has profoundly revolutionized companies in many aspects including the evolution of communication methods, the automation of many processes, the growing importance of information systems, etc. With shrinking margins and more demanding customers, supply chain management in increasingly becoming a source of competitive advantage. Its management and optimization requires a factual to Supply Chain decision making at strategique, tactical and operational levels. In this context and data rich environment, machine learning approaches and techniques find numerous useful applications for supply chain decision making. Today, companies have no choice but to apply Machine Learning solutions in almost every part of their processes. This fact seems even clearer in markets where competition is fierce. While Machine Learning does not redefine the enterprise, it is certainly a powerful asset for both marketing and process optimization purposes. It is so ingrained in the strategies of companies that now most of them rely heavily on it for all processes from creation, to product quality control, to public relations. In recent years, a series of practical applications of machine learning (ML) for supply chain decisions have been introduced. By interconnecting the ML methods applied for SC decision making, this paper identifies current SC applications and indicates potential research gaps. In this paper, we examine the general usability of machine learning techniques to assist with supply chain decisions. The main objective of this research is therefore to study how machine learning techniques can be integrated into the range of tools available to supply chain decision makers in order to take advantage of the increasing volume of data generated in the supply chain. © 2022 Authors. All rights reserved.",Digital Transformation; Expert system; Machine Learning; Supply chain; Supply Chain Analytics; Supply network,Kharazmi University,scopus-automation,21,Mechanical AI,"['machine learning', 'automation', 'supply chain management', 'data', 'process optimization']","The abstract discusses the integration of machine learning in supply chain decision making, emphasizing automation of processes and data utilization. This aligns closely with the definitions under Mechanical AI, particularly in the areas of data collection and standardization. While the abstract does touch on strategic decision-making, the focus is more on the automation and optimization aspects rather than emotional or relational elements.",0%,70%,20%,0%,10%
Fuzzy LMAW Method for Digital Marketing Technologies Assessment in Industry 4.0 age: Saudi Food Company Study Case,Aouadni S.; Aouadni I.,2024,10.62754/joe.v3i8.5744,"Industry 4.0 is a new technological era which is revolutionizing business operations and customer interactions. Labor markets and policymakers entrusted with promoting pertinent skills and employment opportunities face significant challenges because of the rapidly changing technological landscape which is marked by automation and irreversible changes in the labor market. In this study, the Fuzzy Logarithm Methodology of Additive Weights (FLMAW) is used to evaluate Digital Marketing Technologies (DMT) in a real-world example from a Saudi food company. The new fuzzy MCDM model, which planners and decision-makers can use when assessing and selecting DMT in I4.0. Furthermore, a case study is carried out to illustrate the feasibility of the suggested approach. The results of the FTOPSIS and FCOPRAS approaches were compared with those of FLMAW to show which was more effective. In the second stage, the rank reversal problem was used to compare the sensitivity of the FLMAW method with the FTOPSIS method. As a result, the FLMAW method produces accurate outcomes. © 2024, Creative Publishing House. All rights reserved.",Digital Marketing; Fuzzy set; I4.0; Logarithm Methodology of Additive Weights; MCDM; Rank reversal problem; Technology,Creative Publishing House,scopus-automation,0,Thinking AI,"['Digital Marketing Technologies', 'evaluation', 'market analysis', 'sensitivity', 'decision-makers']","The abstract discusses the evaluation of Digital Marketing Technologies (DMT) through a fuzzy MCDM model, which aligns with the strategic analysis focus of Thinking AI. The study involves comparative analysis of methods (FLMAW, FTOPSIS, FCOPRAS) to assess effectiveness in a real-world business context, highlighting market analysis and decision-making processes.",0%,20%,80%,0%,0%
How organisations generate and use customer insight,Said E.; Macdonald E.K.; Wilson H.N.; Marcos J.,2015,10.1080/0267257X.2015.1037785,"The generation and use of customer insight in marketing decisions is poorly understood, partly due to difficulties in obtaining research access and partly becausemarket-based learning theory views knowledge as a fixed asset. However, customer insight takes many forms, arrives at the organisation from increasingly diverse sources and requires more than mere dissemination if it is to be useful. A multiple case study approach is used to explore managerial practices for insight generation and use. Multiple informants from each of four organisations in diverse sectors were interviewed. Findings reveal the importance of value alignment and value monitoring across the insight demand chain, to complement the information processing emphasis of extant research. Within the firm, the study suggests the importance of customer insight conduct practices including insight format, the role of automation and insight shepherding, to complement the much-researched process perspective. The study provides a basis for assessing the effectiveness of insight processes by both practitioners and scholars. © 2015, Westburn Publishers Ltd.",Business to business marketing; Case study; Customer insight; Market research; Market-based learning,Routledge,scopus-automation,25,Feeling AI,"['customer insight', 'value alignment', 'value monitoring', 'insight generation', 'insight use', 'customer needs']","The abstract discusses the generation and use of customer insights, emphasizing the importance of understanding customer needs and the emotional aspects of customer insight practices. It highlights the significance of value alignment and monitoring across the insight demand chain, which aligns with customer understanding and relationalization. The focus on practices that enhance customer insight, such as insight format and insight shepherding, also reflects an emotional engagement with customers.",60%,20%,20%,0%,0%
Recruitment Promotion via Twitter: A Network-centric Approach of Analyzing Community Engagement Using Social Identity,Xian Ng L.H.; Cruickshank I.J.,2023,10.1145/3617127,"With the proliferation of online technologies, social media recruitment has become an essential part of any company’s outreach campaign. A social media platform can provide marketing posts with access to a large pool of candidates and at a low cost. It also provides the opportunity to quickly customize and refine messages in response to the reception. With online marketing, the key question is: which communities are attracted by recruitment tweets on social media? In this work, we profile the Twitter accounts that interact with a set of recruitment tweets by the U.S. Army’s Recruitment Command through a network-centric perspective. By harnessing how users signal their affiliations through user information, we extract and analyze communities of social identities. From Social Identity Theory, these social identities can be critical drivers of behavior, like the decision to enlist in the military. With this framework, we evaluate the effectiveness of the U.S. Army’s recruitment campaign on Twitter, observing that these campaigns typically attract communities with military exposure like veterans or those that identify with professional careers and fitness (e.g., student, professionals, athletes). The campaign also attracts, but at a much lower level, interaction from those in the digital industries—data scientists, cybersecurity professionals, and so forth. When analyzing the accounts in terms of their degree of automation, we find a set of intent-unknown bot accounts interacting with the tweets, and that many of the recruitment accounts are perceived as automated accounts. These observations can aid in campaign refinement: targeting the digital community and getting a broader reach for online recruitment publicity campaigns. © 2023 Association for Computing Machinery. All rights reserved.",bot detection; network analysis; social identity; social signaling; Twitter,Association for Computing Machinery,scopus-automation,2,Thinking AI,"['social media recruitment', 'campaign refinement', 'targeting', 'community analysis', 'behavior', 'military exposure', 'digital community']","The abstract discusses the analysis of Twitter accounts interacting with recruitment tweets, focusing on identifying communities attracted by these tweets, which aligns with market analysis and targeting strategies. The evaluation of the U.S. Army's recruitment campaign effectiveness and the observation of which communities engage with the content reflects strategic analysis of marketing efforts, making it a clear fit for the Thinking AI category.",0%,0%,100%,0%,0%
An analysis on factors influencing production and profitability of poultry eggs in Tamilnadu - India,Chandrakumarmangalam S.; Vetrivel S.C.,2011,,"The Indian poultry industry's success story is uniquely exceptional. From a backyard venture, it has made a quantum leap to emerge as a dynamic industry. Over the last three decades, there have been significant developments in the poultry industry with each decade focusing on different sectors. The seventies saw a spurt in egg production; the eighties an acceleration in broiler production; the nineties advances in poultry integration, automation and feed production. The present decade promises to exploit value added products and the global trade avenue. India is a developing country primarily has an agricultural economy. If agriculture blooms, the country prospers. Agriculture is a diversified subject covers such activities as farming, forestry, animal husbandry and fishery including agro- based industries in broader concept. Rural development improves the quality life of the weaker sections and gives way for participation and involvement of the masses in the process of decision making in economic and social life of and society.They provide livelihood to and million of rural house holds in the sub marginal level both land less and small landholders. They prove to be the best way to alleviate rural poverty and reduce income disparities. Industrial sector depends on agriculture for their raw material and allied products. Poultry and egg are popular food articles of high nutritional value and so and major break through have been achieved in egg production and broiler stock. This due to integrated development of breeding feeding, marketing, healthcare and nutrition etc.Poultry farming by providing additional income to the agricultures helps them to earn more and helps the nation to develop with out any wide disparities in the of income. © EuroJournals Publishing, Inc. 2011.",Agriculture; Egg consumption; Livelihood; Nutritional; Production; Rural,,scopus-automation,1,Out of Scope,[],"The abstract primarily discusses the development and impact of the poultry industry in India, focusing on agricultural advancements, rural development, and economic growth. It does not address any specific AI applications related to marketing, customer understanding, or emotional engagement, making it irrelevant to the defined categories.",0%,0%,0%,100%,0%
Customised risk assessment in manufacturing: A step towards the future of occupational safety management,Comberti L.; Demichela M.,2022,10.1016/j.ssci.2022.105809,"Following the enforcement of the EEC Directive (1989), focused on the promotion of workers health and safety, several approaches have been developed in the last 30 years to assess the risks related to the different hazards in the work environment and to identify, based on this assessment process, measures and action to promote safety and to reduce the occupational accidents. These approaches generally are focused on the analysis of the working activity and neglect the influence of the worker characteristics involved, strongly limiting the effectiveness of the risk-based decision making. This has a particular relevance in manufacturing field, where workers are still widely employed in several tasks, despite an increasing processes automation. Within this paper an innovative approach to explicitly consider the individual characteristic of the workers within the risk assessment in the work environment is described. Integration of a Human Performance model within risk assessment process is thus proposed. The resulting method allowed the definition of a customized risk based both on the individual skill of the worker involved and on the characteristics of the work places The comparison between risk assessed with traditional method and the customized risk showed the relevant influence that the human performance may have on the risk level to which the workers are exposed to and consequently allowed the company to identify the need for technical and organisational prevention and protection measures not highlighted with the more traditional approach. This method was applied for validation to an assembly line of a heavy vehicles manufacturing plant. The impact on the risk assessment is here shown and discussed, while the results in terms of safety at the workplace are still in the phase of data collection and will be published in future work. This model represents a step into the future of safety as a precursor of a more general process of customization at the individual level that is ongoing in several branches from the precision and personalized medicine (Duarte and Spencer, 2016) to the individual financial and marketing methods (Matz and Netzer, 2017). © 2022 Elsevier Ltd",Customized Risk; Human performance; Occupational safety management,Elsevier B.V.,scopus-automation,3,Out of Scope,"['worker health and safety', 'risk assessment', 'human performance model', 'occupational accidents', 'manufacturing']","The abstract discusses a method for assessing risks in a work environment and the integration of a human performance model into safety assessments. This focuses on occupational health and safety, which falls outside the marketing context. The content does not pertain to marketing strategies, customer understanding, or emotional analytics, thus it is classified as 'Out of Scope'.",0%,0%,0%,100%,0%
E-procurement in the hospitality industry: An exploratory study,George B.P.; Williams A.J.; Henthorne T.L.,2011,10.1504/IJPM.2011.037384,"E-procurement is promoted as a pathway to enhance revenue performance and reduce costs associated with the supply function. The hospitality industry has been a relatively late entrant into the e-procurement arena. Given some of the unique aspects of the industry, the adoption process has been hindered. Based on a series of informal interactions with industry experts, case studies, and a review of related extant literature, research propositions are presented on the key concerns of the adoption of e-procurement in the hospitality industry. Implications of the study for theory and practice are outlined. Copyright © 2011 Inderscience Enterprises Ltd.",Adoption; Back-end automation; Brand equity; Case studies; Decision making; Demand predictability; E-marketing; E-procurement; Information technology; Risk and uncertainty,Inderscience Publishers,scopus-automation,9,Not Identified,"['e-procurement', 'hospitality industry', 'adoption process', 'revenue performance', 'cost reduction']","The abstract discusses the adoption of e-procurement in the hospitality industry, focusing on operational challenges rather than direct marketing strategies or emotional customer engagement. The content does not fit into any of the defined AI categories, as it primarily addresses supply chain processes and revenue impacts without delving into market analysis, emotional understanding, or automated customer interactions.",0%,0%,0%,0%,100%
Modern marketing to scale the business,Sadchenko O.; Davydova I.; Yakymyshyn L.; Kovalchuk S.; Chernenko D.; Zaitseva A.,2020,10.34218/IJARET.11.4.2020.032,"In today's world, business development is the key to success. If the business does not develop, larger competitors take part of its customers. To maintain position and successful development in the market, it is necessary to expand the enterprise, that is, to scale the business. Scaling a business is a process whose primary goal is to increase sales and profits. The article discusses the necessary conditions for scaling a business, the main ways and conditions for expansion. The article also presents modern marketing tools that play an important role in scaling and automation of business processes. The considered option of analyzing a possible sales market for scaling a business is the basis for making decisions related to market activity, choosing a target market, determining the planned sales volume, etc. © IAEME Publication Scopus Indexed",Analyze; Business; Chatbots; Marketing; Scaling,IAEME Publication,scopus-automation,3,Thinking AI,"['business development', 'scaling', 'market analysis', 'target market', 'sales volume', 'marketing tools']","The abstract discusses the necessary conditions for scaling a business, the importance of market analysis for decision making, and the use of modern marketing tools. These elements align closely with the Thinking AI category, particularly in its focus on market analysis and targeting, as it emphasizes understanding market dynamics and making informed decisions about expansion and sales strategies.",0%,0%,100%,0%,0%
"Technology push, market pull",Anon,1998,,"Papermakers worldwide face increasing pressure to meet the demands of customers in terms of paper properties, quality and delivery times, while striving to improve profitability. A survey focusing on these issues has been conducted just recently. Several mills including ABB, Elsag Bailey, Foxboro, Honeywell-Measurex, Valmet Automation and Yokogawa responded to the survey. The survey showed that there is a trend towards open systems. Furthermore, it has been found that training and communication are the keys to making full use of a process automation system's potential.",,Martin Bayliss Mark Pty Ltd.,scopus-automation,0,Mechanical AI,"['process automation', 'training', 'communication', 'paper properties', 'quality', 'delivery times']","The abstract discusses the challenges faced by papermakers regarding the properties, quality, and delivery of paper products, along with a focus on process automation systems. The emphasis on improving profitability through better communication and training suggests a systematic approach to meet customer demands, aligning with Mechanical AI's focus on standardization and data collection processes.",0%,80%,10%,0%,10%
