Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
Probing Digital Footprints and Reaching for Inherent Preferences: A Cause-Disentanglement Approach to Personalized Recommendations,"Wang, C; Shi, YS; Guo, XH; Chen, GQ",2024,10.1287/isre.2023.0181,"The abundance of multiple types of consumer digital footprints recorded on e-commerce platforms has fueled the design of personalized recommender systems for decision support. However, capturing consumers' inherent preferences for effective recommendations based on consumer digital footprints can be challenging because of the multitude of factors driving consumer behaviors. Model training and recommendation outcomes may become biased if other factors are inappropriately recognized as consumers' inherent preferences in the learning process. Drawing on consumer behavior theories, we tease out various factors that drive consumers' digital footprints at different consumption stages. We develop a novel recommendation approach, namely, DISC (Disentangling consumers' Inherent preferences, item Salience effect, and Conformity effect), which leverages disentangled representation learning with a causal graph to derive the effect of each factor driving consumer behaviors. This approach provides personalized and interpretable recommendations based on the inference of consumers' normative inherent preferences. The DISC model's identifiability is demonstrated through theoretical analysis, enabling rigorous causal inference based on observational data. To evaluate DISC's performance, extensive experiments are conducted on real-world data sets with a carefully designed protocol. The results reveal that DISC outperforms state-of-the-art baselines significantly and possesses good interpretability. Moreover, we illustrate the potential impact of different marketing strategies' by intervening on the disentangled causes through follow-up counterfactual analyses based on the causal graph. Our study contributes to the literature and practice by causally unpacking the behavioral mechanism behind consumers' digital footprints and designing an interpretable personalized recommendation approach anchored in their inherent preferences.",recommender system; multiple digital footprints; inherent preferences; causal graph; disentangled representation learning interpretability,INFORMS,wos-recommendation,1,Thinking AI,"['personalized recommendations', 'consumer behavior', 'preferences', 'causal inference', 'marketing strategies']","The abstract discusses a novel recommendation approach that analyzes consumer digital footprints to derive personalized and interpretable recommendations based on consumers' inherent preferences. This aligns closely with the 'Thinking AI' category, which focuses on market analysis and personalization. The emphasis on understanding consumer behavior and leveraging marketing strategies further supports this classification.",0%,10%,90%,0%,0%
Recommend or not: A comparative analysis of customer reviews to uncover factors influencing explicit online recommendation behavior in peer-to-peer accommodation,"Ding, K; Gong, XY; Huang, T; Choo, WC",2024,10.1016/j.iedeen.2023.100236,"In the fiercely competitive landscape of the peer-to-peer accommodation platform Airbnb, understanding customers' online recommendation behavior is essential for optimizing competitiveness and harnessing the potential of electronic word-of-mouth. This study aims to provide comprehensive insights into the factors driving customers' issuance of positive or negative recommendations based on their experiences. Leveraging 10,101 online reviews from Airbnb users, we employ the Structural Topic Model to determine latent topics relating to customers' recommendation intentions. This study reveals that positive recommendations are primarily influenced by hedonic values tied to the overall experience, including crucial aspects such as convenience for exploring points of interest, local authenticity, social interaction, and emotional fulfillment. These findings highlight the significance of providing memorable and enriching experiences to elicit positive reviews from customers. On the other hand, negative recommendations are closely linked to utilitarian values focused on practical concerns such as check -in procedures, cleanliness, comfortableness, and amenities. Understanding these utilitarian factors is vital for hosts and platform administrators to improve service quality and address potential issues that may lead to negative reviews. Furthermore, this study emphasizes the significant role of hosts in shaping both positive and negative recommendations. This research contributes valuable insights to the field of peer-to-peer accommodation, highlighting the significance of various factors influencing customers' recommendation behavior.",Social marketing; Online recommendation behavior; Word-of-mouth; Airbnb,ELSEVIER SCI LTD,wos-recommendation,6,Feeling AI,"['positive recommendations', 'negative recommendations', 'emotional fulfillment', 'customer understanding', 'experiences', 'social interaction', 'authenticity']","The abstract focuses on understanding customers' online recommendation behavior, emphasizing the emotional aspects of customer experiences. It highlights how positive recommendations are influenced by hedonic values and emotional fulfillment, while negative recommendations are related to practical concerns. This aligns with the 'Feeling AI' category, which focuses on customer understanding and emotional needs. The study aims to comprehend and meet these emotional needs to enhance customer engagement, making it a clear fit for Feeling AI.",70%,10%,20%,0%,0%
SMEs DIGITALIZATION READINESS: SHARIA FINTECH FRAMEWORK USING QUADRUPLE HELIX PERCEIVES,"Mahyarnia, M; Okfalisab, O",2024,10.5937/sjm19-44971,"The role of Quadruple Helix in promoting the development of digitizing SMEs highlights the significant contribution of Sharia fintech as a new challenge to sustainably and creatively face the Covid-19 disruption. This paper developed a framework of SME's Digitalization Readiness in Supporting Sharia Fintech to scrutinize the quadruple Helix perceptions and the success of digitalization. Furthermore, a Fuzzy-AHP approach is applied to analyze the significant weight of Quadruple Helix interaction and distinguish between universities, industry, communities, and government. This creates the basis of a sustainable corporate sector through the consideration of Information Technology (IT), economy, and Sharia within business activity, transaction, marketing, management, micro- environment, and macro -environment, circumscribed into 24 sub -indicators. This study found that university academicians view business activity as the most significant indication for gauging the digitization readiness of small and medium-sized enterprises (SMEs) based on Sharia fintech. It is followed by marketing, transaction, management, micro, and macro environment. Meanwhile, the other sectors including industry, communities, and government discerned marketing as the deliberation of the SMEs' Sharia-based success digitalization. This framework stimulates and synergizes an integrated works, innovation, economic growth, productivity, technology, knowledge, and skills of Quadruple Helix roles in facing the competitive advantages of digital era with concerning on the Sharia values. The prioritized analysis and recommendation from this framework admit as a guidance tool for Quadruple Helix in decision making and strategic policies in achieving the success of the digital transformation.",sharia fintech; quadruple helix; fuzzy-ahp; small medium enterprises; digital transformation,"UNIV BELGRADE, TECHNICAL FACULTY AT BOR",wos-recommendation,1,Thinking AI,"['digitalization', 'Sharia fintech', 'SMEs', 'marketing', 'framework', 'Quadruple Helix', 'decision making', 'strategic policies']","The abstract discusses the development of a framework for the digitalization readiness of SMEs, emphasizing the roles of different sectors (universities, industry, communities, government) in leveraging Sharia fintech. The focus on analyzing perceptions and interactions among these sectors aligns with market analysis and strategic decision-making, which are key aspects of Thinking AI. The mention of prioritizing actions and recommendations for achieving digital transformation further supports this classification. While there are elements of customer understanding, the primary focus is on market analysis and strategic frameworks rather than emotional engagement or automated processes.",10%,0%,80%,0%,10%
Antecedents and outcomes of virtual presence in online shopping: A perspective of SOR (Stimulus-Organism-Response) paradigm,"Chen, MJ",2023,10.1007/s12525-023-00674-z,"By integrating theories of media richness, presence, perceive risk, flow, and social presence into the S-O-R paradigm, this study develops a theoretical model that extends previous research to explain how the virtual presence generated by a web store affects consumers' internal psychological states and final purchase behavior. The experimental results show that (1) the richness of website features (multiplicity of cues and immediacy of feedback) positively influences consumers' perceptions of website telepresence (cognitive experience) and social presence (affective experience). (2) Telepresence can significantly increase consumer purchase intention by reducing perceived website risk and increasing perceived product diagnosis. (3) Social presence can significantly increase consumers' purchase intention by increasing perceived product diagnostics and perceived social approval. (4) Shopping task complexity positively moderates the relationship between cue multiplicity and perceived virtual presence. The findings provide insights for marketing practitioners by helping to understand the effects of virtual presence on consumer decision-making.",Virtual presence; SOR model; Social presence; Telepresence; Media richness; M310,SPRINGER HEIDELBERG,wos-recommendation,9,Feeling AI,"['telepresence', 'social presence', 'perceived risk', 'purchase intention', 'consumer decision-making']","The abstract discusses how virtual presence affects consumer's internal psychological states and purchase behavior, emphasizing emotional aspects like telepresence and social presence. This aligns with the 'Feeling AI' category, which focuses on customer understanding and emotional needs. The study's findings provide insights into how emotional perceptions influence consumers' purchase intentions, making it relevant to the 'Feeling AI' applications.",70%,10%,20%,0%,0%
Social commerce and buying intention post COVID-19: Evidence from a hybrid approach based on SEM - fsQCA,"Elshaer, IA; Alrawad, M; Lutfi, A; Azazz, AMS",2024,10.1016/j.jretconser.2023.103548,"In the post COVID-19 era, social commerce witnessed significant growth due to increasing numbers of consumers choosing online channels as their preferred means of shopping. Consumer attitude and trust are key factors influencing customers purchase decision of buying products and services marketed through online platforms such as social commerce. A positive consumer attitude towards a brand or product can lead to greater level of perceived trust and, hence, increase the likelihood of purchasing. Further, a negative consumer attitude or low trust may deter individuals from purchasing, even if they are interested in the product. This study aims at investigating the mediating role of customers attitude and perceived trust on the relationship the relationship between social commerce and buying intention post-COVID-19 pandemic. Using a full-structured questionnaire directed to 570 e-commerce consumers, the obtained data were analyzed by hybrid approach based on PLS-SEM and fsQCA. The study results may help understand the variables that can affect consumer behavior in the post-COVID-19 era, and businesses can better modify their marketing strategies and fulfill the customers' needs.",fsQCA; Social commerce; Recommendation and referrals; Ratings and reviews; Trust; Attitude; Consumer buying intention,ELSEVIER SCI LTD,wos-recommendation,31,Feeling AI,"['consumer attitude', 'trust', 'buying intention', 'post-COVID-19', 'customer behavior', 'emotional needs']","The abstract emphasizes the importance of consumer attitude and perceived trust in influencing buying decisions in social commerce, particularly in a post-COVID-19 context. This aligns closely with the Feeling AI category, which focuses on understanding customer emotions and needs. The mediating role of customer attitude and trust suggests a deep understanding of consumer psychology and behavior, which is central to Feeling AI. The study's findings aim to help businesses tailor their marketing strategies to resonate with customers' emotional preferences.",75%,10%,15%,0%,0%
The influence of targeted digital advertising on consumers' purchase intention: Comparative analysis based on the perspective of ads content source,"Han, Z; Du, G",2023,10.1002/cb.2230,"Targeted digital advertising (TDA) is immensely popular among marketing practitioners; investigating its effects is increasingly becoming a subject of academic research. Brands can push advertisements of the same product from different sources to consumers in a targeted manner; however, the differences in the impact on consumers of TDA with different content sources are surprisingly understudied. Therefore, this study analyzes the consumers' purchase intentions in the context of TDA with different content sources (stars vs. bloggers vs. top e-commerce streamers), and the perceived differences between consumers with different thinking styles. Through two experimental studies, this study finds that TDA with top e-commerce streamers' recommendation source can better improve consumers' purchase intentions more than TDA with a star endorsement and TDA with a blogger evaluation. For consumers who prefer the rational thinking style, TDA with a star endorsement and TDA with top e-commerce streamers recommendation can be better; For consumers who prefer the empirical thinking style, TDA recommended by bloggers and TDA with top e-commerce streamers recommendation can be better. Furthermore, this study finds that consumers' mental simulation and perceived usefulness can mediate the relationships described above, and that the two play a chain mediation role. The findings contribute to the precision marketing literature by enriching the understanding of the psychological mechanism underlying consumers' perceptions of and decision factors toward the TDA.",,WILEY,wos-recommendation,3,Thinking AI,"['purchase intentions', 'content sources', 'thinking styles', 'experimental studies', 'recommendation source', 'mental simulation', 'perceived usefulness']","The abstract discusses the effects of targeted digital advertising (TDA) on consumers' purchase intentions, focusing on different content sources and the psychological mechanisms that influence consumer perceptions. This aligns with the Thinking AI category, which emphasizes market analysis, targeting, and personalization. The study analyzes different types of endorsements and their effectiveness based on consumer thinking styles, which relates to strategic analysis and targeting in marketing.",0%,0%,100%,0%,0%
Emerging trends in online reviews research in hospitality and tourism: A scientometric update (2000-2020),"Zheng, X; Huang, JY; Wu, J; Sun, SL; Wang, SY",2023,10.1016/j.tmp.2023.101105,"Over the past two decades, the prevalence of online reviews on digital platforms has transformed customers' decision-making process. In the hospitality and tourism industry, hotel managers seek to understand customer satisfaction and preferences to better design managerial and marketing strategies. Hence, it is vital to have a comprehensive understanding of the field of online reviews in hospitality and tourism. This study gives a sys-tematic review of this domain using bibliometric analysis based on 565 articles indexed by the Web of Science Core Collection and published between 2000 and August 2020. The core authors, institutions, journals, and influential works were identified. Additionally, the conceptual evolution and thematic structure of the field were analyzed using keyword co-occurrence and article citation analysis. The thematic structure diagram was pre-sented to give a bird's-eye view of the structure of the whole field. Lastly, this study summarized the gaps in the existing literature and suggested future directions.",Online reviews; Hospitality and tourism; Knowledge mapping; Thematic structure; Network analysis; Bibliometrics,ELSEVIER,wos-recommendation,12,Thinking AI,"['online reviews', 'customer satisfaction', 'managerial strategies', 'marketing strategies', 'bibliometric analysis']","The abstract discusses the systematic review of online reviews and their impact on customer decision-making in the hospitality and tourism industry. It emphasizes understanding customer satisfaction and preferences to inform managerial and marketing strategies, which aligns with the focus on market analysis within the Thinking AI category. Additionally, the study analyzes the thematic structure and conceptual evolution of the field, indicating a deeper level of strategic analysis and insight into market dynamics.",10%,15%,75%,0%,0%
Paralysis by Inertia Like Habit in Social Networking Services: Tendency to Answer Loyalty Questions in Marketing Surveys,"Kato, T",2023,10.1177/21582440231174159,"Factors affecting survey quality, such as questionnaire length, screen design, incentives for respondents, and answering devices have been extensively researched before. This study introduces a new dimension to the factors of response bias' factors and focuses on the possibility that Like habits and motives in social networking services (SNS) may lower the psychological barrier to favorable reactions for brand loyalty (e.g., recommendation intention). Propensity score was applied to the results of Japanese smartphone users' online survey, and the effect of Like habits on response tendencies was verified. Results show that compared to the group that did not use SNS, there were no differences with those who used true Likes, and a group of inertia Like has a high score-becoming clear that the psychological barriers differ depending on Like motive. If the SNS usage status of survey respondents fluctuates, the results may be biased and mistakes could occur in decision-making.",Like button; motive; propensity score matching; recommendation; smartphone,SAGE PUBLICATIONS INC,wos-recommendation,0,Feeling AI,"['response bias', 'psychological barrier', 'brand loyalty', 'Like habits', 'emotional preferences']","The abstract discusses how Like habits and motives in social networking services (SNS) can influence psychological barriers to favorable reactions for brand loyalty, indicating an understanding of customer emotional needs and responses. This aligns with the focus of Feeling AI on customer understanding and emotional data.",70%,10%,20%,0%,0%
FACTORS INFLUENCING YOUNG CONSUMER TRUST IN ONLINE PURCHASE DECISION OF LUXURY PERFUME IN MALAYSIA: A PRELIMINARY QUALITATIVE STUDY,"Isamudin, NF; Islam, IB",2023,,"This qualitative study aims at investigating the factors influencing young consumer trust towards purchase decision of luxury perfume online. Data were collected through interviewing 5 consumers via real time online chatting method. Data were examined based on content analysis. A preliminary model was then developed as a basis to explain the relationship between the factors extracted, consumer trust and purchase decision. The findings of the study reveal crucial factors which influence consumer trust in purchasing luxury perfume online namely reputation of online sellers, peer customer reviews, recommendation from experts, proof of product authenticity and past experience. The study also incorporates in depth discussion regarding the criteria of reputable sellers. This study discloses meaningful consumer insights regarding motivation towards online shopping, the risks encountered and suggestions for making better purchase decisions. The findings provide invaluable insights for marketers especially those in the luxury perfume industry in Malaysia to devise effective marketing strategy for gaining consumer trust. This study contributes to implementing Sustainable Development Goals (SDG) item 12 emphasizing responsible consumption and production. Findings from this study provide guidelines for consumers in making purchase decisions and to avoid being scammed by online sellers; the findings benefit regulatory bodies in revising policies for protecting consumer rights in Malaysia.",Luxury consumer behavior; Online purchase decision; Consumer trust; Luxury perfumes; Malaysia,IIUM PRESS,wos-recommendation,0,Feeling AI,"['trust', 'consumer insights', 'motivation', 'emotional needs', 'recommendation', 'peer reviews']","The abstract discusses factors influencing young consumer trust in purchasing luxury perfumes online, emphasizing emotional aspects such as reputation, peer reviews, and expert recommendations. These elements contribute to understanding customer needs and desires, aligning closely with the focus of Feeling AI on customer understanding and relationalization. The findings aim to enhance consumer trust, which is inherently linked to emotional engagement and understanding.",70%,10%,20%,0%,0%
Consequences of personalized product recommendations and price promotions in online grocery shopping,"Hallikainen, H; Luongo, M; Dhir, A; Laukkanen, T",2022,10.1016/j.jretconser.2022.103088,"Shopping convenience can be turned into a competitive advantage for online grocery retailers. Consequently, we study how personalized product recommendations (recommendation agents) and price promotions (algorithmic pricing) compensate for the negative impact that consumer's perceived cognitive effort causes on loyalty. By default, the relationship from perceived cognitive efforts to attitudinal and behavioral loyalty is negative, yet these results demonstrate that personalized price promotions lessen the negative impact, while personalized product recommendations do not have such an influence. The findings contribute to a better understanding of personalized marketing activities in today's data-driven online grocery retailing.",Personalized recommendations and pricing; Online grocery retailing; Customer loyalty,ELSEVIER SCI LTD,wos-recommendation,34,Thinking AI,"['personalized product recommendations', 'price promotions', ""consumer's perceived cognitive effort"", 'loyalty', 'personalized marketing activities']","The abstract focuses on the impact of personalized marketing strategies, such as product recommendations and price promotions, on consumer loyalty in the context of online grocery retail. It analyzes how these strategies can mitigate the negative effects of perceived cognitive effort on loyalty, indicating a strategic analysis of market behavior and customer preferences, which aligns with the Thinking AI category.",0%,0%,100%,0%,0%
