Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
"Defense Conversion in Small Companies: Risk, Activities, and Success Assessment",Hougui S.Z.; Shenhar A.J.; Dvir D.; Tishler A.,2002,10.1023/A:1015648404569,"The defense industry has been experiencing a large draw-down during the 1990s. This has left many companies, large and small, in a situation where they had to examine the viability and future of their businesses. While large and medium-size companies were somewhat assisted by government policies and support, small subcontractors were often left alone, facing higher risks and severe threats to their future. This research investigated the events, decisions, activities and success of small defense contractors, which had to face this new situation. It developed a specific framework, which may be used to help companies in assessing their conversion efforts. The study was conducted by utilizing a within-case and cross-case methodology for case study analysis. Results assert the difficulties for highly defense dependent companies to enter and succeed in the commercial market and explain why many conversion efforts have often failed in the past. Our findings show that to convert successfully, companies must streamline and improve their internal processes, develop a strategic plan, develop their marketing capabilities, and must have management and employee commitment to the process. Although such recommendations were expected, we found, that to many of these companies, they were completely new. As a by-product to this study, we found that managers in small businesses are typically not aware of modern concepts of strategic management and do not normally read the management literature. A new approach to educating such managers is needed, and thus suggested. © 2002 Kluwer Academic Publishers.",,,scopus-recommendation,3,Thinking AI,"['conversion efforts', 'strategic plan', 'marketing capabilities', 'management commitment', 'educating managers', 'internal processes']","The abstract discusses the challenges faced by small defense contractors in transitioning to the commercial market, emphasizing the need for strategic planning and marketing capabilities. This aligns with the focus of Thinking AI on market analysis and targeting, as the research aims to improve decision-making and strategic approaches for these companies. The mention of developing a strategic plan and improving marketing capabilities further supports the classification under Thinking AI.",10%,10%,70%,0%,10%
Hospital image and the positioning of service centers: An application in market analysis and strategy development,Smith S.M.; Clark M.,1990,,"The research confirms the coexistence of different images for hospitals, service centers within the same hospitals, and service programs offered by each of the service centers. The images of individual service centers are found not to be tied to the image of the host facility. Further, service centers and host facilities have differential rankings on the same service decision attributes. Managerial recommendations are offered for ''image differentiation'' between a hospital and its care centers.",,,scopus-recommendation,10,Feeling AI,"['images', 'hospital', 'service centers', 'differential rankings', 'image differentiation']","The abstract discusses the varying images of hospitals and their service centers, highlighting the importance of understanding how these images differ and the need for 'image differentiation'. This aligns with the concept of customer understanding and positioning, which are key elements of Feeling AI. The focus is on emotional perceptions and how they influence customer decisions in healthcare, indicating a relational understanding of customer needs.",70%,0%,30%,0%,0%
Tackling ethical dilemmas in project management using vignettes,Loo R.,2002,10.1016/S0263-7863(01)00056-4,"While many measures address, say, marketing ethics, relatively less attention has been paid to ethical dilemmas and decision-making specifically in project management. This paper presents results from the development of a multidimensional measure of ethical dilemmas and decision-making in project management. The investigator developed three vignettes representing ethical dilemmas that could be realistically found in three phases of most projects (the planning, execution, and termination phases). Each vignette is followed by Reidenbach and Robin's (Reidenbach RE, Robin DP. Toward the development of a multidimensional scale for improving evaluations in business ethics. Journal of Business Ethics 1990;9:639-653) 30-item response scale tapping five theories of ethics: Justice, Relativism, Egoism, Utilitarianism, and Deontology. Results from 247 management undergraduates doing project management validate the three vignettes and support this approach in stimulating heated class discussion on ethics. Recommendations are presented for trainers and project managers. © 2002 Elsevier Science Ltd and IPMA. All rights reserved.",Ethical decision-making; Ethical dilemmas; Ethical theories; Vignettes,,scopus-recommendation,36,Not Identified,"['ethical dilemmas', 'decision-making', 'project management', 'vignettes', 'business ethics']","The abstract discusses ethical dilemmas and decision-making in project management rather than marketing applications of AI. It focuses on ethics in project management education and does not align with the definitions or examples provided for Mechanical AI, Thinking AI, or Feeling AI.",0%,0%,0%,100%,0%
Marketing's influence tactics in new product development: A study of high technology firms in China,Atuahene-Gima K.; Li H.,2000,10.1016/S0737-6782(00)00059-X,"It has been widely recognized that marketing's interaction with other functional departments (e.g., R&D) has significant impact on new product success. However, little research addresses how marketing actually behaves in the process of new product development (NPD). Drawing upon marketing, product innovation, and organizational buying literatures, this study contributes to the literature by delineating the types of influence tactics adopted by marketing and investigating how the use of these tactics affects marketing's influence on NPD decisions. Data on 128 new product projects from 114 high technology firms in China were collected from R&D perspective via on-site interviews. The findings indicate that, from the R&D's perspective, both marketing and R&D seem to have equivalent influence on new product decisions. In terms of usage frequency, the most frequently used influence tactics by marketing are persistent pressure, information exchange, and recommendation (i.e., use of rational logic). Coalition formation (e.g., seeking the support of peers) and upward appeal (i.e., seeking support from superiors) tactics are moderately used. The less frequently used tactics are legalistic plea (i.e., use of rules and regulations) and request. Regarding the effectiveness of influence tactics, the results indicate that persistent pressure, information exchange, and coalition formation lead to higher marketing influence in NPD decisions. However, the use of an upward appeal tactic leads to lower marketing influence. Recommendation, legalistic plea and request tactics are unrelated to marketing's influence. Our results also show that the efficacy of marketing's influence tactics is contingent upon the degree of functional interdependence in the NPD stages and the degree of interdepartmental conflict. Information exchange and coalition formation tactics are more effective at the initiation stage of the NPD process whereas legalistic plea and persistent pressure are more effective at the implementation stage. We further find that legalistic plea is more effective but coalition tactic is less effective when the degree of interdepartmental conflict is higher. Findings of this study provide managers responsible for ensuring market-oriented NPD with a better understanding of how the influence of marketing in the NPD process may be enhanced. Given our focus on Chinese firms, they also suggest that managers need to be sensitive to the cultural context of marketing influence.",,,scopus-recommendation,46,Thinking AI,"['influence tactics', 'marketing influence', 'new product development', 'interdepartmental conflict', 'information exchange']","The abstract discusses the influence of marketing in the new product development (NPD) process, focusing on the analysis of different influence tactics and their effectiveness in decision-making. This aligns with the 'Thinking AI' category, which emphasizes market analysis and strategic targeting based on data and organizational behavior. The findings highlight how the marketing department can better analyze and influence NPD decisions, indicating a market analysis approach.",0%,0%,100%,0%,0%
Slotting allowances and the retail sale of alcohol beverages,Gundlach G.T.; Bloom P.N.,1998,10.1177/074391569801700203,"Considerable controversy and debate surrounds the practice of slotting allowances, or fees, paid by manufacturers for obtaining the patronage of retailers. To date, regulators have yet to agree on public policy toward these practices; at least one federal antitrust agency suggests that slotting fees may be competitive, another has conducted investigations into these practices, and still another suggests banning them altogether. In this article, the authors examine the recent decision by the Bureau of Alcohol, Tobacco, and Firearms (BATF) to prohibit slotting allowances in the retail sale of alcohol beverages. Focusing on the regulatory environment, industry structure, marketing practices, and consumer consumption behavior in the alcohol beverage industry, the authors analyze the BATF's decision and attempt to reconcile disparate public policy treatment of these practices. Implications for understanding slotting allowances and recommendations for further public policy development and research then are explored.",,American Marketing Association,scopus-recommendation,23,Thinking AI,"['slotting allowances', 'regulatory environment', 'public policy', 'market practices', 'industry structure', 'competitive', 'consumer behavior']","The abstract discusses the implications of regulatory decisions regarding slotting allowances in the alcohol beverage industry, focusing on market practices and public policy. This aligns with the Thinking AI category as it involves market analysis, understanding competitive dynamics, and examining regulatory impacts on industry practices.",0%,0%,100%,0%,0%
Regaining a seat at the table: Marketing management and the e-service opportunity,Hughes T.,2007,10.1108/08876040710758577,"Purpose - The study outlined in this paper seeks to deepen one's understanding of the theoretical and practical implications for marketing management where an internet component has been added to the business. Design/methodology/approach - Cases were developed primarily from individual in-depth interviews with 30 managers from financial services. Findings - In setting up an e-commerce capability the case study organizations have been taking strategic decisions on customer interaction. Aligning channels cost-effectively with appropriate customers requires difficult decisions to be made in targeting and managing different customer segments. At the operational level many aspects of customer interaction can be handled centrally, moving the emphasis of customer management into customer service departments. Research limitations/implications - The question of how best to manage customers effectively, using e-service in an integrated manner with other channels, can be seen to be complex and requires further research in order to extend theory in this area and give more meaningful guidance to marketing practitioners. Practical implications - The marketing function has the potential to play a prime role in ensuring that remote customer management is effective. Recommendations are made for practising managers on developing an integrated channel strategy; setting up processes for managing customer feedback from the new channels and responding to this feedback. Originality/value - E-service is throwing up new and fundamental challenges for organizations and this potentially provides new opportunities for marketing practitioners to play a leading role at strategic and operational levels. However, in the cases marketing management's strategic and operational contribution to resolving these issues was limited.",Case studies; Marketing management,,scopus-recommendation,6,Feeling AI,"['customer interaction', 'customer service', 'customer feedback', 'customer management', 'customer segments']","The abstract primarily discusses the importance of managing customer interactions and feedback in the context of e-commerce, emphasizing emotional understanding and the need to tailor services to different customer segments. It highlights the complexities of managing customer relationships effectively through e-service, which aligns closely with the principles of Feeling AI, particularly in understanding customer needs and relationalization. While there are elements of strategic analysis present, the focus on emotional engagement and customer service attributes the main emphasis to Feeling AI.",60%,15%,20%,0%,5%
Decision-making associated with drug candidates in the biotechnology research and development (R&D) pipeline,Skrepnek G.H.; Sarnowski J.J.,2007,10.1057/palgrave.jcb.3050040,"This research investigated the issues and methods of analysis considered by executives when managing biotechnology drug candidates within the research and development (R&D) pipeline. A mail survey was developed to assess: (1) factors considered during clinical trials; (2) sources of funding for R&D; (3) analytic tools used in decision-making; and (4) the use and application of pharmacoeconomics, and targeted primarily Chief Financial Officers (CFO) within 396 biotechnology firms in the United States (US). Consistent with prior research on CFOs, a response rate of 7.5 per cent was achieved and respondents generally represented smaller biotechnology companies valued below US$100m. Findings indicated that regulatory and capital requirements as well as investor expectations were important factors throughout clinical phase trials. Venture capital and capital/securities markets were the most commonly used sources of R&D capital. The most frequently cited decision-making techniques used included prior experience/intuition/ human judgment, net present value (NPV), and internal rate of return (IRR). Pharmacoeconomic methods were utilised at every stage of R&D and applied to the management of R&D pipelines in addition to aspects of product pricing and reimbursement. Overall, these results reflect the nature of risk and uncertainty associated with pharmaceutical and biotechnology R&D. Although the use of past experience/intuition/human judgment was most common for decision-making, methods based upon discounted cash flow (DCF) approaches were also employed frequently, as was the use of pharmacoeconomics. The implications of this work should seek to catalyse the development and utilisation of robust methods to manage drug pipelines such that senior executives are afforded optimal recommendations when attempting to hedge risk and maximise return.",,,scopus-recommendation,8,Out of Scope,"['biotechnology', 'clinical trials', 'R&D pipeline', 'investment', 'pharmacoeconomics']","The abstract primarily discusses the management of biotechnology drug candidates and the factors influencing R&D processes, which does not relate to marketing applications. The focus is on financial decision-making, regulatory requirements, and clinical trial management rather than marketing strategies or customer engagement. Therefore, it falls outside the scope of marketing AI applications.",0%,0%,0%,100%,0%
A model to assess the behavioral impacts of consultative knowledge based systems,Mak B.; Lyytinen K.,1997,10.1016/S0306-4573(97)00015-0,"This paper develops a research model to study the behavioral impacts of consultative knowledge based systems (KBS). An experiment was conducted with 36 experienced MBA students in marketing management to explore to what extent their decisions were affected by the following factors: user participation in updating the knowledge-base of the KBS, ambiguity of decision setting, routinization of usage, and source credibility of the expertise embedded in the KBS. Results show that ambiguity and source credibility affect user acceptance of the KBS recommendation and cause them to revise decisions. Implications of these findings for the design of consultative KBS are discussed. © 1997 Elsevier Science Ltd.",,Elsevier Ltd,scopus-recommendation,8,Thinking AI,"['user participation', 'decision setting', 'source credibility', 'user acceptance', 'KBS recommendation']","The abstract discusses the behavioral impacts of consultative knowledge-based systems (KBS) on decision-making. It highlights factors that influence user acceptance and decision revision, which aligns closely with market analysis and understanding competitive advantages. The focus on user participation and decision-making processes suggests a strategic analysis of marketing-related behaviors, fitting the Thinking AI category.",10%,0%,80%,0%,10%
Determinants of escrow service adoption in consumer-to-consumer online auction market: An experimental study,Antony S.; Lin Z.; Xu B.,2006,10.1016/j.dss.2006.04.012,"Risk relief services (RRSs), as complementary to online trust promoting services, are becoming versatile options for risk reduction in online consumer-to-consumer auctions. In this paper, we identify factors that affect the behavior of buyers in an online auction market who had to either adopt or not adopt online escrow services (OES). An experimental C2C auction system with embedded decision support features was used to collect data. Results show that market factors, such as fraud rate, product price, and seller's reputation are important in determining buyers' OES adoption. This study also finds that sellers' reputation has a significant effect on buyer's risk perception, which influences his OES adoption decision. Furthermore, the buyers' OES adoption decisions were found to be congruent with the implied recommendations that were based on expected utility calculations. © 2006 Elsevier B.V. All rights reserved.",Escrow; Expected utility; Experiment; Online auction; Perceived risk; Reputation,,scopus-recommendation,71,Thinking AI,"['risk perception', 'OES adoption', 'market factors', ""seller's reputation"", 'buyer behavior']","The abstract discusses the factors influencing buyers' decisions regarding the adoption of online escrow services in online auctions. It highlights market analysis aspects such as fraud rates, product prices, and seller reputation, which align closely with the focus on market analysis and targeting in the Thinking AI category. The emphasis on understanding buyer behavior and perceived risks suggests a strategic analytical approach rather than emotional or purely mechanical processes.",0%,0%,100%,0%,0%
Using focus group methodology for ergonomic design,Caplan S.,1990,10.1080/00140139008927160,"Focus groups are a common tool used in marketing research to determine customers' attitudes about products or services. With careful attention to the basic structure and using selected quantitative enhancements, focus groups can also be used by ergonomists for developing solutions to product and workplace problems. By involving users and supplementing their verbal reactions with 'hard data', focus group results can be understandable to marketeers, engineers, and management. Thus, the methodology gives practitioners an effective means for approaching ergonomic problems and gaining acceptance of their recommendations. This paper describes considerations for selecting participants, requirements of the moderator, and suggestions for designing the focus group session. They are basic focus group elements. Also described are three alternative methods for enhancing the basic procedure—combining it with prior performance testing, using it as a basis for a subsequent decision-making analysis, and incorporating a tradeoff analysis during the session. The author's experience in applying these methods is given in three case studies. © 1990 Taylor & Francis Group, LLC.",Design; Ergonomics; Focus group; Methodology; Product; Workplace,,scopus-recommendation,81,Feeling AI,"['focus groups', 'customer attitudes', 'user involvement', 'verbal reactions', 'ergonomic problems', 'acceptance', 'participant selection', 'moderator requirements']","The abstract discusses the use of focus groups to understand customer attitudes and incorporate user feedback into product and workplace design, which aligns closely with the focus on customer understanding and emotional needs characteristic of Feeling AI. The methodology emphasizes understanding user reactions and developing solutions that resonate with customers' needs, indicating a strong emotional component in the analysis. Additionally, the focus on participant selection and the moderator's role suggests an emphasis on relational dynamics in the marketing process.",80%,10%,10%,0%,0%
