Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
Exploring Customer Segmentation in E-Commerce using RFM Analysis with Clustering Techniques,Wong C.-G.; Tong G.-K.; Haw S.-C.,2024,10.18080/jtde.v12n3.978,"The proliferation of big data and the growth of e-commerce have intensified the challenges associated with extracting actionable data for personalised recommendations and decision-making. With data-driven marketing strategies, understanding and predicting customer behaviour has become paramount for maintaining competitive advantage. This study leverages business analytics tools, focusing on Recency, Frequency, and Monetary (RFM) Analysis, alongside K-Means and Hierarchical (Agglomerative) Clustering algorithms, to segment customer transactional data. Data normalisation, a critical step for accurate clustering, was performed using log transformation and the Power Transformer technique with the Yeo-Johnson parameter, the latter proving more effective for handling both positively and negatively skewed data, enhancing data normalisation and suitability for analysis. This study reveals that RFM Analysis with Hierarchical Clustering outperforms K-Means Clustering, achieving a Silhouette Score of 0.47 and a Calinski–Harabasz Index of 3787.1, indicating a more accurate identification of customer segments. RFM Analysis alone generated eight clusters, while integrating RFM Analysis with both Hierarchical Clustering and K-Means generated three similar-sized clusters with interchanged labels. These metrics highlight the proficiency of Hierarchical Clustering in identifying unique customer segments and customising marketing strategies. The findings indicate that the RFM-Hierarchical Clustering approach enhances segmentation precision and facilitates more refined and effective marketing strategies. © 2024 Telecommunications Association Inc.. All rights reserved.",Clustering Analysis; customer segmentation; Hierarchical Clustering; K-Means Clustering; RFM Analysis,Telecommunications Association Inc.,scopus-big data,1,Thinking AI,"['customer behaviour', 'personalised recommendations', 'RFM Analysis', 'Clustering', 'segmentation', 'marketing strategies']","The abstract discusses the use of data-driven marketing strategies to understand and predict customer behaviour, which aligns with the focus on market analysis and targeting in Thinking AI. It emphasizes the importance of segmenting customer data using advanced analytics tools like RFM Analysis and clustering algorithms to enhance marketing strategies, reflecting strategic analysis and personalization efforts. The findings regarding clustering effectiveness and customer segmentation further support this classification.",0%,0%,100%,0%,0%
"The impact of digital marketing, social media, and digital transformation on the development of digital leadership abilities and the enhancement of employee performance: A case study of the Amman Stock Exchange",Hanandeh A.; Haddad E.; Najdawi S.; Kilani Q.,2024,10.5267/j.ijdns.2024.1.021,"This study seeks to analyze the impact of digital marketing, social media, and digital transformation on the development of digital leadership abilities and the resulting enhancement of employee performance. The research examines the complex connections between digital elements and their influence on organizational dynamics, using a case study done at the Amman Stock Exchange as a basis for analysis. The inquiry explores the impact of digital marketing strategies on leadership skills, the use of social media platforms to promote digital leadership, and the transforming influence of digital initiatives on employee performance. In addition, the study evaluates the interaction of these characteristics and their combined impact on organizational success. Evidence suggests that digital methods have a complex and wide-ranging effect on leadership and performance, including factors such as adaptation, communication, and strategic decision-making. The study highlights the capacity of companies, specifically within the framework of the Amman Stock Exchange, to utilize digital tools for the purpose of developing leadership skills and improving performance. The findings obtained from this study provide important insights for enhancing digital ecosystems in comparable organizational contexts, highlighting the importance of a thorough comprehension and strategic integration of digital components in order to attain long-lasting success. © 2024 by the authors; licensee Growing Science, Canada.",Big Data; Intercultural Communication; Leadership; Smart Technologies; Social Media,Growing Science,scopus-big data,3,Out of Scope,"['digital marketing', 'social media', 'digital transformation', 'leadership', 'employee performance', 'organizational success']","The abstract primarily focuses on the impact of digital marketing and social media on leadership skills and employee performance in the context of an organizational setting, specifically the Amman Stock Exchange. Although it discusses elements that intersect with marketing, the emphasis is on organizational dynamics and leadership rather than on direct marketing applications. Therefore, it falls outside the defined marketing-related categories.",0%,0%,0%,100%,0%
What people talk about online and what they intend to do: related perspectives from text mining and path analysis,Chang S.-Y.; Bodolica V.; Hsu H.-H.; Lu H.-P.,2023,10.1007/s40821-022-00221-4,"Nowadays, it remains unclear whether the accumulation of Internet buzz can accurately predict customer preferences and buying intentions. We study two related perspectives with regard to what people talk about online and what they intend to do in the adoption phase to offer advice to companies aiming to excel in online marketing efforts. Drawing on the consumption value theory, we examine buyers’ discussions about and intention to use wearable devices for a sample of consumers in Taiwan. A framework is advanced to explore the results of big data analysis employing text-mining techniques (i.e., what people talk about) and survey-based research using structural equation modelling (i.e., what people intend to do). Functional, emotional and conditional values surfaced as the highest Internet buzzes of wearable devices. Conversely, emotional, epistemic and functional values emerged as the most influential drivers of customers’ adoption intention. Our findings suggest that different value dimensions are relevant at different points of the purchase-related decision-making process. Some values animate Internet discussions that pertain to the pre-purchase information search stage, and others appear significant during the formation of people’s purchase intentions. We discuss the theoretical and practical implications of our study and provide suggestions for future research. © 2022, The Author(s) under exclusive licence to Eurasia Business and Economics Society.",Big data; Consumption value theory; Electronic word-of-mouth; Online consumer behavior; Text mining; Wearable devices,Springer Science and Business Media Deutschland GmbH,scopus-big data,3,Feeling AI,"['emotional values', 'customer preferences', 'adoption intention', 'customer needs', 'discussion', 'purchase intention']","The abstract focuses on understanding customer preferences and buying intentions through emotional, functional, and epistemic values. It highlights the significance of emotional values in discussions about wearable devices and their influence on adoption intentions. This aligns closely with the 'Feeling AI' category, which emphasizes customer understanding and relationalization based on emotional data. The study aims to uncover how different value dimensions resonate with customers at various stages of the decision-making process, which is a key aspect of Feeling AI.",70%,10%,20%,0%,0%
Clustering Social Media Data for Marketing Strategies,Chebil M.; Jallouli R.; Tobji M.A.B.,2024,10.18080/jtde.v12n1.889,"With the rise of social media platforms for marketing purposes, the central dilemma for researchers and policymakers lies in choosing effective data analysis tools to improve marketing decisions. In the academic literature, numerous articles have discussed clustering techniques for analysing social media data, from a perspective of data mining or social media marketing. However, few studies have attempted to synthesise results obtained from both perspectives. This research aims to (1) offer a structured overview of existing literature on clustering methods for marketing strategies and (2) compare three topic modelling techniques applied to extract the main topics evoked in the corpus of papers. Indeed, topic modelling emerges as a valuable tool for extracting relevant information from big data in general and more specifically from extensive scientific papers. Based on a thematic analysis, the extracted topics were classified according to the following categories: fields, marketing strategies and technologies. Results prove that latent Dirichlet allocation (LDA) is the most effective technique in this context. Furthermore, this study provides an overview of clustering techniques and technologies used for marketing strategies in studied fields. These findings help researchers and practitioners to select the best techniques and technologies for extracting marketing knowledge from big data. © 2024 Telecommunications Association Inc.. All rights reserved.",clustering; marketing strategies; social media data analytics; technology; topic modelling,Telecommunications Association Inc.,scopus-big data,3,Thinking AI,"['data analysis', 'clustering techniques', 'marketing strategies', 'topic modelling', 'latent Dirichlet allocation', 'big data']","The abstract discusses the use of clustering and topic modelling techniques to analyze social media data for improving marketing decisions. This aligns with the focus on market analysis and targeting within the Thinking AI category, as it emphasizes the extraction of relevant marketing knowledge from extensive data sets, which is crucial for identifying competitive advantages and optimizing marketing strategies.",0%,0%,100%,0%,0%
Developing banking intelligence in emerging markets: Systematic review and agenda,R A.; Kuanr A.; KR S.,2021,10.1016/j.jjimei.2021.100026,"The current banking industry is heavily dependent on technological artifacts supported by intelligent systems for performance on operational and marketing parameters. However, the attributes for enabling practice between such technological interfaces with managerial adoption are been lagging creating a knowledge gap. To address this, present research surveys the prior work from 1970 to 2020 on intelligent decision support models specific to banking. Subsequently, findings are synthesized on quadrant outcomes; technology; employees, customers, and organizations for service ecosystems. In addition, the managerial perceptions of technology on work are captured through short survey. Finally, scope of advancements like big data, internet of things (IoT), virtual reality (VR) along other untapped conceptual relationships into this framework are discussed. © 2021 The Authors",Banking; Bibliometrics; Decision support systems; Emerging markets; Systematic review,Elsevier Ltd,scopus-big data,57,Out of Scope,"['banking', 'intelligent systems', 'decision support models', 'big data', 'IoT', 'virtual reality']","The abstract discusses the role of intelligent systems and technological advancements in the banking industry, focusing primarily on operational and marketing parameters within financial services. However, it does not specifically address AI applications related to marketing strategies or customer engagement in the contexts defined by the categories, such as emotional understanding, market analysis, or customer segmentation. Thus, it falls under the 'Out of Scope' category, as it relates more to technological implementation in banking rather than marketing.",0%,0%,0%,100%,0%
Spreading expertise: think tanks as digital advocators in the social media era,Zhao J.; Zhu X.,2023,10.1093/polsoc/puad025,"Think tanks and their roles in rendering expertise in policy advice have been the subject of historical and ongoing research in policy sciences. However, the widening trend of digital behaviors of think tanks in the social media era is yet to be investigated. While social media is reshaping the political ecology and challenging conventional sources of knowledge, it also serves as a potential channel for think tanks to publicly share their expertise and policy advice with the public and decision-makers, thus evolving into “digital advocators.” Based on social media big data methods, this paper has constructed two sets of new think tank indicators with “network centrality” of social media accounts and “ripple effect” of social media citations from Facebook and Twitter to capture and observe the digital activities of 207 prominent think tanks in 62 countries or regions. We have concluded that think tanks have displayed their opinion and values and increased visibility as digital advocators by spreading expertise on social media platforms with online marketing skills. With various values and ideas, social media not only is hosting massive policy advocacy activities and being an expertise spreading arena for think tanks but has also been changing the ecology of the think tank industry and expertise markets. © The Author(s) 2023. Published by Oxford University Press.",digital advocators; expertise; social media; think tanks,Oxford University Press,scopus-big data,4,Thinking AI,"['digital behaviors', 'policy advice', 'social media', 'expertise', 'network centrality', 'ripple effect', 'visibility', 'marketing skills']","The abstract discusses how think tanks are utilizing social media to enhance their visibility and share expertise, indicating a strategic analysis of market dynamics. It highlights the use of big data methods and the impact of social media on policy advocacy, suggesting an analytical approach to identifying trends and competitive advantages within the think tank industry. The focus on spreading expertise and the evolution of think tanks into 'digital advocators' aligns with market analysis and targeting aspects of Thinking AI.",0%,0%,100%,0%,0%
Big data-assisted social media analytics for business model for business decision making system competitive analysis,Zhang H.; Zang Z.; Zhu H.; Uddin M.I.; Amin M.A.,2022,10.1016/j.ipm.2021.102762,"Business is based on manufacturing, purchasing, selling a product, and earning or making profits. Social media analytics collect and analyze data from various social networks such as Facebook, Instagram, and Twitter. Social media data analysis can help companies identify consumer desires and preferences, improve customer service and market analytics on social networks, and smarter product development and marketing investments. The business decision-making process is a step-by-step process that enables employees to resolve challenges by weighing evidence, evaluating possible solutions, and selecting a route. In this paper, Big Data-assisted Social Media Analytics for Business (BD-SMAB) Model increases awareness and affects decision-makers in marketing strategies. Companies can use big data analytics in many ways to enhance management. It can evaluate its competitors in real-time and change prices, make deals better than its competitors' sales, analyze competitors' unfavorable feedback and see if they can outperform that competitor. The proposed method examines social media analysis impacts on different areas such as real estate, organizations, and beauty trade fairs. This diversity of these companies shows the effects of social media and how positive decisions can be developed. Take better marketing decisions and develop a strategic approach. As a result, the BD-SMAB method enhance customer satisfaction and experience and develop brand awareness. © 2021",Big data; Companies; Customer; Data analysis; Decision-making; Social media,Elsevier Ltd,scopus-big data,89,Thinking AI,"['social media analytics', 'consumer desires', 'market analytics', 'decision-making', 'real-time evaluation', 'competitors', 'marketing strategies', 'customer satisfaction', 'brand awareness']","The abstract discusses how social media analytics and big data can enhance decision-making processes in marketing, focusing on market analysis, competitor evaluation, and strategic marketing decisions. These aspects align well with the Thinking AI category, which emphasizes market analysis and targeting. The mention of improving customer service and making smarter marketing investments further supports this classification.",10%,15%,70%,0%,5%
Social network data as a tool for engineering consumer behavior analysis,Perevozova I.; Piasta A.; Dedelyuk O.; Babala A.; Chaikovskyi A.,2024,10.21533/pen.v12i2.4069.g1383,"Social networks can be used to carefully study how people act, focusing on how they can be used to understand and change people's decisions. A mixed-method approach is used for the study, which blends qualitative results from theories of customer behavior with quantitative analysis of Phoenix-area Yelp data. Many people visit the same place more often when they have friends who use sites like Yelp. It's 64% more likely for friends to go to the same place than for people who aren't friends. Studies of demographics show that females and younger people have lower levels of social power than older people and men. To deal with endogeneity and split the different groups of customers in the study, dyadic fixed effects models are used. These changes to the way studies are done help us get a better sense of how social impact works and make the results more reliable. What happened to marketing plans shows how important it is to focus on certain groups and share social ideas through high scores. There is also discussion about moral problems that come up with keeping data safe and being open. In general, this study helps us learn more about how to use social networks to study how people behave and shape modern marketing tactics. © This work is licensed under a Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/) that allows others to share and adapt the material for any purpose (even commercially), in any medium with an acknowledgement of the work's authorship and initial publication in this journal.",Big Data Analytics; Consumer Behavior Analysis; Data Mining; Machine Learning; Marketing Strategy Innovations; Quantitative Data Analysis; Social Media Influence; User Activity Metrics,International University of Sarajevo,scopus-big data,0,Feeling AI,"['social networks', 'customer behavior', 'friends', 'moral problems', 'data safety', 'social ideas', 'customer needs']","The abstract discusses how social networks can be utilized to understand and influence people's decisions, emphasizing the importance of social connections in customer behavior. It mentions demographic differences in social power, highlighting an understanding of emotional and social dynamics among different groups. The study aims to explore how social impact works, which aligns well with the focus on customer understanding and relationalization found in Feeling AI. The mention of moral problems about data safety also indicates a sensitivity to customer emotional needs. Thus, the abstract fits best within the Feeling AI category.",70%,10%,20%,0%,0%
Xarasoft (Pvt) Ltd – vision 2027 to implement a digital supply chain for industry 4.0,Tahir S.; Ramish A.,2022,10.1108/EEMCS-05-2021-0180,"Learning outcomes: This case study aims to be taught at an MBA level. Specifically, those students who are majoring in supply chain would benefit the most from this case study. This case study has elements of supply chain management, supply chain strategy, warehousing and logistics, and a digital supply chain for Industry 4.0. The learning outcome of this case study could be seen if the students are able to identify the challenges and opportunities of a digital supply chain for Industry 4.0 and how it could be implemented methodically. Teaching Objective 1: Students should be able to identify what challenges organizations face if they implement a digital supply chain for Industry 4.0. Teaching Objective 2: Students should be able to identify what opportunities can be tapped if Big Data Analytics are used in a supply chain teaching. Objective 3: Students should layout a methodical plan of how an analogue company can gradually achieve the objective of implementing a digital supply chain for Industry 4.0 in procurement function. Case overview/Synopsis: Based in the Lahore region of Pakistan, Xarasoft is a footwear manufacturing company which has undertaken a decision to transcend to a digital supply chain for Industry 4.0 by 2027. Asif, who is the Head of the Department of Supply Chain, has to come up with a plan to present in the next meeting with the CEO. Xarasoft is a company that preferred to work in an analogue routine. The company set production targets and sold goods through marketing. With no forecast or exact demand, the company had decided to procure 140 million units of raw material and carrying a huge inventory, a percentage of which had to be thrown away as it started to degrade. While the company did have machinery on the production floor, they were operated manually and were a generation behind. Asif faced the question of what challenges he would face and exactly how would a digital supply chain for Industry 4.0 be implemented in the company. Complexity academic level: Masters level supply chain courses Supplementary materials: Teaching notes are available for educators only. Subject code: CSS 9: Operations and Logistics. © 2022, Emerald Publishing Limited.",Operations strategy; Storage/warehousing; Supply chain design/risk; Supply chain information systems; Supply chain management; Supply chain strategy,Emerald Group Holdings Ltd.,scopus-big data,2,Out of Scope,[],"The abstract focuses on supply chain management and the transition to a digital supply chain for Industry 4.0. It discusses challenges, opportunities, and strategic planning within the context of operations and logistics but does not relate to marketing applications, customer engagement, or emotional data relevant to AI in marketing.",0%,0%,0%,100%,0%
Dynamics of Musical Success: A Machine Learning Approach for Multimedia Data Fusion,Boughanmi K.; Ansari A.,2021,10.1177/00222437211016495,"The success of creative products depends on the felt experience of consumers. Capturing such consumer reactions requires the fusing of different types of experiential covariates and perceptual data in an integrated modeling framework. In this article, the authors develop a novel multimodal machine learning framework that combines multimedia data (e.g., metadata, acoustic features, user-generated textual data) in creative product settings and apply it to predict the success of musical albums and playlists. The authors estimate the proposed model on a unique data set collected using different online sources. The model integrates different types of nonparametrics to flexibly accommodate diverse types of effects. It uses penalized splines to capture the nonlinear impact of acoustic features and a supervised hierarchical Dirichlet process to represent crowd sourced textual tags, and it captures dynamics via a state-space specification. The authors show the predictive superiority of the model with respect to several benchmarks. The results illuminate the dynamics of musical success over the past five decades. The authors then use the components of the model for marketing decisions such as forecasting the success of new albums, conducting album tuning and diagnostics, constructing playlists for different generations of music listeners, and providing contextual recommendations. © American Marketing Association 2021.",Bayesian nonparametrics; big data; data fusion; multimedia; music industry; product recommendations; supervised hierarchical Dirichlet process,SAGE Publications Ltd,scopus-big data,24,Feeling AI,"['consumer reactions', 'felt experience', 'emotional data', 'success of musical albums', 'contextual recommendations']","The abstract focuses on understanding consumer experiences and emotions related to creative products, specifically musical albums and playlists. It emphasizes capturing consumer reactions and using emotional and perceptual data to predict success, which aligns closely with the objectives of Feeling AI, such as understanding customer needs and tailoring marketing strategies accordingly. While there are elements of analysis and prediction, the core of the research is centered on emotional understanding and engagement.",60%,20%,20%,0%,0%
