Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
Predicting consumer variety-seeking through weather data analytics,Tian J.; Zhang Y.; Zhang C.,2018,10.1016/j.elerap.2018.02.001,"Marketing decision support systems (MDSS) incorporate both internal and external data in performing analytics to improve business effectiveness. Weather data have long been considered a crucial external data input in practitioners’ marketing strategy; however, academic research on how weather conditions affect consumer behaviors has been limited. To fill this gap, this research investigates how weather parameters, including sunlight, temperature, and air quality, can be incorporated into MDSS to predict consumers’ variety-seeking in their purchases using public weather data and supermarket panel data for five typical retail products. Our analyses show that weather conditions are associated with greater variety-seeking behavior. The results afford insights into how to exploit weather data for data analytics and employ weather targeting strategies to save promotional expenses and increase profitability. © 2018 Elsevier B.V.",China big data; Data analytics; Marketing decision support system; Mehrabian-Russell model; Variety-seeking; Weather data,Elsevier B.V.,scopus-artificial intelligence,32,Thinking AI,"['weather data', 'consumer behaviors', 'variety-seeking', 'data analytics', 'predict', 'marketing strategy']","The abstract discusses how weather conditions can be analyzed and utilized within marketing decision support systems (MDSS) to predict consumer behavior, specifically their variety-seeking in purchases. This aligns closely with the focus on market analysis and targeting within the Thinking AI category, as it emphasizes the use of data analytics for strategic insights and targeting marketing efforts effectively based on external conditions.",0%,0%,100%,0%,0%
Effects of influential factors and their interactions in information processing strategy adoption: The perspective from dual process theory,Liqiang H.; Kanliang W.,2021,10.13587/j.cnki.jieem.2021.06.001,"In the past decades, researchers in various areas of social and cognitive psychology have developed dual process theories of information processing. Although these theories differ on a variety of dimensions, including domains of application and specific definitions, they all share the basic assumption that two different modes of information processing operate in making judgments, decisions as well as in solving problems. In essence, the common distinction in dual process modes is between a fast, associative information process mode with low effort heuristics, and a slow, rule-based mode with high effort systematic process. On the basis of a brief theoretical development introduction, we illustrate how the dual process theory is manifested in various disciplines. Table 1 summarizes the different representations of dual process, including heuristic vs. systematic; peripheral route vs. central route; associative access vs. attitude construct; categorization vs. individuation; automatic contextual influences vs. correction; experiential vs. rational; impulsive vs. reflective; implicit vs. explicit. Later on, we discuss how different types of information processing modes are determined and what the main factors that may significantly influence information processing adoption. Several determinants are identified froma review of the extant literature; for instance, the involvement would be an influential factor that affects what type of information processing mode adopted. Specifically, if an information processor does not have a high level of involvement, it would be more likely of him / her to adopt a heuristic mode comparing with a systematic mode. Similarly, if a consumer does not in a focal status of high motivation, comparing with the one with a high level of motivation, he/ she would be more likely to adopt a heuristic mode. The related factors that are generally discussed in previous studied are shown in Table 2. Although we may learn that these factors as listed are playing significant roles in influencing what type of information processing mode adopted, little has been discussed in prior research in relation to the possible interaction effects that would play a role. In particular, we could conjecture that a higher level of motivation of information processor would be more likely to adopt systematic information processing mode, but what would be happen if the information processor does not have a higher level of ability to process the information in order to make a judgment or decision? Will the information processor adopt systematic mode or heuristic mode? Moreover, when we try to take the risk as an important factor into consideration, if the decision context is with a high risk, will the information processor adopt systematic processing mode even if he/ she does not have the ability to process related information? Whether the processor would adopt heuristic processing mode when he / she does not have the ability to process? This calls for future research to further explore more rich findings and interesting underlying mechanisms. The exploration of the impacts aroused by various influential factors would be a bright future. Future research could be extended on the basis of the current theory at least from the following three facets. First, the exploration of the theory application. As we discussed above, most of previous studies emphasize on investigating the independent effect of individual factor on information processing mode adoption, while little has been discussed on the underlying effects aroused by interactive factors in various contexts. Take the online product review context-a hot topic studied in information systems, marketing, as well as electronic commerce disciplines-as an example, our review of recent studies shows that although the dual process theories have been widely applied to examine the effects of online product reviews, or the review helpfulness itself, there is scant research regarding what factors that really determine which type of information processing mode used, and whether the information processing mode would be dynamically caused by various interactive factors. On the basis of the analysis of our paper which argues that the determinant factors that would be interactive in affecting the information processing mode, related future research with respect to this area could be widely extended. As regard to the research methodology in examining the focal theory, secondly, we call for more advanced method which could be used in future research in order to explore more interesting findings. Particularly, the current studies in relation to the dual process theories largely focus on experimental method or survey, while few attentions have been paid by using behavioral data to deduce what type of information processing mode being used. Based on the research logic presented by recent seminal papers such as Gladstone et al., Stachl et al. and Wu et al., we think it is feasible to extend the method scope to examine this theory. In addition, third, with respect to the extension of the theory itself, in line the recent arguments of seminal papers published on Nature (Rahwan et al.) and California Management Review (Huang et al., we may conjecture that the dual process theory could be extended in the new artificial intelligence era. In particular, during the interaction between human and robot (artificial intelligence), it is imperative to understand whether the robot, cognitively, will use these two different types of processing modes in their information processing like human? How would the robot be in the eye of human when the brain becomes to integrate with robot? Will the robot be the third processing mode complementing with the original two processing mode? Or will the robot interrupt the original two processing modes? Or will the robot replace the one type of either processing mode? We call for future research to further explore the bright and interesting area to explore the effects of interaction between human and robot. © 2021. All Rights Reserved.",Decision making; Dual process model; Dual process systems; Judgment; Social cognition,Zhejiang University,scopus-artificial intelligence,1,Thinking AI,"['information processing', 'systematic processing', 'heuristic processing', 'motivation', 'consumer behavior', 'judgments', 'decision making']","The abstract discusses the dual process theory of information processing which is relevant to understanding how consumers make judgments and decisions in marketing contexts. It emphasizes the need for market analysis and understanding consumer behavior, which aligns with the Thinking AI category that focuses on market analysis, targeting, and personalization. The exploration of factors influencing information processing modes also suggests a strategic analysis of consumer responses to marketing stimuli.",10%,5%,80%,0%,5%
Overcoming the pitfalls and perils of algorithms: A classification of machine learning biases and mitigation methods,van Giffen B.; Herhausen D.; Fahse T.,2022,10.1016/j.jbusres.2022.01.076,"Over the last decade, the importance of machine learning increased dramatically in business and marketing. However, when machine learning is used for decision-making, bias rooted in unrepresentative datasets, inadequate models, weak algorithm designs, or human stereotypes can lead to low performance and unfair decisions, resulting in financial, social, and reputational losses. This paper offers a systematic, interdisciplinary literature review of machine learning biases as well as methods to avoid and mitigate these biases. We identified eight distinct machine learning biases, summarized these biases in the cross-industry standard process for data mining to account for all phases of machine learning projects, and outline twenty-four mitigation methods. We further contextualize these biases in a real-world case study and illustrate adequate mitigation strategies. These insights synthesize the literature on machine learning biases in a concise manner and point to the importance of human judgment for machine learning algorithms. © 2022 The Authors",Artificial intelligence; Bias; Case study; Machine learning; Mitigation methods,Elsevier Inc.,scopus-artificial intelligence,105,Not Identified,"['machine learning', 'bias', 'decision-making', 'mitigation methods', 'human judgment']","The abstract discusses machine learning biases and methods to mitigate them but does not clearly fall into the categories of Mechanical AI, Thinking AI, or Feeling AI as defined. It focuses on issues related to bias in decision-making rather than on specific marketing applications or emotional understanding. Therefore, it does not fit well into any of the provided categories.",0%,0%,0%,0%,100%
Machine learning and artificial intelligence use in marketing: a general taxonomy,De Mauro A.; Sestino A.; Bacconi A.,2022,10.1007/s43039-022-00057-w,"The emergence of consumer-generated data and the growing availability of Machine Learning (ML) techniques are revolutionizing marketing practices. Marketers and researchers are far from having a thorough understanding of the broad range of opportunities ML applications offer in creating and maintaining a competitive business advantage. In this paper, we propose a taxonomy of ML use cases in marketing based on a systematic review of academic and business literature. We have identified 11 recurring use cases, organized in 4 homogeneous families which correspond to the fundamentals leverage areas of ML in marketing, namely: shopper fundamentals, consumption experience, decision making, and financial impact. We discuss the recurring patterns identified in the taxonomy and provide a conceptual framework for its interpretation and extension, highlighting practical implications for marketers and researchers. © The Author(s) 2022.",Analytics; Artificial intelligence; Big Data; Machine learning; Marketing; Marketing analytics,Springer International Publishing,scopus-artificial intelligence,37,Thinking AI,"['Machine Learning', 'taxonomy', 'use cases', 'market advantage', 'decision making', 'financial impact']","The abstract discusses the use of Machine Learning (ML) in marketing, focusing on various applications that enhance decision making, analysis of consumption experiences, and financial impacts. The identification of use cases and their organization into families aligns with strategic analysis in marketing, which corresponds to the Thinking AI category.",0%,0%,100%,0%,0%
Models for the design and operation of digital educational environments,Solovov A.V.; Menshikova A.A.,2021,10.31992/0869-3617-2021-30-1-144-155,"Many educational institutions, assessing their prospects, plan to develop distance educational services using their own electronic and information educational environments (EIEE). During creating and operating EIEE of educational institution (EI), a number of questions arise related to structural, marketing, personnel and other decisions. The purpose of this article is to research the organizational, technical and didactic aspects of the EIEE EI. The methodology of the research is based on methods of system analysis, cybernetics, pedagogical psychology and didacticism. A conceptual model of the EIEE EI as an organizational and technical system has been proposed. It includes a marketing subsystem, a set of technical tools, various types of security and an organizational subsystem. The main functions of these subsystems and their various components have been identified. A didactic model of a typical complex of digital educational resources has been developed. Within this model, the diversity of digital educational resources across each academic discipline is integrated into complexes that provide a complete study at different target levels of assimilation, from initial acquaintance to solving uncharacteristic professionally oriented tasks. From the point of view of pedagogical psychology and cybernetics, the high importance of feedback in EIEE EI is shown. The classification of feedbacks (internal and external) is proposed for the triad ""Teacher - Teaching Program - Learner"". The limits of the use of automation in the formation of feedbacks are specified, as opposed to other (non-computer) responses to students' educational activities. The role and place of feedback in the ""digital footprints"" of students and teachers is shown and the directions for the use of this data in artificial intelligence systems are outlined. © 2021 Moscow Polytechnic University. All rights reserved.",Artificial intelligence in learning; Digital educational resources; Digital footprints; E-learning; Electronic information and education environment; Feedback in learning automation; Online learning,Moscow Polytechnic University,scopus-artificial intelligence,8,Out of Scope,"['EIEE', 'digital educational resources', 'feedback', 'pedagogical psychology', 'cybernetics']","The abstract discusses the development of electronic and information educational environments (EIEE) for educational institutions, focusing on organizational, technical, and didactic aspects rather than marketing strategies or customer engagement. It does not address customer understanding, market analysis, or emotional data in the context of marketing.",0%,0%,0%,100%,0%
Forecasting the Behavior of Target Segments to Activate Advertising Tools: Case of Mobile Operator Vodafone Ukraine,Zatonatska T.; Dluhopolskyi O.; Artyukh T.; Tymchenko K.,2022,10.2478/eoik-2022-0005,"Today, the use of machine learning technology in combination with the use of big data are topics that are actively discussed in business around the world. This topic has long gone beyond the information sphere, as it now applies to almost every sphere of life: economic, telecommunications, education, medicine, administration, and especially defense. Predicting customer behavior based on scoring models is in its infancy in Ukrainian companies, the main ones being the introduction of artificial intelligence technologies and machine learning, which will be the leading catalyst that will facilitate decision-making in business in the nearest future. The aim of the study is to develop a scoring model that predicts the behavior of target segments, namely, updating their activity to activate advertising tools. To achieve the goal of the work a set of research methods was used: dialectical-to reveal the theoretical foundations of models and types of forecasting models; analytical-in the study of the functioning of the environment SAS, Anaconda; optimization methods-to choose the best model and generate features. Scientific novelty and theoretical significance lie in the development of a scoring model for predicting the activity of subscribers of the telecommunications company ""VF Ukraine"", on the basis of which marketing campaigns are conducted. With the help of the built-in scoring model, the company ""VF Ukraine""can target its campaigns to retain subscribers. The marketing directorate of the enterprise can choose the TOP-20 or TOP-30 of the most prone subscribers to non-resumption of activity, i.e., tend to switch to other mobile operators, and hold promotions for them-providing additional gifts and bonuses, money to mobile account.  © 2022 Tetiana Zatonatska et al., published by Sciendo.",advertising; big data; market segment; scoring models; target; telecommunication sector,Sciendo,scopus-artificial intelligence,5,Thinking AI,"['predicting customer behavior', 'scoring model', 'marketing campaigns', 'target segments', 'subscriber activity', 'promotions']","The abstract focuses on developing a scoring model to predict customer behavior and optimize marketing campaigns based on the likelihood of subscribers switching to other operators. This aligns well with the Thinking AI category, particularly in terms of market analysis and targeting, as it involves analyzing customer data to identify potential churn and tailoring marketing efforts accordingly.",0%,30%,70%,0%,0%
"Optimising marketing strategies by customer segments and lifetime values, with a/b testing",Guha P.; Echagarruga C.; Tian E.Q.,2021,,"Every customer has different needs and purchasing behaviour. This paper shows how data science tools such as machine learning, artificial intelligence and A/B testing enable marketers to segment their target market, identify the most loyal high-value customers and their purchasing patterns, and calculate the lifetime value of these customer segments to optimise marketing strategies and campaigns. The paper also argues that A/B testing helps marketers make unbiased data-driven decisions, making it the gold standard for identifying the best marketing strategy. © Henry Stewart Publications 2054-7544 (2021).",A/B testing; Customer; Experimentation; Lifetime value (LTV); Predictive analytics; Segmentation,Henry Stewart Publications,scopus-artificial intelligence,0,Thinking AI,"['data science', 'machine learning', 'A/B testing', 'segment', 'market', 'purchasing patterns', 'lifetime value', 'optimise marketing strategies', 'data-driven decisions']","The abstract discusses the use of data science tools like machine learning and A/B testing to segment markets and identify customer behaviors, which aligns closely with the 'Thinking AI' category focused on market analysis and targeting. The emphasis on optimizing marketing strategies and making data-driven decisions further supports this classification.",0%,0%,100%,0%,0%
Knowledge-collector agents: Applying intelligent agents in marketing decisions with knowledge management approach,Moradi M.; Aghaie A.; Hosseini M.,2013,10.1016/j.knosys.2013.08.014,"Marketing plays an essential role in the competitive business environment. Marketing decision makers constantly need to monitor changes in the environment and organization to make necessary changes. Therefore, a knowledge management (KM) system is required to acquire, store, retrieve and use up-to-date knowledge. Corporations also tend to look for systems to assist them in knowledge management. Agent technology looks set for assisting organizations in collecting, processing and using knowledge with high accuracy, speed and efficiency. This paper proposes a knowledge management framework for marketing decision making through using agent technology, fuzzy AHP (Analytical Hierarchy Process) and fuzzy logic. The fuzzy AHP is used for allocating the weight of determinant criteria and fuzzy logic is deployed for determining the final decision in pessimistic, moderate and optimistic satiations. The objectives of this study are as follows: (a) developing a knowledge management framework for capturing, storing, disseminating and utilizing marketing knowledge by using agent system, and (b) helping marketing decision makers to make effective decisions based on useful knowledge, and (c) encouraging marketing decisions towards the intelligence. Implementation of the proposed system in a car factory indicates that it is efficient and effective in supporting and improving marketing decision making. © 2013 Elsevier B.V. All rights reserved.",Decision support system; Fuzzy AHP logic; Intelligent agents; Knowledge management; Marketing,,scopus-artificial intelligence,15,Thinking AI,"['knowledge management', 'marketing decision making', 'agent technology', 'fuzzy AHP', 'fuzzy logic', 'effective decisions', 'market analysis']","The abstract discusses a knowledge management framework that leverages agent technology and fuzzy logic to aid marketing decision makers in making effective decisions. This aligns closely with the 'Thinking AI' category, which focuses on market analysis and strategic decision-making based on data. The emphasis on capturing, storing, and utilizing marketing knowledge further supports this classification as it relates to analytical processes rather than automated or emotional aspects.",0%,0%,100%,0%,0%
Identimod: Modeling and managing brand value using soft computing,Chica M.; Cordón Ó.; Damas S.; Iglesias V.; Mingot J.,2016,10.1016/j.dss.2016.06.007,"Brands are one of the most important of a firm's assets. Brand-managing activities are typically related to brand positioning and integration with marketing campaigns, and can involve complex decisions. The branding of an organization is indeed a dynamic system with many cause-effect relationships as well as intangible and heterogeneous variables. In order to help brand managers and marketers, we propose a decision support system, named Identimod, for modeling and evaluating branding strategies. Identimod uses non-linear dynamic modeling and soft computing to identify the branding system from different data sources through a linguistic user interface, and to provide advanced methods for diagnostics and validation. Identimod steps through a participatory, cyclic, and iterative process consisting of four different modules to increase the confidence and validity of the model, which should facilitate its acceptance by managers and stakeholders. Throughout this paper we demonstrate the modeling process and managerial benefits of Identimod by forming and answering the marketing questions for a real rebranding case of a seafood company in Spain. © 2016 Elsevier B.V.",Branding; Decision support systems; Marketing; Soft computing,Elsevier B.V.,scopus-artificial intelligence,12,Thinking AI,"['branding strategies', 'decision support system', 'modeling', 'evaluating', 'market analysis', 'marketing questions']","The abstract discusses the development of a decision support system, Identimod, which utilizes non-linear dynamic modeling and soft computing to assist brand managers in evaluating branding strategies. This aligns with the 'Thinking AI' category, particularly in the focus on market analysis and strategic decision-making. The emphasis on answering marketing questions and identifying competitive positioning further supports this classification.",0%,0%,100%,0%,0%
A decision support framework to implement optimal personalized marketing interventions,Guelman L.; Guillén M.; Pérez-Marín A.M.,2015,10.1016/j.dss.2015.01.010,"In many important settings, subjects can show significant heterogeneity in response to a stimulus or ""treatment."" For instance, a treatment that works for the overall population might be highly ineffective, or even harmful, for a subgroup of subjects with specific characteristics. Similarly, a new treatment may not be better than an existing treatment in the overall population, but there is likely a subgroup of subjects who would benefit from it. The notion that ""one size may not fit all"" is becoming increasingly recognized in a wide variety of fields, ranging from economics to medicine. This has drawn significant attention to personalize the choice of treatment, so it is optimal for each individual. An optimal personalized treatment is the one that maximizes the probability of a desirable outcome. We call the task of learning the optimal personalized treatment personalized treatment learning. From the statistical learning perspective, this problem imposes important challenges, primarily because the optimal treatment is unknown on a given training set. A number of statistical methods have been proposed recently to tackle this problem. However, considering the critical importance of these methods to decision support systems, personalized treatment learning models have received relatively little attention in the literature. The purpose of this paper is to propose a novel method labeled causal conditional inference trees and its natural extension to causal conditional inference forests. The performance of the new method is analyzed and compared to alternative methods for personalized treatment learning. The results show that our new proposed method often outperforms the alternatives on the numerical settings described in this article. We also illustrate an application of the proposed method using data from a large Canadian insurer for the purpose of selecting the best targets for cross-selling an insurance product. © 2015 Elsevier B.V.",Causal inference; Marketing interventions; Personalized treatment learning,Elsevier,scopus-artificial intelligence,33,Thinking AI,"['personalized treatment learning', 'optimal treatment', 'subgroup analysis', 'market analysis', 'cross-selling', 'target selection']","The abstract discusses the need for personalized treatment learning to identify optimal treatments for different subgroups, which aligns closely with strategic analysis and targeting in marketing. The application of the proposed method to select the best targets for cross-selling an insurance product further emphasizes its relevance to market analysis and targeting. While there are elements of customer understanding in the context of treatment efficacy, the primary focus is on analytical methods to improve decision-making in marketing, fitting into the Thinking AI category.",10%,0%,80%,0%,10%
