Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
More than words can say: a multimodal approach to understanding meaning and sentiment in social media,Mehmet M.I.; D’Alessandro S.,2022,10.1080/0267257X.2022.2105933,"The authors develop a multimodal social listening analysis (MSLA) approach as a framework for managers to understand how meaning is constructed in social media posts using both text and other media. The research adds to AI and text analysis approaches by considering the whole meaning of a post rather than an analysis of subsets of information in text and other media. The use of MSLA is validated across the social media platforms of Facebook, Twitter and Instagram. The findings show that MSLA helps (i) reveal structures in what appear to be unstructured multimodal posts; (ii) identify all the sentiment items in a post; (iii) identify implicit meanings, such as irony, humour and sarcasm; and (iv) further identify emotions and judgements in multimodal communication. Importantly, this paper explains how decisions and opinions are made online and how marketing strategies can be tailored towards meanings derived from multimodal communication in social media. © 2022 Westburn Publishers Ltd.",consumer sentiment; inter-coder reliability; Multimodal social listening; qualitative research; social media; social networking,Routledge,scopus-ai,2,Feeling AI,"['multimodal', 'sentiment', 'implicit meanings', 'emotions', 'judgements', 'social media', 'customer understanding']","The abstract discusses a multimodal social listening analysis (MSLA) framework that focuses on understanding the meanings constructed in social media posts, which aligns with the customer understanding aspect of Feeling AI. The research emphasizes identifying sentiment items and implicit meanings such as irony and humour, which directly relates to understanding emotional data and customer needs. The findings also suggest tailoring marketing strategies based on emotional insights derived from multimodal communication, further aligning with the goals of Feeling AI.",70%,20%,10%,0%,0%
Consumer decisions with artificially intelligent voice assistants,Dellaert B.G.C.; Shu S.B.; Arentze T.A.; Baker T.; Diehl K.; Donkers B.; Fast N.J.; Häubl G.; Johnson H.; Karmarkar U.R.; Oppewal H.; Schmitt B.H.; Schroeder J.; Spiller S.A.; Steffel M.,2020,10.1007/s11002-020-09537-5,"Consumers are widely adopting Artificially Intelligent Voice Assistants (AIVAs). AIVAs now handle many different everyday tasks and are also increasingly assisting consumers with purchasing decisions, making AIVAs a rich topic for marketing researchers. We develop a series of propositions regarding how consumer decision-making processes may change when moved from traditional online purchase environments to AI-powered voice-based dialogs, in the hopes of encouraging further academic thinking and research in this rapidly developing, high impact area of consumer-firm interaction. We also provide suggestions for marketing managers and policymakers on points to pay attention to when they respond to the proposed effects of AIVAs on consumer decisions. © 2020, The Author(s).",Artificial intelligence; Consumer decision-making; Consumer dialogs; Consumer models; Digital marketing; Voice assistants,Springer,scopus-ai,67,Thinking AI,"['Artificially Intelligent Voice Assistants', 'consumer decision-making processes', 'purchasing decisions', 'marketing researchers']","The abstract discusses how AIVAs assist consumers in making purchasing decisions and how the decision-making process may change in voice-based environments. This aligns with the market analysis and targeting aspects of Thinking AI, as it involves understanding consumer behavior and adapting marketing strategies accordingly. The focus on encouraging further research also suggests a strategic analysis of market dynamics.",10%,15%,75%,0%,0%
The role of brand in overcoming consumer resistance to autonomous vehicles,Casidy R.; Claudy M.; Heidenreich S.; Camurdan E.,2021,10.1002/mar.21496,"Consumer resistance is a major barrier to diffusing radical innovation into mainstream markets. While recent studies have highlighted the influence that brands might have on innovation adoption decisions, surprisingly little is understood about the role of brands in overcoming consumer resistance to radical innovation such as Artificial Intelligence (AI) technology. To address this, we investigate consumer resistance to AI-powered technology in the context of autonomous vehicles. Specifically, this study builds on the self-brand connection and brand concept literature to examine: (1) the mechanism through which self-brand connection influences radical innovation adoption by mitigating consumer resistance; (2) how this mechanism is moderated by the brand concept (conservation vs. openness); and (3) how brands can effectively overcome consumer resistance through marketing communications. By means of three empirical studies, we find that self-brand connections are positively associated with intentions to adopt radical innovation and that this effect is mediated by reduced risk barriers (Study 1). We further demonstrate that the influence of self-brand connection is much lower for conservation brands than for openness brands (Study 2). Finally, we show that conservation brands can leverage consumers' self-brand connection when they effectively enhance their innovation capabilities through marketing communications (Study 3). © 2021 Wiley Periodicals LLC",artificial intelligence; autonomous vehicles; brand concept; innovation; self-brand connection,John Wiley and Sons Inc,scopus-ai,27,Feeling AI,"['consumer resistance', 'self-brand connection', 'emotional needs', 'marketing communications']","The abstract discusses how self-brand connections can influence consumer adoption of radical innovations, specifically AI technology in autonomous vehicles. This relates closely to understanding customer emotional needs and wants, as the study investigates how brands can leverage these emotional connections to mitigate resistance to innovation. It also touches on the effectiveness of marketing communications in enhancing these emotional connections, which aligns with the objectives of Feeling AI.",70%,10%,20%,0%,0%
"Artificial Intelligence and Machine Learning: Exploring drivers, barriers, and future developments in marketing management",Volkmar G.; Fischer P.M.; Reinecke S.,2022,10.1016/j.jbusres.2022.04.007,"Companies neither fully exploit the potential of Artificial Intelligence (AI), nor that of Machine Learning (ML), its most prominent method. This is true in particular of marketing, where its possible use extends beyond mere segmentation, personalization, and decision-making. We explore the drivers of and barriers to AI and ML in marketing by adopting a dual strategic and behavioral focus, which provides both an inward (AI and ML for marketers) and an outward (AI and ML for customers) perspective. From our mixed-method approach (a Delphi study, a survey, and two focus groups), we derive several research propositions that address the challenges facing marketing managers and organizations in three distinct domains: (1) Culture, Strategy, and Implementation; (2) Decision-Making and Ethics; (3) Customer Management. Our findings contribute to better understanding the human factor behind AI and ML, and aim to stimulate interdisciplinary inquiry across marketing, organizational behavior, psychology, and ethics. © 2022 The Authors",Artificial Intelligence; Decision- Making; Delphi Method; Ethics; Machine Learning; Marketing Management,Elsevier Inc.,scopus-ai,57,Not Identified,"['Artificial Intelligence', 'Machine Learning', 'marketing', 'segmentation', 'personalization', 'decision-making', 'culture', 'strategy', 'implementation', 'decision-making', 'ethics', 'customer management']","The abstract discusses the potential applications and barriers of AI and ML in marketing without clearly fitting into the definitions of Mechanical AI, Thinking AI, or Feeling AI. While it touches on aspects of decision-making and customer understanding, it does not provide specific examples or applications that directly align with the outlined categories. Instead, it focuses on broader themes such as culture, strategy, and ethical considerations, which do not neatly fit into any single category.",20%,20%,30%,0%,30%
A strategic framework for artificial intelligence in marketing,Huang M.-H.; Rust R.T.,2021,10.1007/s11747-020-00749-9,"The authors develop a three-stage framework for strategic marketing planning, incorporating multiple artificial intelligence (AI) benefits: mechanical AI for automating repetitive marketing functions and activities, thinking AI for processing data to arrive at decisions, and feeling AI for analyzing interactions and human emotions. This framework lays out the ways that AI can be used for marketing research, strategy (segmentation, targeting, and positioning, STP), and actions. At the marketing research stage, mechanical AI can be used for data collection, thinking AI for market analysis, and feeling AI for customer understanding. At the marketing strategy (STP) stage, mechanical AI can be used for segmentation (segment recognition), thinking AI for targeting (segment recommendation), and feeling AI for positioning (segment resonance). At the marketing action stage, mechanical AI can be used for standardization, thinking AI for personalization, and feeling AI for relationalization. We apply this framework to various areas of marketing, organized by marketing 4Ps/4Cs, to illustrate the strategic use of AI. © 2020, The Author(s).",4Cs; 4Ps; Artificial intelligence; Feeling AI; Machine learning; Marketing strategy; Mechanical AI; Personalization; Positioning; Relationalization; Segmentation; Standardization; Strategic AI marketing; Targeting; Thinking AI,Springer,scopus-ai,609,Feeling AI,"['emotions', 'customer understanding', 'relationalization', 'positioning']","The abstract outlines a framework that incorporates AI in several stages of marketing, specifically highlighting the role of feeling AI in analyzing interactions and human emotions. It emphasizes customer understanding, positioning, and relationalization, which directly align with the definitions provided for feeling AI. Additionally, while mechanical and thinking AI elements are present, the focus on emotional aspects indicates a stronger association with feeling AI.",40%,30%,30%,0%,0%
Artificial intelligence in public administration - Supporting administrative decisions,Fejes E.; Futó I.,2021,10.35551/PFQ_2021_S_1_2,"Artificial intelligence (AI) is an increasingly popular concept, although it is often used only as a marketing tool to label activities that are very far from AI. The purpose of this article is to show what artificial intelligence (AI) tools - expert systems - can actually be used for administrative decision in public administration. The end of the administrative decision must be justified in detail according to the legal regulations. Expert systems do this. The other large group of AI tools, solutions based on machine learning, act as black boxes, mapping input data to output data, so the reason for the solution is unknown. Therefore, these tools are not suitable for direct, administrative decision, but can support office work with expert systems. In this article, we present the operation of expert systems through examples. © 2021 Brepols Publishers. All rights reserved.",Administrative decision; Artificial intelligence; Expert system; Machine learning; Public administration,State Audit Office of Hungary,scopus-ai,2,Out of Scope,"['artificial intelligence', 'expert systems', 'administrative decision', 'public administration', 'machine learning']","The abstract discusses the application of artificial intelligence, specifically expert systems, in administrative decision-making within public administration. It does not relate to marketing applications or concepts such as customer understanding, market analysis, or personalized marketing strategies. Therefore, it is classified as out of scope for marketing.",0%,0%,0%,100%,0%
When AI meets store layout design: a review,Nguyen K.; Le M.; Martin B.; Cil I.; Fookes C.,2022,10.1007/s10462-022-10142-3,"An efficient store layout presents merchandise to attract customer attention and encourages customers to walk down more aisles which exposes them to more merchandise, which has been shown to be positively correlated with the sales. It is one of the most effective in-store marketing tactics which can directly influence customer decisions to boost store sales and profitability. The recent development of Artificial Intelligence techniques, especially with its sub-fields in Computer Vision and Deep Learning, has enabled retail stores to take advantage of existing CCTV infrastructure to extract in-store customer and business insights. This research aims to conduct a comprehensive review on existing approaches in store layout design and modern AI techniques that can be utilized in the layout design task. Based on this review, we propose an AI-powered store layout design framework. This framework applies advanced AI and data analysis techniques on top of existing CCTV video surveillance infrastructure to understand, predict and suggest a better store layout. © 2022, The Author(s).",Business intelligence; CCTV visual intelligence; Retail layout; Store layout; Video analytic,Springer Nature,scopus-ai,10,Mechanical AI,"['store layout', 'customer insights', 'CCTV', 'data analysis', 'in-store marketing', 'sales']","The abstract discusses the use of AI techniques for analyzing customer behavior and optimizing store layout, which involves data collection and processing through existing CCTV infrastructure. This aligns with the focus of Mechanical AI on data collection and segmentation, as it aims to gather insights and automate the understanding of customer interactions with merchandise.",0%,70%,20%,0%,10%
Analytics: Turning data into management gold,Even A.,2019,10.69554/umzm2592,"In today’s competitive business landscape, both business-to-business and business-to-consumer marketers are seeking insights from their marketing initiatives to see what is working and what is not. The faster these insights are acted upon, the faster companies can gain a competitive edge. Companies are also delving into the customer journey in order to optimise the user experience. Those yet to do so must start implementing the type of marketing analytics that will take them and their business to the next level. They need to be provided with the actionable insights that will empower them to make business decisions seamlessly. This paper analyses how the emergence of artificial intelligence and machine learning in the marketing sphere is sure to give marketing management the necessary power to shine. © Henry Stewart Publications.",Actionable insights; Artificial intelligence (AI); Machine learning (ML); Marketing; Marketing analytics; User journey,Henry Stewart Publications,scopus-ai,8,Thinking AI,"['insights', 'customer journey', 'marketing analytics', 'actionable insights', 'business decisions', 'competitive edge']","The abstract discusses the importance of leveraging marketing analytics and insights to optimize user experience and make informed business decisions. It emphasizes the need for actionable insights derived from data analysis to gain a competitive advantage, aligning well with the focus on market analysis and targeting found in the Thinking AI category.",0%,0%,100%,0%,0%
"Artificial intelligence in business-to-business marketing: a bibliometric analysis of current research status, development and future directions",Han R.; Lam H.K.S.; Zhan Y.; Wang Y.; Dwivedi Y.K.; Tan K.H.,2021,10.1108/IMDS-05-2021-0300,"Purpose: Although the value of artificial intelligence (AI) has been acknowledged by companies, the literature shows challenges concerning AI-enabled business-to-business (B2B) marketing innovation, as well as the diversity of roles AI can play in this regard. Accordingly, this study investigates the approaches that AI can be used for enabling B2B marketing innovation. Design/methodology/approach: Applying a bibliometric research method, this study systematically investigates the literature regarding AI-enabled B2B marketing. It synthesises state-of-the-art knowledge from 221 journal articles published between 1990 and 2021. Findings: Apart from offering specific information regarding the most influential authors and most frequently cited articles, the study further categorises the use of AI for innovation in B2B marketing into five domains, identifying the main trends in the literature and suggesting directions for future research. Practical implications: Through the five identified domains, practitioners can assess their current use of AI and identify their future needs in the relevant domains in order to make appropriate decisions on how to invest in AI. Thus, the research enables companies to realise their digital marketing innovation strategies through AI. Originality/value: The research represents one of the first large-scale reviews of relevant literature on AI in B2B marketing by (1) obtaining and comparing the most influential works based on a series of analyses; (2) identifying five domains of research into how AI can be used for facilitating B2B marketing innovation and (3) classifying relevant articles into five different time periods in order to identify both past trends and future directions in this specific field. © 2021, Emerald Publishing Limited.",Artificial intelligence; Bibliometric analysis; Business-to-business marketing; Content analysis; Systematic literature review,Emerald Group Holdings Ltd.,scopus-ai,76,Thinking AI,"['AI-enabled B2B marketing', 'innovation', 'market analysis', 'trends', 'digital marketing strategies']","The abstract discusses the application of AI in enabling B2B marketing innovation, focusing on analyzing literature, identifying trends, and suggesting future directions. This aligns with the definitions of Thinking AI, which emphasizes market analysis and strategic targeting. The study synthesizes knowledge and categorizes the use of AI, which reflects a strategic approach to understanding and leveraging AI for marketing purposes.",0%,0%,100%,0%,0%
Studying the Relationship between Artificial Intelligence and Digital Advertising in Marketing Strategy,Sabharwal D.; Sood R.S.; Verma M.,2022,10.31620/JCCC.12.22/10,"Introduction – Current study examines the relationship between Digital Advertising (DA) and Artificial Intelligence (AI) and their impact on creating a suitable Marketing Strategy (MS) for any organization. The study suggests some measures that can help marketers to improve their marketing strategies. As a genuine branch of Marketing science, digital marketing managed to create value for organizations and increased engagement with customers through electronic services. The Digital era has helped industries monitor their procedures including branding, promotion, advertising, production, channel distribution, etc. Based on gathered data, interactive customer experience, and a digital overview of procedures and sales, business managers could make more accurate and data-driven decisions. Methodology: This paper searches the various dimensions attached to the concept of artificial intelligence and digital advertising. It is a descriptive study; the survey method was used for the collection of data. Artificial Intelligence Survey Instrument (Weng, 2020), and Marketing Strategy Scale (Weng, 2020), whose face, discriminant, and construct validity were measured. Apart from this, Cronbach's alpha coefficient (α) and composite reliability (CR) were calculated to measure their reliability. Analysis of required data was done by using the SPSS software package (ver. 22) in the form of descriptive statistics as well as the SmartPLS software by means of inferential statistics and structural equation modelling (SEM). Results: The way we communicate with consumers has changed marketing. It is morphing every day and that’s where the big shift has happened. The big change that is happening in marketing, is artificial intelligence and machine learning. It creates new opportunities for storytelling and marketing. It will change how people interact with information, technology, brands, and services. Thus, marketers must adopt artificial intelligence systems in their marketing strategies to succeed in the present era of digital marketing. It saves both time and money for the marketers, customers, and prospects; and occupies the minds of customers without human intervention. The study results can be assistance to business managers and strategy practitioners to figure out the interrelationships between DA and AI, and their impact on marketing strategy formation. © 2022,Journal of Content, Community and Communication. All Rights Reserved.",Artificial intelligence; Communication technologies; Digital advertising; Marketing; Strategy,Amity University,scopus-ai,5,Thinking AI,"['Digital Advertising', 'Artificial Intelligence', 'Marketing Strategy', 'data-driven decisions', 'market analysis', 'customer engagement']","The abstract discusses the interplay between Digital Advertising and Artificial Intelligence in forming effective marketing strategies. It emphasizes the importance of data-driven decision-making and market analysis, which aligns with the Thinking AI category focused on market analysis and targeting. The mention of AI creating new opportunities for storytelling and marketing also links it to personalization and strategic analysis, further supporting the classification.",10%,15%,65%,0%,10%
