Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
"Communication channels consumption across awareness building, information search and school choice-perspectives from the VET sector in Kosovo",Shala A.; Sopi X.,2022,10.54609/reaser.v23i1.206,"This study aims at understanding the channels through which the students have become aware, the channels which they used to search for information on the schools, and the key factor that pushed them to apply for a given school. Through primary data research with n=788 respondents who are currently enrolled in VET across eight schools in Kosovo, the study has identified the critical importance of word-of-mouth through family & relatives, and friends in generating awareness for a given school and sharing information on the school offering. As critical elements to decide to apply for the school have been considered the applicants visit directly to the school to get informed more on the offering and the desire to get equipped with the given qualification the school offers. It is important to note the impact that parents have across all levels from brand awareness development to information search and decision making. The study provides pragmatic recommendations to school management on better optimizing their marketing efforts from a communication channel perspective, such as the importance of the open-days events of the school and the usage of the social media channels (especially Facebook) to communicate their offering. © 2022, Pro Global Science Association. All rights reserved.",Communication channels; Education; Marketing; School Choice,Pro Global Science Association,scopus-recommendation,0,Feeling AI,"['word-of-mouth', 'family', 'friends', 'parents', 'communication', 'emotional needs', 'decision making']","The abstract emphasizes the importance of word-of-mouth and the influence of family and friends on students' awareness and decision-making regarding schools. This indicates a focus on customer understanding and relationalization, as it highlights how emotional connections and personal recommendations impact choices. The mention of parents influencing brand awareness and decisions further aligns with understanding and meeting emotional needs. Therefore, this study fits well within the Feeling AI category.",60%,10%,30%,0%,0%
Post-COVID-19 crisis travel behaviour: towards mitigating the effects of perceived risk,Matiza T.,2022,10.1108/JTF-04-2020-0063,"Purpose: The purpose of this paper is to provide insight into the on-going COVID-19 pandemic and its potential influence on tourist behaviour in the short- to medium-term. While the influence of the pandemic on tourist’s perceived risk and its impact on their future travel behaviour is understandably yet to be established, the present paper discusses the potential nexus. Additionally, this paper provides tourism practitioners with some recommendations for mitigating the effect of potential heightened perceived risk on travel and tourism decision-making post the COVID-19 crisis. Design/methodology/approach: The present paper synthesises contemporary academic literature on perceived risk and post-crisis tourism with emerging information associated with the unfolding COVID-19 crisis. Findings: This paper draws empirical evidence from studies related to previous health crises and their impact on tourism, as well as tourist behaviour. By discussing previous studies within the context of the on-going COVID-19, it is possible to anticipate the influence that perceived risk associated with the pandemic may have on the post-crisis behaviour of tourists. Also, short-term measures to mitigate the effects of risk on tourism are posited to guide practitioners in the future recovery of the sector. Research limitations/implications: The COVID-19 pandemic is an unprecedented and on-going crisis for the global tourism industry. Hence, the present paper serves as a primer to a broader discussion within the tourism discourse and provides theoretical direction for future tourism research. Practical implications: Key to the recovery of the global tourism industry will be encouraging both domestic and international tourism activity. However, while the impact of the COVID-19 crisis on tourist behaviour is yet to be substantiated, previous research predicts a situation of heightened perceived risk and the potential cognitive dissonance that may negatively influence tourist decision-making. To mitigate this potential effect, governance, augmented immigration policy, destination media profiling, recovery marketing and domestic tourism will be critical interventions. Originality/value: This paper is one of the first to discuss the potential influence of the COVID-19 pandemic on the post-crisis decision-making process of tourists and their conative behaviour. As a primer to further empirical research, this paper sets a pertinent research agenda for academic inquiry within an evolving and increasingly uncertain global tourism market. © 2020, Tafadzwa Matiza.",COVID-19 pandemic; Perceived risk; The future of tourism; Tourism; Tourism recovery; Travel behaviour,Emerald Group Holdings Ltd.,scopus-recommendation,182,Feeling AI,"['perceived risk', 'tourist behaviour', 'cognitive dissonance', 'emotional needs', 'decision-making']","The abstract discusses the impact of perceived risk on tourist behavior post-COVID-19 and emphasizes understanding customer emotional reactions and decision-making processes in the context of tourism. This aligns closely with the Feeling AI category, which focuses on customer understanding and the emotional aspects of customer behavior. The insights provided in the paper are aimed at understanding how emotional factors influence tourism decisions, especially in a crisis context.",60%,10%,30%,0%,0%
The dissemination and impacts of deceptive eWOM: a dynamic process perspective,Shih C.-F.; Huang S.-L.; Huang H.-C.,2023,10.1080/0144929X.2022.2063759,"To minimise risk, consumers seek out eWOM, recommendations, and reviews from others before making purchasing decisions. However, it is not uncommon to see companies masterminding deceptive eWOM, disguising promotional messages as user-generated product reviews to attract and retain consumers. The extant literature is extremely limited regarding deceptive eWOM and its long-term effects. Ours is the first longitudinal study to examine consumers’ belief and attitude changes in the context of deceptive eWOM. This study found that, in a herding situation, deceptive eWOM can strongly influence changes in consumers’ beliefs and attitudes, whether in the early phase or mainstream phase, at the pre-adoption stage. If deceptive eWOM emerges earlier, it has a more powerful influence later. At the post-adoption stage, once they have used it, consumers may change their evaluations of a new product. However, this new evaluation is still subject to the initial anchoring effect brought by deceptive eWOM. If consumers sense deceptive eWOM and attribute it to a certain responsible party, the anchoring effect will be weakened. These findings provide further knowledge and understanding of the effects of deceptive eWOM, with implications for firms seeking to develop more effective eWOM marketing strategies. © 2022 Informa UK Limited, trading as Taylor & Francis Group.",And phrases: deceptive eWOM; fake review; herd behaviour; information cascade; longitudinal study,Taylor and Francis Ltd.,scopus-recommendation,2,Feeling AI,"['eWOM', 'deceptive', 'belief changes', 'attitude changes', 'consumer evaluation', 'emotional needs']","The abstract discusses how deceptive eWOM influences consumer beliefs and attitudes, indicating a deep understanding of customer emotions and perceptions. This aligns closely with the Feeling AI category, which emphasizes customer understanding and emotional engagement. The findings suggest that consumer reactions to deceptive eWOM can alter their evaluations of products, reflecting an understanding of emotional responses. The impact of perceived deception on consumer attitudes further supports this classification.",70%,10%,20%,0%,0%
Green marketing innovation: Opportunities from an environmental education analysis in young consumers,Prieto-Sandoval V.; Torres-Guevara L.E.; García-Díaz C.,2022,10.1016/j.jclepro.2022.132509,"As a society, we are aiming to achieve the Sustainable Development Goals (SDGs) by 2030, and one of the most important challenges is fostering responsible production and consumption. Green marketing campaigns and instruction in university curricula are an opportunity to influence producers' and consumers' decision-making process in a positive way. This research aims to understand the instructional effects of non-compulsory university courses linked to sustainability and the circular economy (SCE) on students' motivations and behavior. We analyze students' proclivities to consume products and develop more sustainable habits before and after enrolling in SCE courses. Results confirm that the courses impacted students' propensities toward sustainable consumption. Therefore, the biggest changes in the six dimensions underlying green consumption reveal four key recommendations for developing a green marketing strategy. We recommend firms to 1) engage in green education, 2) create community, 3) be aware of consumer diversity, and 4) not differentiate by gender. For this reason, we argue that university education may greatly influence students' mindset concerning sustainable behavior. Results also revealed no significant gender differences, which contrasts with the differentiated behavior found in extant studies on older populations. © 2022 The Authors",Circular economy; Green marketing innovation; SDGs; Sustainable development; Young consumer behavior,Elsevier Ltd,scopus-recommendation,37,Feeling AI,"['sustainable consumption', 'student motivations', 'behavior change', 'green marketing', 'community', 'consumer diversity']","The abstract focuses on the impact of university courses on students' motivations and behaviors regarding sustainable consumption. It emphasizes understanding customer needs and promoting sustainable practices, which align with the emotional and relational aspects of marketing. The findings suggest a need to connect with consumer emotions around sustainability, making it relevant to Feeling AI, which deals with understanding customer emotional needs and wants.",70%,10%,20%,0%,0%
From Mix-and-Match to Head-to-Toe: How Brand Combinations Affect Observer Trust,Engeler I.; Barasz K.,2021,10.1093/jcr/ucab041,"Consumers use brands in many combinations, from mixing-and-matching multiple brands (e.g., Nike shoes, Puma shirt, and Asics shorts) to using products primarily or solely from one brand (e.g., Nike shoes, shirt, and shorts). This work explores how such combinations affect observers’ trust in another consumer’s recommendations. Comparing two combination types—mixed-brand combinations (where all/most branded products are from different brands) and dominant-brand combinations (where all/most branded products are from the same brand)—nine studies establish that observers tend to have less trust in recommendations from those who use dominant-brand combinations (studies 1A–1C). This is driven by inferences about how the products were chosen: observers believe others who use dominant-brand combinations placed relatively greater importance on the brand—a feature that often serves as a mental shortcut for choices—and therefore infer these consumers made quicker, less thoughtful decisions (studies 2A and 2B). While the effect diminishes when observers hold particularly favorable attitudes toward the focal brand (study 3), it can alter observers’ own downstream behaviors (e.g., social media following intentions, information seeking, and recommendation taking; studies 4A–4C). Together, the findings confirm that brand combinations elicit responses distinct from single brands, offering fruitful avenues for future research. © The Author(s) 2021. Published by Oxford University Press on behalf of Journal of Consumer Research, Inc. All rights reserved.",advocacy and influencer marketing; brand combinations; choice inferences; consumer trust; decision thoughtfulness; social influence,Oxford University Press,scopus-recommendation,13,Feeling AI,"['trust', 'recommendations', 'brand combinations', 'emotional reactions']","The abstract focuses on how brand combinations influence observers' trust in consumer recommendations, which aligns with understanding customer emotions and perceptions. It discusses how observers make inferences based on brand choices, indicating a need to understand emotional responses and preferences. The findings suggest that trust can alter downstream behaviors, reinforcing the importance of emotional data in marketing decisions.",70%,0%,30%,0%,0%
Marketing strategy of characteristic agricultural products under the background of ‘internet +’,Xiong Y.,2023,10.1080/09537287.2023.2169649,"At the beginning of 2020, affected by the COVID-19 epidemic, large-scale gathering activities and offline purchasing activities are difficult to operate normally. As a result, the contactless online sales model of farm produce e-business has attracted wide attention of consumers because it avoids direct contact between people and reduces the risk of infection among users. The E-Marketing link of characteristic farm produce can reflect the good advantages of ‘Internet +’ era. For merchants, they can provide better services to customers through the Internet, thus enhancing their purchasing power. According to the unique attributes and categories of farm produce and other labels, combined with KNN (K-nearest neighbour) algorithm, this paper builds a marketing model of characteristic farm produce to improve the accuracy of farm produce recommendation, so as to realise the accurate marketing of characteristic farm produce under the background of ‘Internet +’. Experimental results show that the recall rate of the algorithm is 97.21% and the accuracy rate is 95.34%. Therefore, the precision marketing system model of e-business farm produce designed in this paper has high precision in predicting consumers’ purchase intention, and can be used as decision-making basis for enterprises in its precision marketing. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",Characteristic farm produce; precision marketing; recommend agricultural products,Taylor and Francis Ltd.,scopus-recommendation,0,Thinking AI,"['online sales model', 'purchase intention', 'recommendation', 'accuracy', 'decision-making']","The abstract discusses the development of a marketing model for characteristic farm produce that utilizes the KNN algorithm to improve the accuracy of recommendations and predict consumer purchase intentions. This aligns with the focus on market analysis and targeting in the Thinking AI category, as it aims to analyze data for better decision-making in marketing strategies.",0%,0%,100%,0%,0%
UNDERSTANDING THE CRITICAL FACTORS DRIVING EVENT LEVERAGING: PERSPECTIVES FROM SMALL AND MEDIUM-SIZED ENTERPRISES,Son I.S.; Huang S.,2023,10.3727/152599522X16419948695242,"This study aims to understand tourism and hospitality small and medium-sized enterprises’ (THSMEs) decision making about event leveraging, specifically by exploring the critical factors that drive THSMEs to engage in event leveraging. By examining event leveraging from the entrepreneurial process perspective, this study provides new understanding of evaluating and interpreting local businesses’ event leveraging. The results from semistructured interviews with THSMEs’ owners and managers revealed four critical factors affecting THSMEs’ decision making regarding event leveraging. Information availability, which refers to obtaining information about upcoming events in a timely manner and acquiring know-how in event leveraging, was found to be the most critical factor. This factor was found to influence another three factors, namely, business strategy, internal resources, and attitude and belief toward event leveraging. Based on the findings of this study, practical recommendations are provided for destination marketing organizations and local business associations to better support THSMEs to benefit through events. © Copyright 2023 Cognizant, LLC. All Rights Reserved.",Entrepreneurial opportunity; Event leveraging; Festival; Regional event; Small and medium-sized enterprises (SMEs),Cognizant Communication Corporation,scopus-recommendation,2,Thinking AI,"['decision making', 'event leveraging', 'business strategy', 'internal resources', 'information availability']","The abstract discusses the decision-making process of small and medium-sized enterprises (SMEs) in the tourism and hospitality sector regarding event leveraging. It emphasizes critical factors such as business strategy and information availability, which align with the market analysis and strategic targeting aspects of Thinking AI. The focus on understanding the factors influencing THSMEs reflects a deeper market analysis rather than emotional or automated transactional processes.",0%,0%,100%,0%,0%
Social commerce and buying intention post COVID-19: Evidence from a hybrid approach based on SEM – fsQCA,Elshaer I.A.; Alrawad M.; Lutfi A.; Azazz A.M.S.,2024,10.1016/j.jretconser.2023.103548,"In the post COVID-19 era, social commerce witnessed significant growth due to increasing numbers of consumers choosing online channels as their preferred means of shopping. Consumer attitude and trust are key factors influencing customers purchase decision of buying products and services marketed through online platforms such as social commerce. A positive consumer attitude towards a brand or product can lead to greater level of perceived trust and, hence, increase the likelihood of purchasing. Further, a negative consumer attitude or low trust may deter individuals from purchasing, even if they are interested in the product. This study aims at investigating the mediating role of customers attitude and perceived trust on the relationship the relationship between social commerce and buying intention post-COVID-19 pandemic. Using a full-structured questionnaire directed to 570 e-commerce consumers, the obtained data were analyzed by hybrid approach based on PLS-SEM and fsQCA. The study results may help understand the variables that can affect consumer behavior in the post-COVID-19 era, and businesses can better modify their marketing strategies and fulfill the customers’ needs. © 2023 Elsevier Ltd",Attitude; Consumer buying intention; fsQCA; Ratings and reviews; Recommendation and referrals; Social commerce; Trust,Elsevier Ltd,scopus-recommendation,34,Feeling AI,"['consumer attitude', 'trust', 'buying intention', 'customer behavior', 'marketing strategies']","The abstract discusses the impact of consumer attitudes and trust on purchasing decisions in the context of social commerce post-COVID-19. This aligns with the Feeling AI category as it focuses on understanding customer emotional needs and preferences, particularly how positive or negative perceptions influence buying behavior. The study aims to provide insights that can help businesses develop marketing strategies that resonate emotionally with consumers, which is a key aspect of Feeling AI.",70%,10%,20%,0%,0%
Impact and engagement of sport & fitness influencers: A challenge for health education media literacy,Moreno D.R.; Quintana J.G.; Riaño E.R.,2023,10.30935/ojcmt/13309,"Influencers of physical activity and sport have acquired an important role in the promotion of health and well-being through digital social networks such as Instagram. The purpose of this study is to obtain a detailed view of the use that sports and physical activity influencers make of the Instagram social network, its reach and impact on the audience. This study monitored and collected data from the channels of ten Spanish Sport & Fitness influencers who projected their activity towards 6,804,930 followers on the social platform Instagram. In addition, the content of the biography and most popular publications of each influencer was analysed, considering the visual aspects, codes and digital languages. The results obtained show a commitment of the influencers to motivate and excite their audience to lead an active life, a healthy lifestyle and to perform a variety of exercises to increase their muscular strength, flexibility and cardiorespiratory resistance, among others. They also offer practical nutrition advice, performance-enhancing recommendations, and individualized training programs. All this through a style and strategies typical of digital marketing and influence to gain trust and credibility, achieve engagement and a positive impact on their audiences, even influencing the decision to purchase services and products from commercial brands. This scenario highlights the importance of media literacy for citizens towards a responsible use of the Internet and social networks, especially towards the consumption of content related to physical activity and sports, thus developing critical thinking to evaluate the information that can influence our decisions and perceptions about health and physical well-being. © 2023 by authors; licensee OJCMT by Bastas, CY.",health education; influencers; Instagram; media literacy; physical activity; social media,Bastas,scopus-recommendation,5,Feeling AI,"['influencers', 'motivate', 'excite', 'trust', 'credibility', 'engagement', 'impact', 'customer needs', 'health', 'well-being']","The abstract emphasizes the role of influencers in understanding and meeting the emotional needs of their audience regarding health and fitness. It discusses how influencers motivate and engage their followers through relatable content, practical advice, and personalized programs, which aligns with the focus of Feeling AI on customer understanding and relationalization.",60%,10%,20%,5%,5%
FACTORS AFFECTING FEMALE ONLINE PURCHASE DECISION,Allan M.S.; Ashour M.L.; Ali N.N.; Al Warasneh A.N.,2022,10.22495/jgrv11i1siart14,"This study enhances the existing literature on female online buying decisions by evaluating the factors shaping women‘s clothing purchase decision-making. Hence, it investigates the influence of social media interactive marketing activities, i.e., electronic advertising (e-Ads), electronic word of mouth (e-WOM), interaction (Int.), and content credibility (CC), on female purchase decisions. The study adopted the logic of quantitative approach using an e-questionnaire as a main data collection tool targeting online female consumers. Data were collected from 388 female social media users, and regression analysis was applied. The results of the study confirmed the association between a firm‘s use of and female activities and applications interactive marketing purchase decisions. In addition, the results pointed out the electronic interactive activities of social media platforms such as e-Ads, CC, and e-WOM as powerful tools that support firm‘s marketing strategies via their positive influence on female purchase decisions. The result is consistent with previous research (Park, Hyun, & Thavisay, 2021; Tran, 2017). The study provides several implications and recommendations for practice: focusing on content credibility, enriching the interactive content of brand name page, providing more details about offerings, and the continuous development of advertising, contents, and techniques. And for future research, as this study derived its findings from an evaluation carried out in the Jordanian clothing market, it is recommended to extend this evaluation to be conducted in other contexts and to consider other demographical and economic variables. © 2022 The Authors.",Female Purchase Decision; Interactive Marketing Activities; Social Media Platforms,Virtus Interpress,scopus-recommendation,1,Feeling AI,"['female purchase decisions', 'social media', 'content credibility', 'electronic word of mouth', 'emotional needs']","The study focuses on understanding how social media interactive marketing activities influence female purchase decisions, which aligns with the 'Feeling AI' category that emphasizes customer understanding and emotional factors in decision-making. The mention of content credibility and electronic word of mouth suggests a consideration of emotional and relational aspects in marketing strategies.",70%,10%,20%,0%,0%
