Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
Forming an intention to act on recommendations given via online social networks,Matook S.; Brown S.A.; Rolf J.,2015,10.1057/ejis.2013.28,"Online social networks (OSN) are technology-enabled relationship tools in which a user creates a profile, connects to other individuals, and shares user-generated content with them. One of the many features OSN offer is the ability to post messages in the form of product and service recommendations. Although word-of-mouth research has examined this type of personal communication to intentionally influence consumer decisions, limited understanding exists regarding when a user acts upon a recommendation received from one of their contacts. In this study, we draw on relationship theories and research on trust to analyze the impact relationship characteristics and behaviors of the OSN contacts have on trust in the recommendation that subsequently leads a user to act on this OSN contact's recommendation. The results of a survey of 116 OSN users showed that closeness, excessive posting behavior, and past recommendation experience have a positive impact on trust and intention to act on the recommendation. One characteristic of the relationships, that is, similarity, however, does not affect recommendation trust in the context of OSN. The findings enhance our understanding of relationships and their defining characteristics in OSN. The results also provide insights into how companies might leverage OSN in their marketing efforts. © 2015 Operational Research Society Ltd.",,Palgrave Macmillan Ltd.,scopus-recommendation,46,Feeling AI,"['trust', 'relationship characteristics', 'recommendation', 'closeness', 'emotional needs']","The abstract discusses the role of trust and relationship characteristics in online social networks (OSN) in the context of product and service recommendations. It emphasizes emotional aspects such as trust and closeness in relationships, which are central to customer understanding and relationalization strategies in marketing. Additionally, the study provides insights on how companies can leverage these emotional connections in their marketing efforts, aligning closely with the objectives of Feeling AI.",70%,0%,30%,0%,0%
Patient values and preferences when choosing anticoagulants,Palacio A.M.; Kirolos I.; Tamariz L.,2015,10.2147/PPA.S64295,"Background: New oral anticoagulants have similar efficacy and lower bleeding rates compared with warfarin. However, in case of bleeding there is no specific antidote to reverse their effects. We evaluated the preferences and values of anticoagulants of patients at risk of atrial fibrillation and those who have already made a decision regarding anticoagulation. Methods: We conducted a cross-sectional study of Veterans in the primary care clinics and the international normalized ratio (INR) laboratory. We developed an instrument with patient and physician input to measure patient values and preferences. The survey contained a hypothetical scenario of the risk of atrial fibrillation and the attributes of each anticoagulant. After the scenario, we asked participants to choose the option that best fits their preferences. The options were: 1) has better efficacy at reducing risk of stroke; 2) has been in the market for a long period of time; 3) has an antidote to reverse the rare case of bleeding; 4) has better quality of life profile with no required frequent laboratory tests; or 5) I want to follow physician recommendations. We stratified our results by those patients who are currently exposed to anticoagulants and those who are not exposed but are at risk of atrial fibrillation. Results: We approached 173 Veterans and completed 137 surveys (79% response rate). Ninety subjects were not exposed to anticoagulants, 46 reported being on warfarin, and one reported being on dabigatran at the time of the survey. Ninety-eight percent of subjects stated they would like to participate in the decision-making process of selecting an anticoagulant. Thirty-six percent of those exposed and 37% of those unexposed to anticoagulants reported that they would select a medication that has an antidote even if the risk of bleeding was very small. Twenty-three percent of the unexposed and 22% of the exposed groups reported that they would prefer the medication that gives the best quality of life. Conclusion: Our study found that patients who may be exposed to an anticoagulation decision prefer to actively participate in the decision-making process, and have individual values for making a decision that cannot be predicted or assumed by anyone in the health care system. © 2015 Palacio et al.",Atrial fibrillation; Bleeding risk; Medication selection; Oral anticoagulant; Patient decision making; Warfarin,Dove Medical Press Ltd.,scopus-recommendation,30,Out of Scope,"['anticoagulants', 'atrial fibrillation', 'decision-making', 'patient values', 'preferences']","The abstract discusses a study focused on patient preferences and values regarding anticoagulant medications in a healthcare context, specifically for patients at risk of atrial fibrillation. This study is primarily related to healthcare decision-making rather than marketing applications. Therefore, it does not fit into any of the marketing-related AI categories.",0%,0%,0%,100%,0%
Bridging the gap between climate science and farmers in Colombia,Loboguerrero A.M.; Boshell F.; León G.; Martinez-Baron D.; Giraldo D.; Recaman Mejía L.; Díaz E.; Cock J.,2018,10.1016/j.crm.2018.08.001,"Agriculture is highly sensitive to variations in both weather and climate. Farmers face uncertainty in the weather patterns over the short term, and climate over the longer term. The CGIAR Research Program on Climate Change, Agriculture and Food Security (CCAFS) has promoted a system of Local Technical Agro-Climatic Committees (LTACs)4 in two Colombian regions to explore means of creating dialogue between researchers and farmers that would provide farmers with options in the face of both short- and longer-term variations in climate. The article uses a case study approach to describe how the original LTACs were established, the benefits obtained from the LTAC system, and the expansion of the system to areas outside Colombia. The basic premise behind the LTAC approach is: If farmers and the local rural community at large can access and understand weather and climate forecasts and the responses of their crop production, processing, and marketing options under local conditions, they can make better decisions on how to manage their farms and businesses. There are six basic components that are required to implement the LTAC approach to bridging the gap between climate science and farmers: (i) Establishment of the LTAC with alignment of local parties interested in managing variation in the climate and definition of their roles; (ii) local climate and monthly climate forecast; (iii) crop modeling and understanding of climate variation on crop production, processing and marketing and the impact this will have on management; (iv) dialogue between scientists, experts, and farmers; (v) dissemination and socialization of the dialogue; and (vi) local capacity building, which cuts across all the other five components. The regular monthly meetings of the LTACs are the focal point of the overall process, bringing together information from various sources, organizing the ideas and thoughts, and then disseminating the information. A feature of the committees was their diversity. The committees required specific inputs, particularly on climate and the crop response before each meeting. Research organizations provided climate forecasts and crop response data. The forecasts proved closer to reality than long term means and the crops models that were used to predict crop response to changes in management and climate variation were relatively simple and unsophisticated. The committees gained confidence in these prognoses, which then formed the basis for dialogue on how best to manage climate variation. The production-side participants appreciated the opportunity to present their own points of view and the move from top-down recommendations, coming from the researchers and extension agents, towards a menu of options which they discussed. At the same time, it was evident in the early meetings that many of the participants came ill-prepared to grasp concepts related to managing climatic variation, thus highlighting the need for capacity building within the LTACs themselves. LTACs actively promulgated their findings through bulletins, social networks, extension services, farmers’ organizations radio, TV, and the press. In the dry El Niño year of 2015, many farmers used the information generated by the LTACs to better manage their crops, increasing yields, and reducing losses. More LTACs are now being established in Colombia, Honduras, Guatemala and Nicaragua. These countries have understood the value of creating mechanisms through which researches and farmers can exchange ideas, with the farmers choosing options to improve their management based on better weather and climate forecasts and an understanding of how the weather and climate affects their crops. © 2018 The Authors",Agro-climatic information; CCAFS; Climate risk; Colombia; Local communities; Participatory approach,Elsevier B.V.,scopus-recommendation,32,Out of Scope,"['climate variation', 'crop production', 'farm management', 'local capacity building']","The abstract focuses on agricultural practices, climate change adaptation, and farmer-researcher collaboration rather than any marketing-related AI applications. It discusses how farmers can better manage their crops using climate information, which does not align with the marketing context defined in the categories.",0%,0%,0%,100%,0%
The Influence of Innovativeness on On-Site Smartphone Use Among American Travelers: Implications for Context-Based Push Marketing,Tussyadiah I.P.,2016,10.1080/10548408.2015.1068263,"This study investigates the relationships between traveler innovativeness traits and the patterns of smartphone use during the experiential stage of travel. Using data collected from 1126 travelers residing in the United States (US), it was identified that tourism and technology innovativeness have significant positive effects on on-site use of smartphones for trip management, social networking, and searching deals, online reviews, and push recommendations. Technology innovativeness also influences smartphone use for navigation within destinations. The results suggest that highly innovative travelers are open to recommendations and influences when making on-site decisions, making them an effective target for context-based marketing. © 2015 Taylor & Francis.",Consumer innovativeness; context-based marketing; push recommendation; smartphones; travel applications,Routledge,scopus-recommendation,84,Thinking AI,"['traveler innovativeness', 'smartphone use', 'trip management', 'social networking', 'recommendations', 'context-based marketing']","The abstract discusses the relationship between innovativeness traits of travelers and their smartphone usage patterns during travel. It highlights how these traits influence on-site decision-making, making highly innovative travelers an effective target for context-based marketing strategies. This aligns with the 'Thinking AI' category, focusing on market analysis and targeting, as it involves analyzing customer behavior to identify effective marketing strategies.",0%,0%,100%,0%,0%
The role of brand orientation in the higher education sector: a student-perceived paradigm,Casidy R.,2013,10.1108/APJML-06-2013-0069,"Purpose – The purpose of this paper is to examine the relationship between perceived brand orientation (PBO), satisfaction, loyalty, and post-enrolment communication behaviour in the Australian higher education sector. Design/methodology/approach – Two hundred and fifty-eight questionnaires were completed by undergraduate students of a particular university in Australia. Structural equation modeling was employed in this study to examine the associations between the constructs. Findings – This study provides empirical evidence that PBO has a positive and significant relationship with all dependent variables. The research reveals that students' perception of a university's brand orientation is significantly related to satisfaction, loyalty, and post-enrolment communication behaviour. Research limitations/implications – The findings may guide the key decision makers in higher education institutions to understand the importance of brand orientation in their corporate strategy to enhance satisfaction, loyalty, and positive WOM, which can be used to differentiate themselves from other institutions in the highly competitive education market. Originality/value – Past researchers have not looked into the dynamic relationships between PBO, satisfaction, loyalty, and post-enrolment communication behaviour, and hence research is to be called for in this area. The paper is the first to examine brand orientation from the perspective of the students and provide higher education institutions with recommendations to improve service quality through brand orientation. © 2013, © Emerald Group Publishing Limited.",Brand orientation; Customer loyalty; Customer satisfaction; Higher education; Structural equation modelling; Word-of-mouth marketing,Emerald Group Publishing Ltd.,scopus-recommendation,33,Feeling AI,"['brand orientation', 'satisfaction', 'loyalty', 'communication behaviour', 'customer emotional needs']","The abstract emphasizes the relationship between perceived brand orientation and emotional factors such as satisfaction and loyalty, which are critical elements in understanding customer needs and wants. The study aims to enhance these emotional connections through brand orientation, aligning closely with the objectives of Feeling AI to understand and meet customer emotional needs.",70%,10%,20%,0%,0%
The role of sunk costs in online consumer decision-making,Liang A.R.-D.; Lee C.-L.; Tung W.,2014,10.1016/j.elerap.2013.10.001,"Sunk costs, which can cause inconsistencies between consumer behavior and economic theory, have been widely studied in different research areas and among various consumer groups. Nevertheless, the authors found that to date there has been no empirical research examining how sunk costs affect consumer behavior with regard to online shopping in different product types. Therefore, this study used the following 2 × 2 × 2 experimental design to study the effects of sunk costs on consumers' online shopping decisions. The results show that (1) sunk costs have significant effects on consumer online shopping behavior. However, due to the different product characteristics, the impacts were weaker effective when consumers bought search goods than when they purchased experience goods; (2) the sunk costs (Membership fee vs. Deposit) of an initial choice and a new choice had interaction effects on consumer intention to purchase a new product; and (3) the sunk costs and service quality of an initial choice and new choice would affect the level of regret felt with regard to the consumer's initial choice. In addition, some recommendations on market positioning and service quality design are made, which practitioners can refer to when formulating marketing strategies. © 2013 Elsevier B.V. All rights reserved.",Consumer choice; Online shopping; Product characteristics; Regret; Service quality; Sunk cost,,scopus-recommendation,22,Feeling AI,"['sunk costs', 'consumer behavior', 'regret', 'service quality', 'market positioning']","The abstract discusses how sunk costs affect consumer behavior in online shopping, particularly the emotional aspects such as regret related to initial choices and the impact of service quality. These elements align closely with the goals of Feeling AI, which focuses on understanding and meeting customer emotional needs and wants. The recommendations on market positioning also suggest a strategy that resonates with customers' emotional responses.",70%,10%,20%,0%,0%
"Mobile shopping behaviour: Insights into attitudes, shopping process involvement and location",Holmes A.; Byrne A.; Rowley J.,2014,10.1108/IJRDM-10-2012-0096,"Purpose: Although there is evidence that adoption of mobile shopping has been slow, the increased functionality offered by smart phones offers significant potential for the development of marketing and retailing through the mobile channel. The purpose of this paper is to add to knowledge on consumer shopping behaviour through mobile devices by exploring attitudes to the use of mobiles in shopping, the use of mobile phones at different stages in the consumer decision-making process, the impact of involvement on the mobile consumer decision-making process and mobile shopping location. Design/methodology/approach: An online panel survey was conducted with a UK panel of nationally representative consumers. The survey collected data in respect of the following products that were ranked on level of involvement on the basis of the importance and effort consumers' associated with their purchase: bread (lowest), washing powder, DVD, footwear, phone and TV (highest). Findings: Use of mobiles for shopping is significant, but remains lower than use of computers in shopping. In general, respondents were more positive regarding their use of computer shopping than they were in relation to their use of a mobile. In using their mobile phone in shopping, respondents value its convenience and accessibility. There is higher use of the mobile phone in the information search and consideration of alternatives phases, than in the purchase transaction. The extent of use of mobile devices in the decision-making process is higher with higher involvement products, in relation to all stages in the decision-making process. The most frequent location for the use of their mobile in shopping is at home, which is consistent with the finding that the highest level of use of mobiles occurs in the information search and consideration of alternatives phases. Recommendations are offered for retailers and for further research. Originality/value: This is the first research to explore the use of mobile phones in different stages in the consumer-decision-making process across a number of product categories. © Emerald Group Publishing Limited.",Consumer behaviour; Consumer decision making; Involvement; Mobile shopping; Smart phones,,scopus-recommendation,129,Feeling AI,"['consumer shopping behaviour', 'attitudes', 'decision-making process', 'involvement', 'convenience', 'accessibility']","The abstract explores consumer attitudes and behaviors in mobile shopping, focusing on how emotional aspects like convenience and accessibility influence their decision-making process. It emphasizes understanding customer needs during different stages of shopping, aligning well with the objectives of Feeling AI, which aims to understand and meet customer emotional needs and wants.",70%,10%,20%,0%,0%
Hyundai Motors India Limited: positioning towards market leadership,Kainth J.; Mathur T.,2016,10.1108/EEMCS-05-2014-0130,"Subject area:: Marketing Management, Product Management, Marketing Strategy. Study level/applicability: Bachelor of Business Studies, MBA, Executive MBA. Case overview: The case throws light on the intensely competitive Indian passenger car market and its unique challenges faced by Hyundai Motors India Limited (HMIL). It tries to capture the evolution of this dynamic industry, which is characterized by regular product launches and re-positioning efforts. The students are expected to assess the performance of HMIL and the success of its positioning efforts through multiple quantitative and qualitative data points given in the case. The students need to come up with recommendations whether, amidst intense competition, Government regulations and changing consumer expectations, HMIL should launch new products in its portfolio? If, yes, in which segments? And what should be the guiding philosophy behind such product launches? Expected learning outcomes: The case is expected to guide students: 1. in comprehending the various macro-environmental factors that has made India an attractive passenger car market to invest and operate in, to virtually all multinational players across all segments; 2. in analyzing how the passenger car market is segmented in India; 3. in assessing the product-driven segment-wise performance by HMIL specifically and organizations in general and what are its implications on decision-making; this is indicative of the brand portfolio management based on BCG Brand/Product Portfolio Growth Share Matrix; 4. in assessing the impact of re-positioning on the firms performance judged before and after the re-positioning efforts by the firm; 5. in analyzing the market potential of SUVs and MUVs in India and whether HMIL should launch new products/brands for these segments; and 6. in deliberating on the guiding philosophy in new product launches around the concept of “Consumer Perceived Value”. Supplementary materials: Teaching notes are available for educators only. Please contact your library to gain login details or email support@emeraldinsight.com to request teaching notes. Subject code: CSS 8: Marketing. © 2016, Emerald Group Publishing Limited.",BCG matrix; Competitive strategy; Marketing strategy; Product management; Segmentation; Targeting and positioning,Emerald Group Publishing Ltd.,scopus-recommendation,0,Thinking AI,"['market analysis', 'competitive advantages', 'product launches', 'consumer expectations', 'positioning efforts', 'market segmentation', 'product-driven performance', 'new product launches', 'consumer perceived value']","The abstract emphasizes the analysis of the competitive landscape in the Indian passenger car market, focusing on the performance assessment of Hyundai Motors India Limited (HMIL) and its strategic positioning. This aligns closely with the Thinking AI category, which involves market analysis and identifying competitive advantages. The need for recommendations on product launches further indicates a strategic approach to targeting and market segmentation.",10%,15%,70%,0%,5%
eWOM in the performing arts: exploratory insights for the marketing of theaters,Hausmann A.; Poellmann L.,2016,10.1108/AAM-08-2013-0013,"Purpose: – Word of mouth (WOM) plays an important role for the decision process of customers. This is especially interesting for service-dominant organizations like theaters where quality is more difficult to evaluate. In times of social media, third party recommendations can be given much more quickly, effectively and in greater detail. However, up to now not much has been researched on electronic word of mouth (eWOM) in a performing arts marketing context. The purpose of this paper is to provide some first exploratory insights into this research area. Design/methodology/approach: – To do so, a literature review is conducted to clarify the concept of eWOM and the relevance of recommendations in the performing arts. Then, parts of the results of an online survey on Facebook with 16 German theaters and their fans will be presented. Finally, the implications of the study results for theater marketing are considered and ideas for future research are discussed. Findings: – The study results confirm that recommendations have a high relevance for theatergoers and are very relevant in a social media context. They also show that the trustworthiness of eWOM on social media depends on the familiarity between the message sender and receiver. However, the results are limited with regard to the research design. Therefore, this paper concludes with ideas for further research. Originality/value: – All in all, though the study’s focus is narrow, this paper fills a research gap in the performing arts. In doing so, the understanding of the phenomenon and its importance for arts marketing will be enhanced. © 2016, Emerald Group Publishing Limited.",Arts marketing; eWOM; Performing arts; Recommendations; Social media; Theaters,Emerald Publishing,scopus-recommendation,20,Feeling AI,"['word of mouth', 'recommendations', 'trustworthiness', 'customer understanding', 'social media', 'theater marketing']","The abstract discusses the significance of electronic word of mouth (eWOM) in the context of performing arts marketing, emphasizing the role of recommendations in influencing customer decisions and the trustworthiness of these recommendations based on the relationship between sender and receiver. This aligns with the goals of Feeling AI, which focuses on understanding customer needs and emotional responses to marketing stimuli.",60%,10%,20%,0%,10%
Promoting obesity prevention together with environmental sustainability,Skouteris H.; Cox R.; Huang T.; Rutherford L.; Edwards S.; Cutter-Mackenzie A.,2014,10.1093/heapro/dat007,"There is mounting evidence that current food production, transport, land use and urban design negatively impact both climate change and obesity outcomes. Recommendations to prevent climate change provide an opportunity to improve environmental outcomes and alter our food and physical activity environments in favour of a 'healthier' energy balance. Hence, setting goals to achieve a more sustainable society offers a unique opportunity to reduce levels of obesity. In the case of children, this approach is supported with evidence that even from a young age they show emerging understandings of complex environmental issues and are capable of both internalizing positive environmental values and influencing their own environmental outcomes. Given young children's high levels of environmental awareness, it is easy to see how environmental sustainability messages may help educate and motivate children to make 'healthier' choices. The purpose of this paper is to highlight a new approach to tackling childhood obesity by tapping into existing social movements, such as environmental sustainability, in order to increase children's motivation for healthy eating and physical activity behaviours and thus foster more wholesome communities. We contend that a social marketing framework may be a particularly useful tool to foster behaviour change beneficial to both personal and environmental health by increasing perceived benefits and reducing perceived costs of behaviour change. Consequently, we propose a new framework which highlights suggested pathways for helping children initiate and sustain 'healthier' behaviours in order to inform future research and potentially childhood obesity intervention strategies. © The Author (2013).",Children; Environmental sustainability; Obesity prevention; Social marketing,Oxford University Press,scopus-recommendation,20,Feeling AI,"['environmental awareness', 'motivation', 'healthier choices', 'community', 'social movements']","The abstract discusses how enhancing children's environmental awareness can motivate them to make healthier choices regarding eating and physical activity. This aligns with the focus of Feeling AI on understanding customer emotions and needs, developing positioning that resonates with them, and tailoring communication based on emotional preferences. The emphasis on fostering motivation through social movements indicates a deep understanding of customer emotional needs.",60%,0%,40%,0%,0%
