Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
A data science-based marketing decision support system for brand management,Chornous G.; Fareniuk Y.; Giedraitis V.R.; Ulvidienė E.; Kharlamova G.,2023,10.21511/im.19(2).2023.04,"To improve the marketing activity and brand management and justify the most effective marketing decisions, organizations should implement different information technologies, mathematical methods and models into the marketing decision support system (MDSS). The goal of this paper is to form an architecture of an MDSS, the model base of which is developed on Data Science tools, in particular regression analysis and machine learning methods. The proposed MDSS is a multi-agent information system comprising nine intellectual agents (market environment monitoring, data processing, marketing mix modeling, price policy support, portfolio management, strategic analysis, forecasting, customer segmentation, and customer classification). The functionality of these agents is realized through Data Science, which allows for the optimization of marketing activities (e.g., an effective brand management strategy and its elements (portfolio strategy, price policy, and media strategy) or solving the problems of attracting new and retaining current customers with the maximal return on marketing investments). The MDSS analyzes the marketing environment, media activity, and business indicators by constructing different models and forecasting various combinations of marketing factors to select the best one. The joint work of MDSS agents provides decision-makers with interactive reports. The research findings offer a scientific basis for making effective marketing decisions based on data, and the proposed MDSS can become part of an intelligent system for planning marketing activities. © Galyna Chornous, Yana Fareniuk, Vincentas Rolandas Giedraitis, Erstida Ulvidienė, Ganna Kharlamova, 2023.",decision-making; enterprise; intelligent agent; marketing mix; marketing strategy; modeling; multi-agent system,LLC CPC Business Perspectives,scopus-data science,1,Thinking AI,"['marketing decision support system', 'Data Science', 'regression analysis', 'machine learning', 'market environment monitoring', 'forecasting', 'customer segmentation', 'customer classification', 'strategic analysis']","The abstract discusses the development of a Marketing Decision Support System (MDSS) that utilizes data science tools and machine learning methods to optimize marketing activities. The focus on market analysis through the monitoring of the market environment and the forecasting of marketing factors aligns with the objectives of Thinking AI, which aims to analyze competitive advantages and target markets effectively. The system's capabilities in strategic analysis and customer segmentation further support the classification under Thinking AI.",0%,20%,80%,0%,0%
Evaluating the creditworthiness of a client in the insurance industry using adaptive neuro-fuzzy inference system,Doskocil R.,2017,10.5755/j01.ee.28.1.14194,"The article deals with the issue of a client's creditworthiness assessment in the insurance industry. The article aims to identify new factors related to a client's creditworthiness, and to create an assessment model. The factors which have relations to a client's creditworthiness were identified in the first research stage. These factors represent the inputs into the model. The assessment model of the client's creditworthiness was created in the second stage. In the third stage, the model was verified and implemented. The neuro-fuzzy method was used for creation, verification and implementation of the model. Five variables were selected as the inputs including damages, insurance length, insurance penetration, annual earnings and 2nd degree liquidity. These input variables were divided into two categories based on their nature (insurance indicators, accounting indicators). Research results show that the proposed model was verified above input data and can be used as a tool for supporting decisions concerning a client’s creditworthiness in the insurance industry. The main contribution of the paper is the identification of new factors which have relation to a client’s creditworthiness and the creation of the assessment model which works with these new factors transferred to fuzzy variables. The proposed model differs from the current approaches primarily thanks to its complex, systematic and hierarchical ability to evaluate the newly identified factors related to a client’s creditworthiness as fuzzy variables. Thanks to the model, it is possible to automate and accelerate the process of evaluation of a client’s creditworthiness in the insurance industry. The knowledge gained from the evaluation model is immediately possible to use in the strategic management of insurance companies e.g. in marketing activities. © 2017, Kauno Technologijos Universitetas. All rights reserved.",Artificial neural network; Creditworthiness; Decision-making; Fuzzy logic; Insurance industry; Neuro-fuzzy model,Kauno Technologijos Universitetas,scopus-fuzzy logic,3,Out of Scope,"['creditworthiness', 'insurance industry', 'assessment model', 'neuro-fuzzy method', 'strategic management']","The abstract discusses the development of a creditworthiness assessment model specifically for the insurance industry, focusing on financial factors and methodologies rather than marketing applications. It does not relate to marketing activities like customer understanding, targeting, or personalization. Therefore, it falls under the Out of Scope category.",0%,0%,0%,100%,0%
"Innovation in strategic planning through fuzzy methodologies: a study of the industrial context of Bogota, Colombia during COVID-19",Blanco-Mesa F.; León-Castro E.,2024,10.1504/IJBE.2024.139722,"The paper analyses the strategic planning in the industrial context of Bogota, Colombia during COVID-19. Because of the different perspectives and subjectivity of the topic, the objective is to use an innovative methodology based on different multi-criteria decision-making (MCDM) characteristics and fuzzy logic to analyse the problem. The methodologies used were the Bonferroni ordered weighted average (OWA) operator and the Pitchat algorithm. The study was based on five sectors with seven strategic scopes. Among the main results was possible to visualise that all the sectors find the most important scope in marketing and the less important scope in Formalisation. Finally, some specific analyses of the results for each sector are presented to visualise how the scopes of the strategic planning can change depending on the sector. Copyright © 2024 Inderscience Enterprises Ltd.",industrial context; innovation; MCDM; strategic planning,Inderscience Publishers,scopus-fuzzy logic,0,Thinking AI,"['strategic planning', 'marketing', 'multi-criteria decision-making', 'fuzzy logic', 'sector analysis']","The abstract discusses strategic planning in the context of marketing during COVID-19, highlighting the importance of different sectors and the use of decision-making methodologies. This aligns with the focus on market analysis and targeting within the Thinking AI category, as it emphasizes the strategic aspects of marketing and decision-making processes.",0%,0%,100%,0%,0%
Time to market prediction using type-2 fuzzy sets,Baguley P.; Page T.; Koliza V.; Maropoulos P.,2006,10.1108/17410380610662924,"Purpose - Time to market is the essential aim of any new product introduction process. Performance measures are simple quantities that indicate the state of manufacturing organisations and are used as the basis of decision-making at this crucial early stage of the process. Fuzzy set theory is a method for using qualitative data and subjective opinion. Fuzzy sets have been used extensively in manufacturing for applications including control, decision-making, and estimation. Type-2 fuzzy sets are a novel extension of type-1 fuzzy sets. Aims to examine this subject. Design/methodology/approach - This research explores the increased use of type-2 fuzzy sets in manufacturing. In particular, type-2 fuzzy sets are used to model ""the words that mean different things to different people"". Findings - A model that can leverage design process knowledge and predict time to market from performance measures is a potentially valuable tool for decision making and continuous improvement. A number of data sources, such as process maps, from previous research into time to market in a high technology products company, are used to structure and build a type-2 fuzzy logic model for the prediction of time to market. Originality/value - This paper presents a demonstration of how the type-2 fuzzy logic model works and provides directions for further research into the design process for time to market. © Emerald Group Publishing Limited.",Fuzzy logic; Time to market,,scopus-fuzzy logic,33,Not Identified,"['type-2 fuzzy sets', 'performance measures', 'decision making', 'time to market', 'manufacturing', 'design process knowledge']","The abstract discusses the application of type-2 fuzzy sets in manufacturing processes to predict time to market and improve decision making. While it relates to decision-making processes and performance measures, it does not fit neatly into the defined categories of Mechanical AI, Thinking AI, or Feeling AI as it is focused on manufacturing and product development rather than marketing applications. Therefore, it is classified as 'Not Identified'.",0%,0%,0%,0%,100%
Capturing the high-risk environment of the transition economy in Bulgaria-a simulation-based DSS,Olson D.L.; Shipley M.; Johnson M.; Yankov N.,2007,10.1016/j.dss.2004.11.005,"Eastern European countries have undergone a transition from centralized economic planning to more open economic systems. Hard data based upon past experience are inappropriate for decision making in this radically changed environment. A team of Bulgarian and U.S. researchers utilized system dynamics simulation to model the microeconomic environment of a Bulgarian winery expanding into regional and international markets. Expert opinion was provided for both micro- and macroeconomic factors. Given the uncertainty of the data and the ambiguity in the experts' opinions, fuzzy logic was used to model the transitional economic firm's decision making. © 2004 Elsevier B.V. All rights reserved.",Fuzzy models; Simulation; System dynamics; Transition economies,,scopus-fuzzy logic,6,Thinking AI,"['system dynamics simulation', 'microeconomic environment', 'market expansion', 'fuzzy logic', 'decision making']","The abstract discusses the use of system dynamics simulation to model the economic environment of a winery, indicating a focus on market analysis and decision-making strategies in a transitional economic context. The references to expert opinion and decision-making under uncertainty align with the objectives of Thinking AI, which emphasizes market analysis and targeting.",0%,0%,100%,0%,0%
Fuzzy System for Perception Level Estimation in E-Commerce Web Sites,Gabriel E.C.G.; Manuel A.O.A.; Saba M.,2023,10.18421/TEM124-03,"Customer reviews on e-commerce platforms significantly impact the acceptance of products offered by companies. In this paper we propose a software system based on fuzzy logic for estimating the level of perception of users of ecommerce portals regarding a product or service. The constructed system receives as its first input the level of perception of opinion, determined through sentiment analysis, while the second input is the star rating provided by each user for the product or service. For the development of the proposed fuzzy system, the RAD (Rapid Application Development) methodology was used. The fuzzy system presented in this paper aims to support decision making in the marketing divisions of companies with respect to the products and services offered. © 2023 Gabriel Elias Chanchi G., Manuel Alejandro Ospina A. & Manuel Saba; published by UIKTEN. This work is licensed under the Creative Commons Attribution-NonCommercial-NoDerivs 4.0 License. The article is published with Open Access at https://www.temjournal.com/. All Rights Reserved.",E-commerce; fuzzy logic; fuzzy system; perception; polarity sentiment analysis,UIKTEN - Association for Information Communication Technology Education and Science,scopus-fuzzy logic,0,Feeling AI,"['customer reviews', 'sentiment analysis', 'user perception', 'decision making', 'emotional data']","The abstract discusses a software system that estimates user perception of products based on sentiment analysis and star ratings. This aligns closely with the Feeling AI category, which focuses on understanding customer emotions and needs. The emphasis on customer reviews and sentiment analysis suggests an understanding of customer feelings towards products, which is crucial for relationalization and positioning strategies in marketing.",70%,15%,15%,0%,0%
Integration maturity analysis for a small citrus producers' supply chain in a developing country,Peña Orozco D.L.; Gonzalez-Feliu J.; Rivera L.; Mejía Ramirez C.A.,2021,10.1108/BPMJ-05-2020-0237,"Purpose: The purpose of this research is to determine the convenience of using a contract model as an integration mechanism for decision-making in a decentralized supply chain of small agricultural producers in a developing country, taking as hypothesis coordinated chain achieves better management. The analysis is based on information obtained by direct inquiry to 99 small producers in the region, about planning, production, marketing and distribution in the chain, supplemented with secondary information sources. Design/methodology/approach: As a methodology an analysis of maturity in the chain based on the Capability Maturity Model Integration is done, whose evaluation is later analyzed as a fuzzy logic model, with the support of the fuzzy logic of the MATLAB toolbox, to study the convenience of the use of the contract against the other mechanisms, and to establish an approximation to the level of readiness of the chain toward integration. Findings: Results obtained show that the small farmer supply chain studied, from a maturity perspective, has a strong disposition for the use of contracts as an integration mechanism. Research limitations/implications: The supply chain for small producers presents a high dispersion, little consolidated offer capacity and lack of coordination. Limitations in terms of information and criteria unification are a challenge for future research. Results have socioeconomic implications for small producers and can serve as a guide to formulate policies by the governments in Latin American countries. Practical implications: As practical implications, it can be stated that the use of supply contracts is a real mechanism that can be implemented in this type of chain, to break the mistrust between the echelons and improve the supply chain performance. This research will allow to establish support programs from local governments for the sustainability and improving income of small producers. In addition, contracts will allow to formalize the linkage of small producers to a sustainable commercial network. Social implications: Small agricultural producers in developing countries live in unfavorable conditions, with socioeconomic limitations. This work offers an alternative for their productive activity development that will allow them access to marketing chains in a safe way and improve their living conditions. Originality/value: Previous studies related to the maturity toward the chain integration and fuzzy logic as a hybrid methodology, were not found in the literature, and less even applied to a chain of small agricultural products. © 2021, Emerald Publishing Limited.",Integration; Maturity model; Supply chain,Emerald Group Holdings Ltd.,scopus-fuzzy logic,9,Thinking AI,"['decision-making', 'contract model', 'integration mechanism', 'supply chain', 'maturity', 'fuzzy logic', 'policy formulation', 'market access', 'socioeconomic implications']","The abstract discusses the evaluation of supply chain integration through contracts and decision-making processes. It focuses on analyzing data from small agricultural producers to improve supply chain performance and policies, which aligns with market analysis and strategic decision-making. The use of fuzzy logic and maturity models suggests a focus on analytical methods to enhance understanding of the supply chain dynamics.",10%,0%,90%,0%,0%
A decision support system for sales forecasting through fuzzy neural networks with asymmetric fuzzy weights,Kuo R.J.; Xue K.C.,1998,10.1016/S0167-9236(98)00067-0,"Sales forecasting plays a very prominent role in business strategy. Numerous investigations addressing this problem have generally employed statistical methods, such as regression or autoregressive and moving average (ARMA). However, sales forecasting is very complicated owing to influence by internal and external environments. Recently, artificial neural networks (ANNs) have also been applied in sales forecasting since their promising performances in the areas of control and pattern recognition. However, further improvement is still necessary since unique circumstances, e.g., promotion, cause a sudden change in the sales pattern. Thus, this study utilizes fuzzy logic a proposed fuzzy neural network (FNN) for the sake of learning fuzzy IF-THEN rules obtained from the marketing experts with respect to promotion. The result from FNN is further integrated with the forecast from ANN using the time series data and the promotion length through the other ANN. Model evaluation results indicate that the proposed system can more accurately perform than the conventional statistical method and single ANN. © 1998 Elsevier Science B.V. All rights reserved.",Artificial neural networks; Fuzzy neural networks; Sales forecasting,Elsevier,scopus-fuzzy logic,97,Thinking AI,"['sales forecasting', 'artificial neural networks', 'fuzzy logic', 'marketing experts', 'promotion', 'time series data']","The abstract discusses the application of advanced forecasting methods, specifically artificial neural networks (ANNs) and fuzzy neural networks (FNN), in the context of sales forecasting which is a strategic analysis related to market dynamics. It highlights the importance of understanding promotional impacts on sales, which aligns with market analysis and targeting strategies. The focus is on improving accuracy in forecasting, which is critical for competitive advantage in marketing.",0%,0%,100%,0%,0%
A fuzzy hybrid approach to analyse digital marketing strategies towards tourism industry,Esmaelnezhad D.; Bahmani J.; Babgohari A.Z.; Taghizadeh-Yazdi M.; Nazari-Shirkouhi S.,2023,10.1504/IJTP.2023.133201,"Travel rates around the world have been declining since the COVID-19 epidemic, and the industry's strategies need to be reconsidered to boost tourism businesses. To solve this problem, digital marketing strategies (DMSs) can increase the chances of success of tourism companies in this condition. Therefore, accurate DMS selection is an essential factor in improving the situation of tourism companies. The purpose of this study is to identify and prioritise DMSs in the tourism industry. For this purpose, after identifying the strategies and evaluation criteria of the strategies, the fuzzy Delphi method is used to screen them. Subsequently, using Fuzzy SWARA, the criteria are weighted according to experts. Next, DMSs in the Iranian tourism industry are ranked using Fuzzy ARAS, Fuzzy COPRAS, Fuzzy TOPSIS, and Fuzzy VIKOR. Finally, the results provide insights into both managerial and theoretical dimensions for future work and improving business performance in the tourism industry.  © 2023 Inderscience Enterprises Ltd.",digital marketing strategies; DMSs; fuzzy logic; MCDM; multiple criteria decision-making; tourism industry,Inderscience Publishers,scopus-fuzzy logic,2,Thinking AI,"['digital marketing strategies', 'evaluation criteria', 'market analysis', 'ranking', 'prioritise']","The abstract discusses the identification and prioritization of digital marketing strategies (DMSs) for tourism businesses, which aligns with market analysis and strategic prioritization. The use of methods like Fuzzy SWARA and ranking techniques indicates a focus on analyzing and evaluating strategies to improve business performance, a central theme of Thinking AI. There is no explicit mention of emotional understanding or automated processes related to customer interactions, which supports the classification under Thinking AI.",0%,0%,100%,0%,0%
Celebrity selection in social media ecosystems: a flexible and interactive framework,Shukla S.; Dubey A.,2022,10.1108/JRIM-04-2020-0074,"Purpose: Quantitative objective studies on the problem of celebrity selection are lacking. Furthermore, existing research does not recognize the group decision-making nature and the possibility of customer involvement in celebrity or influencer selection for social media marketing. This study conceptualizes celebrity selection as a multi-attribute group decision-making problem while deriving the final ranking of celebrities/influencers using interactive and flexible criteria based on the value tradeoff approach. The article thus proposes and demonstrates a quantitative objective method of celebrity selection for a brand or campaign in an interactive manner incorporating customer's preferences as well. Design/methodology/approach: Each decision-maker's preferences for celebrity selection criteria are objectively captured and converted into an overall group preference using a modified generalized fuzzy evaluation method (MGFEM). The final ranking of celebrities is then derived from an interactive and criteria-based value tradeoff approach using the flexible and interactive tradeoff method. Findings: The approach gives a different ranking of celebrities for two campaigns based on group members' perceived importance of the selection criteria in different scenarios. This group includes decision-makers (DMs) from the brand, marketing communication agency and brand's customers. Further, each group member has an almost equal say in the decision-making based on fuzzy evaluation and an interactive and flexible value tradeoff approach to celebrity selection for receiving a rank order. Research limitations/implications: The approach uses secondary data on celebrities and hypothetical scenarios. Comparison with other methods is difficult, as no other study proposes a multi-criteria group decision-making approach to celebrity selection especially in a social media context. Practical implications: This approach can help DMs make more informed, objective and effective decisions on celebrity selection for their brands or campaigns. It recognizes that there are multiple stakeholders, including the end customers, each of whose views is objectively considered in the aspects of group decision-making through a fuzzy evaluation method. Further, this study provides a selection mechanism for a given context of endorsement by objectively and interactively encapsulating stakeholder preferences. Originality/value: This robust and holistic approach to celebrity selection can help DMs objectively make consensual decisions with partial or complete information. This quantitative approach contributes to the literature on selection mechanisms of influencers, celebrities, social media opinion leaders etc. by providing a methodological aid that encompasses aspects of interactive group decision-making for a given context. Moreover, this method is useful to DMs and stakeholders in understanding and incorporating the effect of nature or context of the brand and the campaign type in the selection of a celebrity or an influencer. © 2021, Emerald Publishing Limited.",Celebrity selection; FITradeoff; Fuzzy logic; Group decision-making; Multi-attribute; Social media marketing campaign,Emerald Group Holdings Ltd.,scopus-fuzzy logic,21,Thinking AI,"['celebrity selection', 'group decision-making', 'customer preferences', 'fuzzy evaluation', 'value tradeoff', 'marketing communication', 'campaign type']","The abstract discusses a method for celebrity selection that involves group decision-making and incorporates customer preferences, which aligns with the strategic analysis aspect of Thinking AI. The focus on deriving rankings based on perceived importance of criteria and involving multiple stakeholders showcases an analytical approach to marketing decisions. This method is designed to enhance decision-making effectiveness in a marketing context, particularly for social media campaigns, which falls under market analysis and targeting.",0%,0%,100%,0%,0%
