Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
Anticipating a regrettable purchase: Implications of erroneous affective forecasting for marketing planning,Sevdalis N.; Kokkinaki F.; Harvey N.,2008,10.1108/02634500810879287,"Purpose - The purpose of this paper is to present the concept of consumers' erroneous affective self-forecasts, and discuss the implications of such forecasts for consumer purchasing behaviour and marketing planning. Design/methodology/approach - First, the literature on inaction inertia - the lowering of the likelihood that a bargain will be taken once a better bargain has been missed - is reviewed. Second, the literature on affective self-forecasting is reviewed. Finally, the implications that the authors synthesis of the behavioural evidence carries for marketing are discussed. Findings - The in action inertia literature implicates the regret that consumers associate with purchasing a discounted item once they have missed a much larger discount on it as a major contributing factor to consumers' unwillingness to purchase the item on the second occasion. The literature on affective self-prediction suggests that regret (and other emotions) is systematically mispredicted. Research limitations/implications - The likely effect of erroneously anticipated regret in inaction inertia situations is depressed purchasing behaviour. The paper argues that because affective anticipations are typically erroneous, their impact on consumer decision-making processes cannot be deemed rational. It is proposed that marketing should intervene to either increase the accuracy of such anticipations, or to lead consumers to discount them. Practical implications - Price promotions can have negative side effects, such as those observed in inaction inertia circumstances. To some extent, these are driven by consumers anticipated regret (and possibly other relevant emotions). Marketing techniques can counteract the disproportionate impact of such emotions. Originality/value - The paper offers a synthesis of behavioural evidence on inaction inertia and affective self-forecasting - two quite separate literatures that have yet to be brought together in the present context. In addition, the paper outlines implications for marketing and suggests possible strategies to moderate the discussed effects.",Advertising; Consumer behaviour; Decision making; Pricing; Sales forecasting,,scopus-prediction,1,Feeling AI,"['affective self-forecasts', 'regret', 'emotions', 'consumer decision-making', 'anticipated regret']","The abstract discusses how consumers' emotional responses, particularly feelings of regret and affective self-forecasting, impact their purchasing behavior. The findings indicate that these emotional anticipations can lead to inaction inertia, where consumers are less likely to purchase after missing a better deal. This aligns with the Feeling AI category, which focuses on understanding customer emotions and tailoring marketing strategies to address these emotional needs.",70%,0%,30%,0%,0%
"Instant customer base analysis: Managerial heuristics often ""get it right""",Wübben M.; Wangenheim F.V.,2008,10.1509/jmkg.72.3.82,"Recently, academics have shown interest and enthusiasm in the development and implementation of stochastic customer base analysis models, such as the Pareto/NBD model and the BG/NBD model. Using the information these models provide, customer managers should be able to (1) distinguish active customers from inactive customers, (2) generate transaction forecasts for individual customers and determine future best customers, and (3) predict the purchase volume of the entire customer base. However, there is also a growing frustration among academics insofar as these models have not found their way into wide managerial application. To present arguments in favor of or against the use of these models in practice, the authors compare the quality of these models when applied to managerial decision making with the simple heuristics that firms typically use. The authors find that the simple heuristics perform at least as well as the stochastic models with regard to all managerially relevant areas, except for predictions regarding future purchases at the overall customer base level. The authors conclude that in their current state, stochastic customer base analysis models should be implemented in managerial practice with much care. Furthermore, they identify areas for improvement to make these models managerially more useful. © 2008, American Marketing Association.",Customer base analysis; Customer management; Direct marketing; Heuristics; Relationship marketing,,scopus-prediction,182,Thinking AI,"['stochastic customer base analysis', 'transaction forecasts', 'active customers', 'inactive customers', 'predict purchase volume', 'managerial decision making']","The abstract discusses the implementation and analysis of stochastic customer base models, emphasizing their application in forecasting transactions and predicting customer behavior, which aligns with market analysis and targeting strategies. The focus is on using these models for managerial decision making and understanding customer dynamics rather than emotional aspects or automated processes, classifying it under Thinking AI.",0%,0%,100%,0%,0%
Direct mailing decisions based on the worst and best practice cross-efficiency evaluations,Mahdiloo M.; Noorizadeh A.; Saen R.F.,2013,10.1504/IJBIS.2013.056138,"The problem argued in the literature of direct mailing decisions generally contains three parts: 1) forecasting customers' future purchase/non-purchase responses; 2) evaluating the effectiveness of various strategies for increasing customers purchase responses; 3) prioritising the customers in terms of their values. A significant body of the literature has been dedicated to the first two components, and in particular, to purchase/non-purchase prediction modelling. However, in the current paper, we do not address these two components, but rather we focus on the third component. To this end, data envelopment analysis (DEA) technique and particularly cross-efficiency formulation of the best practice frontier Charnes, Cooper and Rhodes (CCR) (Charnes et al., 1978) (BPF-CCR) is used to determine those customers who should be put on the first priorities of marketing mailing list. In addition, the cross-efficiency formulation of worst practice frontier CCR (WPF-CCR) is developed to exclude the worst customers from mailing list and save the mailing expenses for the best practice ones. Using a numerical example, the application of the proposed model is demonstrated. Copyright © 2013 Inderscience Enterprises Ltd.","Best practice frontier, BPF; Cross-efficiency; Data envelopment analysis; Direct mailing; Worst practice frontier; WPF",Inderscience Publishers,scopus-prediction,2,Thinking AI,"['prioritising customers', 'effectiveness of strategies', 'purchase responses', 'data envelopment analysis', 'cross-efficiency', 'best practice', 'worst practice']","The abstract discusses the evaluation and prioritization of customers based on their value for marketing mailing lists using data envelopment analysis. This aligns with the 'Thinking AI' category, particularly in market analysis and targeting as it aims to maximize the effectiveness of direct mailing strategies based on customer value. The focus is on analytical modeling rather than emotional understanding or automation processes, which are more aligned with the other categories.",0%,0%,100%,0%,0%
Competitive pricing of information: A longitudinal experiment,Christen M.; Sarvary M.,2007,10.1509/jmkr.44.1.42,"Theoretical work on the pricing of information reveals that competition between independent information sellers can result in prices that are negatively related to the quality or reliability of the information. The theory argues that when information products are unreliable (low quality), independent products become complements, and competition can increase prices. The goal of this study is to test empirically the theory's counterintuitive predictions with the help of an experimental market based on a business simulation. Information products are market forecasts that are available from different competing information sellers; information buyers use these products to make repeated marketing decisions. Sellers set prices to maximize their profit, and buyers decide from which sellers to buy to maximize their own profit (through their marketing decisions). Buyers and sellers are assigned to one of two quality conditions: high-quality, reliable information and low-quality, unreliable information. The reliability of information products (forecasts) is exogenously set and must be inferred by both buyers and sellers from historical forecasts about another market. The results from this experimental market fully support the theory. After some experimentation, prices converge to levels that are strikingly different between the two quality conditions: Prices are significantly higher when the information sold is unreliable (low quality). Moreover, with few competing sellers of low-quality information, prices are higher than with a single seller or with a large number of competing sellers. © 2007, American Marketing Association.",,American Marketing Association,scopus-prediction,4,Thinking AI,"['pricing', 'information quality', 'market forecasts', 'competition', 'marketing decisions']","The abstract discusses the pricing dynamics of information products in a competitive market, particularly emphasizing how the quality of information influences pricing strategies. This aligns with the 'Market analysis' focus of Thinking AI, which involves using analytics to understand competitors and price settings. The experimental nature of the study, where buyers and sellers interact in a market simulation to make marketing decisions based on the quality of information, further supports this classification.",0%,0%,100%,0%,0%
Antecedents of Export Venture Performance: A Theoretical Model and Empirical Assessment,Morgan N.A.; Kaleka A.; Katsikeas C.S.,2004,10.1509/jmkg.68.1.90.24028,"Both the size and the rapid growth of global exporting have focused the attention of marketing researchers on the factors associated with firms' export performance. However, knowledge of this increasingly important domain of marketing activity remains limited. To address this knowledge gap, the authors draw on the strategy and marketing literature to develop an integrative theory of the antecedents of export venture performance. The interplay among available resources and capabilities, competitive strategy decisions, and competitive intensity determines export venture positional advantages and performance outcomes in the theoretical model. The authors empirically assess predicted relationships using survey data from 287 export ventures. Results broadly support the theoretical model, indicating that resources and capabilities affect export venture competitive strategy choices and the positional advantages achieved in the export market, which in turn affect export venture performance outcomes. In contrast to structure-conduct-performance theory predictions, the data indicate that the competitive intensity of the export marketplace does not have a direct effect on export venture positional advantages or performance. However, competitive intensity moderates the relationship between export venture competitive strategy choices and the positional advantages realized.",,American Marketing Association,scopus-prediction,668,Thinking AI,"['export performance', 'competitive strategy', 'positional advantages', 'marketplace', 'resources and capabilities']","The abstract discusses factors impacting firms' export performance, emphasizing the integration of resources, capabilities, and competitive strategies. It aligns with the Thinking AI category focused on market analysis and competitive advantages, as the authors develop a theoretical model that assesses the interplay of these factors and their influence on export performance outcomes. The mention of competitive strategy choices and their effects on positional advantages further supports this classification.",0%,0%,100%,0%,0%
The fallout from French nuclear testing in the South Pacific: A longitudinal study of consumer boycotts,Ettenson R.; Klein J.G.,2005,10.1108/02651330510593278,"Purpose - The frequency and sophistication of consumer boycotts continue to increase from already high levels. Surprisingly, only limited research in marketing has investigated this topic. The purpose of this paper is to provide a strategic analysis of an actual consumer protest with implications for better managerial decisions. Design/methodology/approach - The animosity model of consumer purchase behavior was employed in two longitudinal studies to investigate an ongoing marketplace protest - Australian consumers' boycott of French products. Study 1 was carried out while France was engaged in nuclear testing in the South Pacific. Study 2 was carried out 1 year after the resolution of the conflict. Findings - Results from Study 1 show that Australian consumers' animosity toward France was negatively related to their willingness to purchase French products. Consistent with a key prediction from the animosity model, this effect was independent of evaluations of French product quality. The findings from Study 2 show that, a year after the cessation of nuclear testing, Australian consumers continue to have strong negative affect toward France, which in turn, had negative marketplace consequences for French products. Originality/value - While the results from Study 1 show that consumer anger over nuclear testing did not necessarily lead to the denigration of the quality of French goods, the second study indicates that, beyond the duration of the official protest, there may be repercussions for products associated with the offending party. Accordingly, managers should consider implementing communications programs which, over time, effectively reinforce the quality of their products in the minds of protesting consumers. © Emerald Group Publishing Limited.",Brands; Consumer behaviour; International business,,scopus-prediction,239,Feeling AI,"['animosity', 'consumer protest', 'negative affect', 'emotional data', 'managerial decisions']","The abstract discusses consumer boycotts driven by emotional responses such as animosity and negative affect towards a country due to its actions. The findings emphasize the importance of understanding customer emotions and their impact on purchasing behavior, which aligns closely with the focus on customer understanding and emotional needs in the Feeling AI category.",70%,10%,20%,0%,0%
"What influences prescriptions by physicians? A study of subjective norm, perceived behavioural control and volition",Van Der Geer L.; Kangis P.,2000,10.1057/palgrave.jmm.5040008,"Understanding how medical practitioners reach a decision on what to prescribe has been one of the more interesting areas of research for some time. Yet the accessible literature in this area is rather limited. Of particular interest is the assessment of the extent to which behaviour is entirely volitional and thus completely under the physician's control. This would determine the extent to which external stimuli, such as communications from the pharmaceutical industry and the media, have any influence or not. On the basis of a small-scale study with 38 physicians in Greece, the importance of isolating normative beliefs and the motivation to comply has been identified as a key factor to understanding the decision process for prescriptions. The evidence shows that prediction of intended prescription behaviour increases significantly when behavioural control is added to the measurements of attitude and subjective norm. In circumstances of high behavioural control, the theory of planned behaviour seems to collapse in favour of the theory of reasoned action. © 2000, SAGE Publications. All rights reserved.",expectancy-value models; marketing of pharmaceuticals; medical decision making; prescription of medicines,,scopus-prediction,3,Out of Scope,"['medical practitioners', 'prescription', 'pharmaceutical industry', 'decision process']","The abstract discusses the decision-making process of medical practitioners regarding prescriptions and the influence of external stimuli like the pharmaceutical industry and media. This falls under healthcare and medical research, which is not related to marketing applications of AI.",0%,0%,0%,100%,0%
An easily implemented framework for forecasting ticket sales to performing arts events,Putler D.S.; Lele S.,2003,10.1023/B:MARK.0000012474.56171.e9,"This paper presents an easily used framework for modeling ticket sales to performing arts and entertainment events. Unlike existing efforts in this area, our framework allows us to: (1) model demand for events that consist of more than a single performance; (2) account for the influence of promotional effort on ticket sales; and (3) account for ""sellouts"" of some performances. The framework is applied to ticket sales for a university theater company, where it predicts ticket sales well in both an estimation and holdout sample. We discuss how the framework has influenced the company's marketing decisions.",Arts and entertainment marketing; Demand modeling; Prediction,,scopus-prediction,12,Thinking AI,"['modeling demand', 'promotional effort', 'ticket sales', 'marketing decisions']","The abstract discusses a framework for modeling ticket sales, which involves analyzing demand and the influence of promotions. This aligns with the focus on market analysis and targeting within the Thinking AI category, as it aims to understand and predict ticket sales effectively. The framework's application to marketing decisions further supports its classification in this category.",0%,0%,100%,0%,0%
Supermarket pricing strategies,Ellickson P.B.; Misra S.,2008,10.1287/mksc.1080.0398,"Most supermarket firms choose to position themselves by offering either everyday low prices (EDLP) across several items or offering temporary price reductions (promotions) on a limited range of items. While this choice has been addressed from a theoretical perspective in both the marketing and economic literature, relatively little is known about how these decisions are made in practice, especially within a competitive environment. This paper exploits a unique store level data set consisting of every supermarket operating in the United States in 1998. For each of these stores, we observe the pricing strategy the firm has chosen to follow, as reported by the firm itself. Using a system of simultaneous discrete choice models, we estimate each store's choice of pricing strategy as a static discrete game of incomplete information. In contrast to the predictions of the theoretical literature, we find strong evidence that firms cluster by strategy by choosing actions that agree with those of its rivals. We also find a significant impact of various demographic and store/chain characteristics, providing some qualified support for several specific predictions from marketing theory. © 2008 INFORMS.",Discrete games; EDLP; Positioning strategies; Promotional pricing; Supermarkets,INFORMS Inst.for Operations Res.and the Management Sciences,scopus-prediction,130,Thinking AI,"['pricing strategy', 'competitive environment', 'market analysis', 'demographic characteristics', 'store characteristics']","The abstract discusses how supermarket firms choose their pricing strategies in a competitive environment, utilizing a unique dataset and estimating store choices as a static discrete game. This aligns with the focus on market analysis and identifying competitive advantages found in the Thinking AI category. The mention of demographic and store characteristics further supports the strategic analysis aspect.",0%,0%,100%,0%,0%
Consumer cultural influence model: A proposal based on social axioms; [Modelo de influência cultural no consumo: Uma proposta baseada em axiomas sociais],Alfinito S.; Torres C.V.,2012,10.1590/S1678-69712012000500002,"Few are the efforts in Brazil directed towards the investigation of the relationship between consumers’ behaviors, values, and social beliefs (i.e, axioms), although there is evidence that in the country, consumer values also explain part of the consumption decision process, enhancing the cultural validity of the Two Route Model (TRM). This study’s objective was to evaluate the influence of cultural aspects in the buying decision, going beyond the TRM, and proposing the Consumer Cultural Influence Model (CCIM), which analyses the consumer choice based not only on values, but also on the social axioms construct, as proposed by Leung et al. (2002). To test the CCIM, the Brazilian higher education market was chose as study object. Participated in the study 2,483 students from the entire country, with an average age of 22.6 years old (SD = 6.9) and 59.2% of them female. They completed an importance of tangible attributes measure, the Schwartz Values Scale (SCHWARTZ, 1994), the Social Axioms Scale, the Services Meaning and Judgment Scale, and demographics questions. After checking whether the assumptions were met, and Factor Analyses procedures, binary logistic regressions, among direct and sequential, were accomplished using only values, only axioms, and finally, values and axioms as criteria variables. In general, results show the stability of the CCIM, its superiority towards the TRM, with an increase in prediction of up to 89.5%. Whilst values are transituational and prescriptive, axioms are descriptive, accomplishing instrumental functions of attitudes related to objects description. Cognitively, the description of a social object is more available to the person than its prediction, due to the proximity of the attributes to the object, allowing a better explanation of the consumer behavior. Results have implications to a more effective marketing positioning, as the survival in the market also depends on subjective aspects, such as those included in the CCIM. © 2012 Mackenzie Presbyterian University. All rights reserved.",Attributes; Consumer choice; Consumer cultural influence model; Human values; Social axioms,Mackenzie Presbyterian University,scopus-prediction,5,Feeling AI,"['consumer behavior', 'values', 'social beliefs', 'cultural aspects', 'marketing positioning', 'subjective aspects']","The abstract discusses the influence of cultural aspects, consumer values, and social beliefs on consumer behavior and decision-making processes. The development of the Consumer Cultural Influence Model (CCIM) aims to enhance understanding of consumer needs and wants, which aligns with the focus on customer understanding and positioning, making it a clear fit for the Feeling AI category. The implications for effective marketing positioning also highlight the relational aspect of marketing.",70%,10%,20%,0%,0%
