Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
The Problem of Copyright Protection for Machine Learning Databases: A Comparative Study,Khong D.W.K.; Yeh W.-J.,2021,,"This paper examines the applications of copyright protection standards to the creation and utilisation of databases for machine learning purposes and compares the law from Malaysia, Taiwan and the European Union. The current international regime for copyright protection of databases requires that compilations of data be protected “by reason of the selection or arrangement of their contents [which] constitute intellectual creations"". However, Malaysia continues to follow the sweat of the brow approach to copyright protection of tables or compilations although a provision similar to TRIPS separately exists. On the other hand, Taiwan adopts a similar, but not identical approach to the TRIPS. The key differences are that Taiwan’s formulation uses the word “creativity” instead of “creation” sans“intellectual” and uses the conjunction “and” instead of “or” between selection and arrangement. The ECJ’s decision in Football Dataco Ltd v Yahoo! UK Ltd in interpreting the European Database Directive emphasised that copyright protection for databases must be determined solely on the basis of the selection or arrangement but not on the creation of content. Likewise, the Fixture Marketing cases decided by the ECJ held that only the obtaining, verification or presentation of “existing independent material” matters to the sui generis database rights but not that of newly created data. It would appear that most, if not all, machine learning datasets will not satisfy the “intellectual creations” requirement and thus fail to qualify for copyright protection. Enacting a universal sui generis database protection may not be an easy solution. Perhaps, it is time for the international community to get down from the philosophical high horse and to accept that databases should be protected in copyright simply on account of the effort in their compilation, without the necessity to judge whether there is any intellectual input in the selection or arrangement of their content. © 2021",Copyright Protection of Databases; European Database Directive; Machine Learning Datasets; Malaysia; Taiwan,National Taipei University of Technology,scopus-machine learning,1,Out of Scope,"['copyright protection', 'databases', 'machine learning', 'international regime', 'intellectual creations']","The abstract primarily discusses legal aspects related to copyright protection of databases used for machine learning, without any direct connection to marketing applications. It focuses on legal interpretations and international comparisons rather than marketing strategies or AI applications in a marketing context.",0%,0%,0%,100%,0%
Consideration-set heuristics,Hauser J.R.,2014,10.1016/j.jbusres.2014.02.015,"Consumers often choose products by first forming a consideration set and then choosing from among considered products. When there are many products to screen (or many features to evaluate), it is rational for consumers to use consider-then-choose decision processes and to do so with heuristic decision rules. Managerial decisions (product development, marketing communications, etc.) depend upon the ability to identify and react to consumers' heuristic consideration-set rules. We provide managerial examples and review the state-of-the-art in the theory and measurement of consumers' heuristic consideration-set rules. Advances in greedoid methods, Bayesian inference, machine-learning, incentive alignment, measurement formats, and unstructured direct elicitation make it feasible and cost-effective to understand, quantify, and simulate ""what-if"" scenarios for a variety of heuristics. These methods now apply to a broad set of managerial problems including applications in complex product categories with large numbers of product features and feature-levels. © 2014 Elsevier Inc.",Consideration sets; Consumer behavior; Decision heuristics; Fast-and-frugal decisions; Marketing; Product development,Elsevier Inc.,scopus-machine learning,168,Thinking AI,"['consideration set', 'decision processes', 'heuristic decision rules', 'managerial decisions', 'marketing communications', 'Bayesian inference', 'machine-learning', 'what-if scenarios']","The abstract discusses how consumers form a consideration set and utilize heuristic decision-making processes when choosing products. It emphasizes the importance of understanding these heuristics for managerial decisions in marketing, indicating a focus on market analysis and strategic targeting. The mention of Bayesian inference, machine learning, and measuring consumer behavior aligns closely with the applications of thinking AI in identifying competitive advantages and recommending target strategies.",0%,0%,100%,0%,0%
"Disjunctions of conjunctions, cognitive simplicity, and consideration sets",Hauser J.R.; Toubia O.; Evgeniou T.; Befurt R.; Dzyabura D.,2010,10.1509/jmkr.47.3.485,"The authors test methods, based on cognitively simple decision rules, that predict which products consumers select for their consideration sets. Drawing on qualitative research, the authors propose disjunctions-ofconjunctions (DOC) decision rules that generalize well-studied decision models, such as disjunctive, conjunctive, lexicographic, and subset conjunctive rules. They propose two machine-learning methods to estimate cognitively simple DOC rules. They observe consumers' consideration sets for global positioning systems for both calibration and validation data. They compare the proposed methods with both machinelearning and hierarchical Bayes methods, each based on five extant compensatory and noncompensatory rules. For the validation data, the cognitively simple DOC-based methods predict better than the ten benchmark methods on an information theoretic measure and on hit rates. The results are robust with respect to format by which consideration is measured, sample, and presentation of profiles. The article closes with an illustration of how DOC-based rules can affect managerial decisions. © 2010, American Marketing Association.",Cognitive simplicity; Conjoint analysis; Consideration sets; Consumer heuristics; Decision theory; Lexicography; Machine learning; Noncompensatory decisions,American Marketing Association,scopus-machine learning,112,Thinking AI,"['decision rules', 'consideration sets', 'machine-learning', 'market analysis', 'cognitive', 'prediction']","The abstract discusses the development and testing of decision rules for predicting consumer behavior in the context of product selection. This involves analyzing how consumers form consideration sets and applying machine learning methods for better prediction, which aligns closely with the market analysis and targeting focus of Thinking AI. The insights drawn from the analysis can guide managerial decisions, further supporting its classification.",0%,0%,100%,0%,0%
Model selection for direct marketing: Performance criteria and validation methods,Cui G.; Leung M.W.; Zhang G.; Li L.,2008,10.1108/02634500810871339,"Purpose - The purpose of this paper is to assess the performance of competing methods and model selection, which are non-trivial issues given the financial implications. Researchers have adopted various methods including statistical models and machine learning methods such as neural networks to assist decision making in direct marketing. However, due to the different performance criteria and validation techniques currently in practice, comparing different methods is often not straightforward. Design/methodology/approach - This study compares the performance of neural networks with that of classification and regression tree, latent class models and logistic regression using three criteria - simple error rate, area under the receiver operating characteristic curve (AUROC), and cumulative lift - and two validation methods, i.e. bootstrap and stratified k-fold cross-validation. Systematic experiments are conducted to compare their performance. Findings - The results suggest that these methods vary in performance across different criteria and validation methods. Overall, neural networks outperform the others in AUROC value and cumulative lifts, and the stratified ten-fold cross-validation produces more accurate results than bootstrap validation. Practical implications - To select predictive models to support direct marketing decisions, researchers need to adopt appropriate performance criteria and validation procedures. Originality/value - The study addresses the key issues in model selection, i.e. performance criteria and validation methods, and conducts systematic analyses to generate the findings and practical implications.",Database marketing; Direct marketing; Modelling; Neural nets; Performance criteria,,scopus-machine learning,17,Thinking AI,"['neural networks', 'model selection', 'performance criteria', 'direct marketing', 'validation methods', 'market analysis']","The abstract discusses the assessment of various AI methods, particularly focusing on their performance in direct marketing, which aligns with market analysis and model selection strategies. The emphasis on comparing different predictive models based on their performance criteria and validation techniques indicates a strategic approach to targeting and decision making, typical of Thinking AI. The study does not focus on emotional aspects or automated customer interactions, which are more aligned with Feeling AI and Mechanical AI, respectively.",0%,0%,100%,0%,0%
Forecasting market prices in a supply chain game,Kiekintveld C.; Miller J.; Jordan P.R.; Callender L.F.; Wellman M.P.,2009,10.1016/j.elerap.2008.11.005,"Predicting the uncertain and dynamic future of market conditions on the supply chain, as reflected in prices, is an essential component of effective operational decision-making. We present and evaluate methods used by our agent, Deep Maize, to forecast market prices in the trading agent competition supply chain management game (TAC/SCM). We employ a variety of machine learning and representational techniques to exploit as many types of information as possible, integrating well-known methods in novel ways. We evaluate these techniques through controlled experiments as well as performance in both the main TAC/SCM tournament and supplementary Prediction Challenge. Our prediction methods demonstrate strong performance in controlled experiments and achieved the best overall score in the Prediction Challenge. © 2008 Elsevier B.V. All rights reserved.",Forecasting; Machine learning; Markets; Price prediction; Supply chain management; Trading agent competition,,scopus-machine learning,23,Thinking AI,"['predicting', 'market prices', 'forecast', 'machine learning', 'market conditions', 'operational decision-making']","The abstract discusses the prediction of market prices using various machine learning techniques, which aligns with market analysis and strategic decision-making. The focus is on forecasting market conditions that can inform operational decisions, indicating a use of analytics to understand market dynamics rather than direct customer interactions or emotional insights.",0%,0%,100%,0%,0%
An introduction to audio and visual research and applications in marketing,Xiao L.; Kim H.-J.; Ding M.,2013,10.1108/S1548-6435(2013)0000010012,"Purpose - The advancement of multimedia technology has spurred the use of multimedia in business practice. The adoption of audio and visual data will accelerate as marketing scholars become more aware of the value of audio and visual data and the technologies required to reveal insights into marketing problems. This chapter aims to introduce marketing scholars into this field of research. Design/methodology/approach - This chapter reviews the current technology in audio and visual data analysis and discusses rewarding research opportunities in marketing using these data. Findings - Compared with traditional data like survey and scanner data, audio and visual data provides richer information and is easier to collect. Given these superiority, data availability, feasibility of storage, and increasing computational power, we believe that these data will contribute to better marketing practices with the help of marketing scholars in the near future. Practical implications: The adoption of audio and visual data in marketing practices will help practitioners to get better insights into marketing problems and thus make better decisions. Value/originality - This chapter makes first attempt in the marketing literature to review the current technology in audio and visual data analysis and proposes promising applications of such technology.We hope it will inspire scholars to utilize audio and visual data in marketing research. Copyright © 2013 by Emerald Group Publishing Limited.",Audio data; Computer technology; Machine learning; Marketing; Video data,,scopus-machine learning,13,Thinking AI,"['audio and visual data', 'marketing insights', 'data analysis', 'better decisions', 'research opportunities']","The abstract discusses the adoption of audio and visual data in marketing practices, emphasizing its potential for providing richer information for market analysis and decision-making. This aligns closely with the Thinking AI category, which focuses on market analysis, targeting, and leveraging data analytics to gain competitive advantages. The findings highlight how utilizing these data types can lead to better insights into marketing problems, which is a key aspect of strategic analysis in marketing.",0%,0%,100%,0%,0%
A Semantic-Context Embedding Enhanced Attention Fusion BiLSTM: Unraveling Multilingual Sentiments in Product Reviews with Advanced Deep Learning,Purohit A.; Patheja P.S.,2024,10.31341/jios.48.2.9,"For natural language processing (NLP), sentiment analysis (SA) is crucial since it helps to understand users' feelings and opinions in a variety of contexts. Even though Deep Learning (DL) techniques are becoming more popular in SA, effective model optimization can be difficult because they frequently call for a great deal of hyperparameter tuning. However, because current models can't sufficiently capture the variety of review contexts, it introduces bias and inaccuracies, especially in product reviews. For Multilingual Sentiment Analysis (MSA) in product reviews, this research proposed a Semantic-Context Embedding Enhanced Attention Fusion BiLSTM (SCEEAF-BiLSTM). The proposed model combines Continuous Bag-of-Word (CBoW) and Skipgram techniques to extract semantic context after the preprocessing stages of tokenization, stop word removal, and case normalization. A novel Convolutional BiLSTM with Enhanced Attention (CoBLEA) architecture is introduced for multilingual sentiment prediction to extract comprehensive context representations. The model ultimately shows efficacy in dividing multilingual sentiments into positive, neutral, and negative states, providing a viable method for complex SA in several circumstances. The outcome signifies that the proposed approach obtains a high accuracy attained 0.987, precision attained 0.985, recall attained 0.978 and F1-Score attained 0.986 when compared with prior works. With practical applications in sentiment-driven platforms operating in multiple languages, the research presents a method for complex SA in e-commerce, social media, and customer feedback systems. It also emphasizes the significance of comprehending multilingual opinions for enhancing marketing strategies, driving business decisions, and improving customer satisfaction. © 2024 The Authors.",Bidirectional Long Short-Term Memory (BiLSTM); Convolution neural network (CNN); Embedding; Sentiment analysis; tokenization,"University of Zagreb, Faculty of Organization and Informatics",scopus-natural language processing,0,Feeling AI,"['sentiment analysis', 'customer feedback', 'multilingual sentiments', 'customer satisfaction', 'emotional data', 'opinions']","The abstract discusses sentiment analysis, which is intrinsically linked to understanding customer emotions and opinions. The proposed model aims to enhance the understanding of multilingual sentiments, highlighting the importance of comprehending customer feelings in various contexts. This aligns closely with the Feeling AI category, which focuses on customer understanding and emotional needs. The emphasis on improving customer satisfaction and marketing strategies further supports this classification.",60%,15%,25%,0%,0%
Supporting decision making in design creativity through requirements identification and evaluation,Russo D.; Spreafico M.; Spreafico C.,2023,10.1080/21650349.2023.2189625,"Product innovation, based on the identification and implementation of new solutions, is essential to keep a company competitive. However, the risk of failure of a new solution must be properly weighted during the decision-making in the design activity. This study proposes a method to evaluate a new design solution through the comparison with an old one to be substituted, and based on their requirements. In order to better evaluate the new solution, new requirements about its specific peculiarities are extracted from patents of similar solutions and considered in the evaluation. Requirements extraction is carried out automatically, through natural language processing, while the evaluation considers technical, marketing, and economic criteria. In particular, financial proceeds and patents investments were considered. The proposed method was applied in a real industrial case study were the substitution of carbon fiber heating mat over the copper heating mat was assessed. This study contributes to support creativity in innovation design by providing unknown requirements on which to work on the new product. In addition, it can stimulate the designer on this aim, by presenting the requirements along with new ideas, already implementing them in other fields/contexts that can act as sources of inspiration or creativity triggers. © 2023 Informa UK Limited, trading as Taylor & Francis Group.",decision making; market potential; natural language process; patents; Requirements,Taylor and Francis Ltd.,scopus-natural language processing,3,Thinking AI,"['product innovation', 'evaluation', 'requirements extraction', 'natural language processing', 'market analysis', 'financial proceeds', 'patent investments']","The abstract discusses a method for evaluating new design solutions based on technical, marketing, and economic criteria, emphasizing the importance of market analysis and competitive advantages through the extraction of requirements from patents. This aligns well with the focus of Thinking AI on market analysis and targeting.",0%,20%,80%,0%,0%
Construction and Application of the Attention Analysis Model of Brand Management Policies of Agricultural Products with Geographical Indications; [地理标志农产品品牌管理政策注意力分析模型构建及应用],Huo M.; Liu J.; Huang J.,2023,10.13998/j.cnki.issn1002-1248.23-0312,"[Purpose/Significance] Geographical indications (GIs) are an important tool for local governments in China to carry out brand building of agricultural products. Brand management is a continuous systematic project involving multiple subjects. Among them, the problem of government policy attention in the field of brand management of agricultural products with GIs deserves in-depth study. This paper aims to construct a policy attention analysis model in the field of brand management of GI agricultural products based on natural language processing technology. This model provides technical support for local governments to explore the status quo of local GI agricultural products' brand management, analyze the distribution of policy attention, and assist in optimizing strategies to promote their products' brand development. [Method/Process] The study is focused on the distribution of attention paths of GI agricultural products' brand management policies from the perspective of the local government: an analysis model of brand management policies of GI agricultural products was constructed in order to support the local government to carry out the analysis of the status quo of local agricultural products' brand management and policy optimization, and provide decision-making support for the optimization of brand management measures of the local agricultural products. First, this paper built a basic corpus based on the Python crawler technology, collected authoritative public information on the Internet, utilized the domain dictionary and UIE general information extraction framework to extract the text of management measures published in local government policies, and built a database of brand management measures of GI agricultural product. Second, a classification model of brand management measures of GI agricultural products based on the Transformer model was constructed. Third, this paper built a classification model based on the Transformer model, which can classify the extracted brand management measures of agricultural products and construct the policy attention distribution map. Finally, based on the policy attention distri-bution given by the model, we can find the brand management bottlenecks and recommend countermeasures to solve the bottlenecks. [Results/Conclusions] This paper takes Yantai apples as an example for model validation. After extracting and categorizing Yantai apples' brand management data, it is found that the policy attention of Yantai apples is more con-centrated, and the measures are highly similar, with 41.1% of the text of the measures focused on the part of brand positioning and planning, 31.7% on the part of brand competitiveness enhancement, and less than 10% on the part of brand marketing and protection. It can be seen that the brand effect of Yantai apples with GIs has not been well utilized. © 2024 Chinese Journal of Obstetrics and Gynecology/Zhonghua Fu Chan Ke Za Zhi. All rights reserved.",geographical indications of agricultural products; information extraction; natural language processing; policy attention; text classification,"Agricultural Information Institute, Chinese Academy of Agricultural Sciences",scopus-natural language processing,1,Thinking AI,"['policy attention', 'brand management', 'natural language processing', 'market analysis', 'decision-making support']","The abstract discusses the construction of a model to analyze the brand management policies of geographical indications (GIs) for agricultural products. This involves assessing the distribution of policy attention and optimizing strategies, which aligns closely with market analysis and targeting. The focus on analyzing competitive advantages and supporting decision-making through data-driven insights further emphasizes its classification as Thinking AI.",0%,30%,70%,0%,0%
Decoding business analytics: discovering the hidden core through a novel taxonomy,Dinulescu C.C.; Alshare K.; Prybutok V.,2025,10.1108/IMDS-03-2024-0255,"Purpose: This study develops a comprehensive taxonomy of the business analytics (BA) discipline, uncovering its intellectual core and revealing its evolution over the past 12 years. Design/methodology/approach: Using stakeholder-driven identity formation theory, this study explores how organizational identity emerges through stakeholder negotiations. It investigates how top scholarly journals shape the BA discipline’s image and influence perceptions. High-quality articles from top journals listed by the Australian Business Deans Council are analyzed using latent Dirichlet allocation (LDA), a natural language processing and topic modeling method. Findings: The study outlines key research areas identified as analytics methods, marketing, finance, operations and decision support analytics, along with 12 subareas. An analysis of the top 100 topics reveals prevalent research themes, showcasing the breadth of BA. A 12-year time-series review shows initial growth followed by maturation across most areas, except for decision support analytics, which maintained steady growth. These findings provide empirical evidence of BA’s development as a distinct discipline, highlighting its interdisciplinary nature and evolving research focus. Originality/value: This study presents the first comprehensive, data-driven taxonomy of BA research, distilling the intellectual core into five key areas and 12 subareas, while identifying 100 supporting themes. It extends the stakeholders’ approach to identity development theory in the context of BA, providing empirical support for discussions on the field’s identity and diversity. The findings offer valuable insights for scholars, industries, managers and professionals, guiding curriculum development, research directions and practical applications of BA. © 2024, Emerald Publishing Limited.",Business analytics; Latent Dirichlet allocation; LDA; Organizational identity; Stakeholders dynamics,Emerald Publishing,scopus-natural language processing,0,Thinking AI,"['business analytics', 'marketing', 'decision support analytics', 'research themes', 'market analysis', 'curriculum development', 'research directions']","The abstract discusses the development of a comprehensive taxonomy for the business analytics discipline, particularly highlighting research areas such as marketing and decision support analytics. It emphasizes the analysis of high-quality articles to identify prevalent research themes and areas of growth, which aligns with the strategic analysis focus of Thinking AI. The findings are aimed at guiding research directions and practical applications, further indicating a focus on market analysis and targeting.",10%,10%,80%,0%,0%
