Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
Gastronomic Curiosity and Consumer Behavior: The Impact of Television Culinary Programs on Choices of Food Services,Gajdzik B.; Jaciow M.; Wolniak R.; Wolny R.,2024,10.3390/foods13010115,"In highly developed countries, more and more people use culinary services. Cooking at home, for the family, is giving way to culinary services. Consumers either order food home or use the offers of restaurants and bars. Consumers’ choice of culinary form may be influenced by cooking television programs. Many TV stations broadcast cooking programs. This study examined the impact of television culinary programs on consumer behavior in the restaurant services market. The article examines the interplay of emotional responses, personality traits, and culinary preferences to understand how TV cooking programs influence dining decisions. The study was conducted using the CAWI method, which involved 742 respondents. The study, conducted between May 2021 and April 2022, was addressed to people who visited restaurants presented in the Polish culinary TV show titled “Kitchen Revolutions”. The study revealed that almost 3/4 of the respondents chose restaurants based on the program’s recommendations. Although there was a strong emotional connection with this program—nearly half of the respondents expressed delight in the taste of snacks and main courses—this did not always translate into an increased frequency of eating meals away from home. Only every third respondent said that the program influenced their gastronomic behavior. The research hypotheses examined the extent to which culinary TV shows influence the frequency of visits to restaurants, the perceived quality of life, and the influence on consumers with specific personality traits. The results partially supported the hypothesis that cooking programs on television encourage people to eat out more often, but the perceived impact on quality of life and on some personality traits was less clear. The article contributes to the understanding of consumer behavior in the food service market by highlighting the complex dynamics of emotional reactions, personality traits, and the impact of culinary television programs. The findings have practical implications for the restaurant industry, suggesting a focus on emotional impact, food quality and presentation, and targeting marketing strategies towards consumers who are open to new experiences and ready to experiment. © 2023 by the authors.",consumer behaviors; culinary programs; food choices; gastronomic consumer; television cooking,Multidisciplinary Digital Publishing Institute (MDPI),scopus-recommendation,5,Feeling AI,"['emotional responses', 'consumer behavior', 'culinary preferences', 'emotional connection', 'gastronomic behavior']","The abstract discusses the emotional responses and preferences of consumers influenced by culinary television programs, indicating a deep understanding of customer emotions and how these emotions impact dining decisions. This aligns closely with the Feeling AI category, which focuses on customer understanding and emotional needs. The study's findings about emotional connections and preferences suggest the need for a marketing strategy that resonates emotionally with consumers, aligning with the applications mentioned under Feeling AI.",70%,10%,15%,0%,5%
A study on the influence of the size of selection sets on decision satisfaction for online clothing shopping; [选择集规模对服装网购决策满意度的影响研究],Liang G.; Li M.,2024,10.3969/j.issn.1001-7003.2024.08.011,Against the backdrop of the rapid development of information technology globalization of markets and increasing business competition the range of goods and services and the complexity of decision-making that consumers face when making shopping choices have grown significantly. In particular the rapid growth of e-commerce and the popularization of online shopping have greatly broadened consumers’ choice space while at the same time subverting the traditional shopping paradigm making it possible to shop regardless of time and location. The accompanying challenge is that along with the dramatic increase in the number of products available choice overload has gradually become a problem for consumers. The information processing burden brought about by product diversification increases the complexity and time-consuming nature of information screening comparison and evaluation in the decision-making process. This not only tests consumers’ decision-making ability but sometimes even leads to increased hesitation and difficulty in decision-making. In the face of seemingly unlimited choices consumer confusion and anxiety may intensify which may ultimately cause decision fatigue and decreased decision satisfaction. Therefore in a digital business environment deep insights into how consumers make choices in the midst of huge amounts of information and how these choices affect their decision satisfaction are of key importance for research and marketing strategy development. In view of this in order to investigate the impact of selection set size on decision satisfaction in an apparel online shopping scenario as well as the role of consumer confusion and moderation patterns in this relationship this study was based on choice overload theory and a simulated online shopping platform was constructed by using web development technology with 736 online shoppers as subjects. First the choice overload critical values at which consumer decision satisfaction shifts were clarified by using the logistic regression model. In the context of using shirts and canvas shoes as experimental items when the number of options in the selection set increased to 15 consumer decision satisfaction reached the highest point revealing a nonlinear relationship between the number of choices and decision satisfaction. This finding provides an empirical basis for defining the boundaries of consumer choice overload and provides a benchmark for variable setting in subsequent experiments. Further by designing a controlled experiment and utilizing Model 4 in the SPSS macro we explored how consumer confusion plays a mediating role in the formation of decision satisfaction under the influence of selection sets of different sizes. The empirical study shows that consumer confusion partially mediates the effect between selection set size on decision satisfaction revealing the subtle changes in consumers’ mental states and decision-making impact when they deal with huge amounts of information. Based on the mediating effect this study also focuses on how moderation patterns affect the relationship between consumer confusion and decision satisfaction. By utilizing Model 8 in the SPSS macro it was revealed that the moderation model plays a significant moderating role in the effects of different selection set sizes on decision satisfaction. In particular the moderating pattern is especially evident in the assessment model emphasizing the importance of information processing strategies in the decision-making process. In summary this study provides insights into the changes in consumer decision satisfaction under choice overload by combining empirical research with a simulated online shopping environment. This study not only clarifies the mediating role of consumer confusion but also explores the moderating role of the moderating mode which provides insights for apparel companies in formulating product line strategies and implementing marketing. Companies are expected to recognize the existence of the choice overload effect and its impact on the consumer decision-making process and further attention shall be paid to the management and optimization of their product lines as a way to alleviate the complexity and uncertainty of the consumer’ s choice so as to reduce the complexity and uncertainty of consumers’ choices and to improve their overall satisfaction with the results during and after the choice process. Meanwhile it has practical significance for optimizing the product display and recommendation mechanism of e-commerce platforms as well as improving consumers’ shopping experience. This study reinforces the necessity of paying attention to the psychology of consumer decision-making in marketing strategies and provides a scientific basis for the apparel industry and other retail sectors to manage product lines and improve customer satisfaction in the digital transformation. © 2024 China Silk Association. All rights reserved.,consumer confusion; decision satisfaction; moderation mode; online shopping; selection set size,China Silk Association,scopus-recommendation,0,Feeling AI,"['consumer confusion', 'decision satisfaction', 'psychology of consumer decision-making', 'emotional data', 'customer experience']","The abstract discusses how consumers experience confusion and decision fatigue due to choice overload in online shopping, highlighting the emotional aspects of consumer decision-making. It emphasizes the importance of understanding consumer psychology and how it impacts decision satisfaction, aligning closely with the 'Feeling AI' category that focuses on customer understanding and emotional needs. The study also aims to improve customer satisfaction through better management of product choices, which resonates with the relationalization aspect of Feeling AI.",60%,10%,30%,0%,0%
What Is (and Isn’t) a Product Recall?,Astvansh V.; Antia K.D.; Tellis G.J.,2024,10.1177/07439156241242419,"Safety in consumer goods is maintained by product safety laws and associated regulations. However, the legislation and regulations are specific to product categories and legal jurisdictions, thus impeding one's ability to understand what a recall is and isn’t, and how it differs from related phenomena (e.g., product-harm crisis). The authors aim to provide such an understanding. They reviewed 510 reports from academics, managers, governments, and regulators; conducted interviews with 25 practitioners; and used 10 recall data sets to identify seven fundaments of recall. They synthesize the fundaments to propose a definition and a decision tree of recall, which can help inform academics, journalists, managers, lawyers, and safety advocates regarding what term is appropriate in what context. The authors apply the fundaments to identify similarities and differences between a recall and a harm crisis, the term used frequently in marketing research in association with recall. The fundaments also enable the authors to make five recommendations each for lawmakers and regulators in an effort to guide the academic and practitioner discourse on product recall. © American Marketing Association 2024.",conceptual; product recall; product-harm crisis; research agenda; review,SAGE Publications Ltd,scopus-recommendation,2,Not Identified,"['product safety', 'recall', 'product-harm crisis', 'regulations', 'decision tree', 'recommendations']","The abstract discusses the intricacies of product safety laws, recalls, and associated frameworks without directly aligning with the emotional, automated, or strategic aspects of marketing intelligence as defined in the categories. While it does touch on the implications for various stakeholders (which could link to customer understanding), it primarily focuses on legal and regulatory analysis, making it difficult to classify under any of the provided marketing AI categories.",0%,0%,0%,0%,100%
Survey of screw-retained versus cement-retained implant restorations used in both education and private dental practices,Found A.A.; Shah S.; Fouda M.A.; Santos M.J.M.C.; Butler S.,2024,10.1002/jdd.13568,"Aims: In the literature, it is still unclear if the decisions for selecting the type of implant crown-retaining system are based on scientific-based research or if the Universities’ choices, Implant marketing trends, or finances could have a major influence on the private dentists’ decisions. Objectives: Therefore, this study aimed to evaluate the crown-retaining system (cement- or screw-retained) used in dental schools and private dental practices. Methods: A 13-item questionnaire was sent to Canadian dental schools (n = 10) and dental offices in London (n = 298), Canada. The questionnaire included demographic questions and questions to reveal the dentists’ perspectives on prosthetic implant treatment between the two-retaining systems. Results were analyzed using descriptive statistics and multinomial logistic regression (p = 0.05). Results: Twenty-four private dentists and five dental schools responded to the survey – 62.5% of private practitioners and 60% of universities reported using both systems. A trend was observed in using screw-retained systems by dentists who graduated 5–10 years ago. Straumann, Astra, and Nobel Biocare were the private practices and dental schools’ preferred implant systems. The use of platform switching for all cases was selected by 54.2% of the private practitioners and 40% of the dental schools. Resin cement was the private practice's preferred cementation method; the dental schools used glass ionomer and zinc phosphate cement. The multinomial logistic regressions showed no statistical difference between the crown-retaining system chosen and the decision factors. The laboratory technician's recommendations and cost influenced the decision-making process for private dentists. For the universities, perio-restorative outcome, implant position, survival rates, institute preferences, and evidence-based research influenced the crown-retaining system's decision-making process. Conclusion: The Canadian dental schools and private practice reported using both screw- and cement-retaining systems. However, there was a difference in the selection criteria as the universities showed a tendency towards a more research-based approach in their decision, while for the private practices, the technicians’ recommendations and cost played a major role in the decision process. It was noted that the implant systems preconized by the Universities were observed to be used in private practices. © 2024 The Authors. Journal of Dental Education published by Wiley Periodicals LLC on behalf of American Dental Education Association.",dental crown; dental practice pattern; dental schools; implant-supported dental prosthesis,John Wiley and Sons Inc,scopus-recommendation,0,Out of Scope,"['dentists', 'dental schools', 'crown-retaining system', 'prosthetic implant treatment', 'decision-making process']","The abstract discusses a study on the decision-making process of dentists and dental schools regarding implant crown-retaining systems. The focus is on dental practices and education rather than marketing strategies or customer engagement. As such, it does not align with the marketing-related categories defined and falls under healthcare, making it out of scope for AI applications related to marketing.",0%,0%,0%,100%,0%
Reputation and eWOM in accommodation decision-making: insights from Generation Z users,Perez-Aranda J.; Tolkach D.; Panchal J.H.,2024,10.1108/TR-03-2024-0185,"Purpose: This study aims to explore the relationship between Generation Z (or Gen Z) consumers’ decision-making styles and electronic word-of-mouth (eWOM) use in the tourism sector. Drawing on the consumer style inventory (CSI) model and the theory of reasoned action (TRA), the research examines how specific decision-making styles influence Gen Z’s propensity to use eWOM recommendations for accommodation choices. Design/methodology/approach: The study uses structural equation modelling to analyse data collected from 296 Gen Z users of Booking.com. The CSI model is adapted to the analysed context and attributes – impulsive, recreational, sustainable, fashion-conscious and perfectionist attitudes – are examined to determine their impact on eWOM use intention and actual eWOM use. Findings: Three of the hypothesised relationships in the model were validated. Specifically, the results suggest that the attitudes of sustainable and perfectionist consumers influence the intention to use eWOM. Furthermore, use intention is positively associated with the actual use of eWOM. Practical implications: For marketers and tourism businesses, understanding the decision-making styles of Gen Z can inform the development of targeted marketing strategies that emphasise quality and sustainability. Highlighting these aspects in online reviews and eWOM platforms can enhance engagement with Gen Z consumers. Originality/value: This research advances the understanding of eWOM behaviour by integrating CSI and TRA theories in the context of Gen Z’s tourism decision-making. It provides empirical evidence on the significant role of perfectionist and sustainable attitudes in shaping eWOM intentions, contributing to the literature on consumer behaviour and digital marketing in tourism. © 2024, Emerald Publishing Limited.",Consumer decision-making; Consumer-style inventory; eWOM; eWOM use; Generation Z,Emerald Publishing,scopus-recommendation,0,Thinking AI,"['decision-making styles', 'eWOM recommendations', 'sustainable', 'perfectionist', 'targeted marketing strategies']","The study explores how Generation Z's decision-making styles influence their use of electronic word-of-mouth (eWOM) in the tourism sector, indicating a focus on market analysis and targeting strategies for effective engagement with this demographic. By understanding the relationship between consumer attitudes and eWOM use, marketers can tailor their strategies to better resonate with Gen Z, aligning with the definitions under Thinking AI.",10%,0%,90%,0%,0%
Examining the acceptance of over-the-top services among young consumers during pandemic: a multi-theory approach,Chatterjee D.; Pati S.; Dhaigude A.S.; Kamath G.B.,2025,10.1080/23311975.2024.2439544,"This paper investigates the dynamic landscape of Over-The-Top (OTT) services in the Indian subcontinent, focusing on the intentions of young consumers to engage with these platforms. Integrating flow theory with established technology acceptance models, the study significantly contributes to the growing body of research on OTT. The data was collected through an online survey using a structured questionnaire. The survey comprised 272 respondents from diverse demographics across India, all with brief OTT experience. Exploring the impact of internal and external factors on technological adoption and usage patterns among Indian youth, the findings guide decision-makers within OTT firms, aiding strategic alignment with consumer preferences in the competitive Indian market. The study emphasizes the proclivity of Indian viewers to subscribe to multiple OTT apps, offering valuable perspectives for OTT players. Recommendations for enhancing user experience include zero latency, high-quality videos, adaptive video quality, and user-friendly interfaces. Content creation strategies, investments in vernacular languages, and leveraging voice assistants are also advocated. The importance of high-quality, culturally relevant content creation is underscored, aligning with viewer preferences. The paper concludes with a holistic understanding of factors influencing young Indian consumers, offering actionable insights for industry stakeholders. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Business, management and accounting; content creation; marketing; marketing management; marketing research; Over-the-top (OTT) platforms; structural equation modeling; technology acceptance models; young consumers",Cogent OA,scopus-recommendation,0,Thinking AI,"['consumer preferences', 'strategic alignment', 'market analysis', 'content creation strategies', 'user experience']","The abstract discusses the intentions of young consumers in engaging with OTT services and offers insights for decision-makers within OTT firms, which aligns with market analysis and strategic targeting in the competitive landscape. The emphasis on understanding consumer preferences and adapting offerings to enhance user experience reflects the applications of Thinking AI in identifying competitive advantages and recommending target strategies.",10%,5%,85%,0%,0%
"Women empowerment in restaurants: effects of femvertising, purplewashing and feminist identity on consumers’ willingness to pay a premium",Li Y.; Yu X.; Qi R.; Petrick J.,2025,10.1108/IJCHM-03-2024-0398,"Purpose: Despite the increasing popularity of women-owned businesses in the marketplace, relatively few studies in the hospitality literature have focused on these businesses. Hence, this study aims to examine the impact of femvertising and purplewashing on consumers’ willingness to pay a premium at women-owned restaurants, as well as the role of feminist self-identification and psychological closeness underlying these associated effects. The study aims to provide insights into women-owned restaurant marketing strategies and to highlight the importance of authentic brand activism in consumer behavior in the restaurant industry. Design/methodology/approach: Building on Construal Level Theory, this paper conducts two online experiments with 486 US participants who have dined at or ordered takeout from a restaurant. The studies aim to investigate consumers’ opinions about brand activism strategies (i.e. femvertising and purplewashing) in restaurants. Findings: The results of two experimental studies indicate that a femvertising strategy increases consumers’ willingness to pay a premium for a women-owned restaurant compared to a non-women-owned restaurant. Moreover, consumers who identify more strongly as feminists are more likely to pay more for women-owned restaurants when purplewashing is absent (vs present). Additionally, psychological closeness serves as an underlying mechanism that explains these effects. Practical implications: This study provides clear and actionable recommendations to help business stakeholders, owners and managers to market and advertise women-owned restaurants. For example, women-owned restaurant practitioners should feature women empowerment messaging in their advertisements to attract more consumers. However, they should avoid using purplewashing and other inauthentic brand activism practices in advertisements. Originality/value: This research contributes to the hospitality literature on women entrepreneurship by exploring the effective marketing strategies of women-owned restaurants and investigating how to advertise women-owned businesses in the hospitality field. To the best of the authors’ knowledge, it is also the very first study to explore the role of femvertising and purplewashing in consumers’ food-related decision-making. © 2024, Emerald Publishing Limited.",Construal level theory; Feminist identity; Femvertising; Purplewashing; Women empowerment,Emerald Publishing,scopus-recommendation,0,Feeling AI,"['femvertising', 'purplewashing', 'consumer behavior', 'feminist self-identification', 'psychological closeness', 'women empowerment messaging']","The abstract discusses the impact of femvertising and purplewashing on consumer behavior, particularly focusing on emotional connections, feminist self-identification, and the importance of authentic brand activism. This aligns with the Feeling AI category, which emphasizes understanding customer emotional needs and developing positioning that resonates with them. The findings suggest that consumers' willingness to pay a premium is influenced by their emotional identification with feminist values and the perceived authenticity of marketing strategies, linking directly to customer understanding and relationalization.",80%,0%,20%,0%,0%
SMEs DIGITALIZATION READINESS: SHARIA FINTECH FRAMEWORK USING QUADRUPLE HELIX PERCEIVES; [ПРИПРАВНОСТ МАЛИХ И СРЕДЊИХ ПРЕДУЗЕЋА ЗА ДИГИТАЛИЗАЦИЈУ: ШАРИЈАТСКИ ФИНАНСИЈСКО-ТЕХНОЛОШКИ ОКВИР КОРИСТЕЋИ ПЕРЦЕПЦИЈЕ ЧЕТВОРОСТРУКОГ ХЕЛИКСА],Mahyarni M.; Okfalisa O.,2024,10.5937/sjm19-44971,"The role of Quadruple Helix in promoting the development of digitizing SMEs highlights the significant contribution of Sharia fintech as a new challenge to sustainably and creatively face the Covid-19 disruption. This paper developed a framework of SME’s Digitalization Readiness in Supporting Sharia Fintech to scrutinize the quadruple Helix perceptions and the success of digitalization. Furthermore, a Fuzzy-AHP approach is applied to analyze the significant weight of Quadruple Helix interaction and distinguish between universities, industry, communities, and government. This creates the basis of a sustainable corporate sector through the consideration of Information Technology (IT), economy, and Sharia within business activity, transaction, marketing, management, micro- environment, and macro-environment, circumscribed into 24 sub-indicators. This study found that university academicians view business activity as the most significant indication for gauging the digitization readiness of small and medium-sized enterprises (SMEs) based on Sharia fintech. It is followed by marketing, transaction, management, micro, and macro environment. Meanwhile, the other sectors including industry, communities, and government discerned marketing as the deliberation of the SMEs’ Sharia-based success digitalization. This framework stimulates and synergizes an integrated works, innovation, economic growth, productivity, technology, knowledge, and skills of Quadruple Helix roles in facing the competitive advantages of digital era with concerning on the Sharia values. The prioritized analysis and recommendation from this framework admit as a guidance tool for Quadruple Helix in decision making and strategic policies in achieving the success of the digital transformation. © (2024), (University of Belgrade). All Rights Reserved.",digital transformation; fuzzy-ahp; quadruple helix; sharia fintech; small medium enterprises,University of Belgrade,scopus-recommendation,3,Thinking AI,"['digitalization', 'marketing', 'Sharia fintech', 'Quadruple Helix', 'analysis', 'strategic policies', 'SMEs', 'competitors', 'success']","The abstract discusses the framework for SME's digitalization readiness and highlights the importance of analyzing various interactions within the Quadruple Helix model to enhance the competitive advantages of SMEs in the digital era. It emphasizes the role of marketing, management, and strategic policies, which align closely with the focus on market analysis and targeting within the Thinking AI category.",0%,0%,100%,0%,0%
FACTORS AFFECTING FARMERS’ DECISION TO JOIN COFFEE PRODUCER COOPERATIVES TO IMPROVE THEIR WELFARE,Rombeallo I.P.; Jamil M.H.; Rukmana D.,2024,10.51599/are.2024.10.04.10,"Purpose. The aim of this research is to evaluate the farmer characteristics, knowledge, social and economic factors that influence the decision to join a cooperative, as well as its impact on farmers’ welfare. By identifying factors that affect farmers’ decision making, agricultural policies especially regarding cooperatives, will be optimised for development. Methodology / approach. This study was conducted at a Coffee Farmer Producer Cooperative in Tana Toraja, South Sulawesi Province, Indonesia. The sample consisted of 70 respondents from all members of the cooperative. The collection of data was done through the distribution of questionnaires, and the data were analysed using a statistical analysis method, namely Partial Least Square-Structural Equation Modeling with the software SmartPLS4.0. Results. Research found that agricultural policies implemented through corporate farming in the form of cooperatives improves the quality and capabilities of members, provides production capacity, and increases production, processing, and marketing. Furthermore, the result of the analysis proves that farmer characteristics, knowledge, social and economic factors have a positive and significant impact on the decision to join a cooperative, as well as a positive and significant impact on farmers’ welfare. The indicators with the strongest correlation with farmers’ characteristics are farming experience and age. The indicators that are most closely related to knowledge are the purpose and functions of the cooperative. The indicators that are most strongly linked to social factors are group support and sources of information, and to economic indicators are the availability of infrastructure and production capacity. Thus, the decision to join a cooperative has a positive impact on improving farmers’ welfare. Originality / scientific novelty. This study highlights comprehensive aspect of farmers’ decision to join cooperatives that has not been adequately studied in previous research. This study presents a new perspective that enriches the discussion in previous studies that only focused on the impacts of cooperative on farmers’ welfare without exploring the factors that influence it. Practical value / implications. The results of this study indicate recommendations for the stakeholders especially the government, to support the development of farmers’ institutions in order to optimally empower farmers. The government is supposed to take concrete steps by facilitating education about cooperatives, simplifying administrative processes, and improving infrastructure to encourage farmers to join cooperatives, and ultimately improve their welfare. © 2024, Institute of Eastern European Research and Consulting. All rights reserved.",agricultural policy; cooperative; corporate farming; decision making; farmers’ welfare; Indonesia; partial least square,Institute of Eastern European Research and Consulting,scopus-recommendation,0,Out of Scope,"['farmer characteristics', 'cooperative', 'decision making', 'agricultural policies', ""farmers' welfare""]","The abstract focuses on evaluating factors influencing farmers' decisions to join cooperatives and its impact on welfare, which pertains to agricultural policy and social sciences rather than marketing applications. There are no direct references to customer emotional needs, automated processes for market analysis, or strategic marketing decisions.",0%,0%,0%,100%,0%
The Power of Influencers: How Does Influencer Marketing Shape Consumers’ Purchase Intentions?,Chen Y.; Qin Z.; Yan Y.; Huang Y.,2024,10.3390/su16135471,"In the current digital wave, social media is not only a hub for information exchange but also a shaper of new business marketing models, as is especially evident in the trend towards light and healthy eating. The influence of the influencer economy on consumer purchasing decisions is increasingly pronounced. This paper systematically investigates the impact of influencer marketing on consumer purchase intentions in social media utilizing the Consumer Attitude Theory. Through a sample survey of 654 consumers and empirical analysis using the fuzzy comprehensive evaluation model, the results show that the influencers’ credibility and professionalism and consumers’ satisfaction with live-streaming sales by influencers have a significant positive impact on enhancing consumers’ purchase intentions. To enhance consumers’ purchase intentions, this study suggests that influencers should transparently disclose their collaborations with brands, showcase the positive experiences of other users, and use relevant research and data to support their product recommendations in order to enhance their credibility. Simultaneously, influencers need to strengthen product knowledge, improve professional image and reputation, and meet consumer needs through personalized recommendations and carefully designed live-streaming content to promote brand-value enhancement. © 2024 by the authors.",consumer attitude theory; fuzzy comprehensive evaluation model; influencers; marketing streaming; purchase intention; social media platforms,Multidisciplinary Digital Publishing Institute (MDPI),scopus-recommendation,3,Feeling AI,"['influencer credibility', 'consumer satisfaction', 'personalized recommendations', 'emotional needs', 'purchase intentions']","The abstract discusses the impact of influencer marketing on consumer purchasing decisions, emphasizing the importance of emotional aspects such as credibility, satisfaction, and personalized experiences. These elements align closely with the focus on customer understanding and relationalization found in the Feeling AI category. The study suggests strategies for influencers that are centered around meeting consumer emotional needs, enhancing engagement, and fostering a deeper connection with consumers, which further supports its classification under Feeling AI.",70%,10%,20%,0%,0%
