Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified
Using ‘Big Data’ for analytics and decision support,Power D.J.,2014,10.1080/12460125.2014.888848,"People and the computers they use are generating large amounts of varied data. The phenomenon of capturing and trying to use all of the semi-structured and unstructured data has been called by vendors and bloggers ‘Big Data’. Organisations can capture and store data of many types from almost any source, but capturing and storing data only adds value when it has a useful purpose. Big Data must be used to provide input to analytics and decision support capabilities if it is to create real value for organisations. Some bloggers, industry leaders and academics have become disillusioned by the term Big Data. It is a marketing term and not a technical term. More descriptive terms like unstructured data, process data and machine data are more useful for information technology (IT) professionals. Researchers need to study and document use cases that explain how specific, novel data, so-called Big Data, can be used to support decision-making. © 2014, © 2014 Taylor & Francis.",Analytics; Big Data; decision support; machine data,Taylor and Francis Ltd.,scopus-big data,109,Not Identified,"['Big Data', 'analytics', 'decision support', 'unstructured data', 'data storage']","The abstract discusses the concept of Big Data, its potential uses, and the disillusionment with the term. It emphasizes the need for using data for analytics and decision-making, but does not specifically align with the emotional understanding, automated processes, or strategic analysis outlined in the other categories. Thus, it does not fit neatly into any classification.",0%,0%,0%,0%,100%
Applying big data to guide firms’ future industrial marketing strategies,Gnizy I.,2020,10.1108/JBIM-06-2019-0318,"Purpose: While big data (BD), a transformative emerging phenomenon on its youth, plays a growing role in organizations in improving marketing decision-making, few academic works examine the mechanism through which BD can be applied to guide future competitive advantage strategies. The purpose of this paper is to examine if BD’s predictive power helps business to business (B2B) firms selecting their intended generic (differentiation, focus, and cost leadership) strategies. Design/methodology/approach: Drawing on the learning theory, the study proposes the use of BD as a key driver of intended strategies. Based on data from a cross-industry sample of executives, a conceptual model is tested using path and robustness analyses. Findings: The use of BD plays a prominent role in the selection of intended future strategies in industrial markets. Additional tests demonstrate conditions of competitive intensity and strategic flexibility where BD is more and less beneficial. Research limitations/implications: The study furthers the understanding of traditional learning and intelligence use frameworks and of contemporary future strategies drivers. Practical implications: BD availability enables managers leveraging knowledge embedded in data-rich systems to gain predictive insights that help in guiding new strategic directions to maintain competitive advantage. Originality/value: The study reinforces the continued applicability of Porter’s generic positioning strategies in the digital era. It addresses the paucity of research on BD in B2B context and is the first to provide theoretical and practical reflections on how BD utilization influences industrial intended strategies. The study strengthens contemporary managerial views defending that data drive strategies rather than the opposite. © 2020, Emerald Publishing Limited.",Big data; Cost leadership strategy; Differentiation strategy; Focus strategy; Future strategy,Emerald Group Holdings Ltd.,scopus-big data,16,Thinking AI,"['big data', 'predictive power', 'marketing decision-making', 'strategic flexibility', 'competitive advantage']","The abstract discusses how big data can be utilized to enhance marketing decision-making and inform strategic choices in B2B firms. It emphasizes the predictive aspect of big data, linking it to the selection of competitive strategies. This aligns with the focus on market analysis and targeting seen in the Thinking AI category, where data is used to analyze market conditions and inform strategic positioning.",0%,0%,100%,0%,0%
Growth hacking: Insights on data-driven decision-making from three firms,Troisi O.; Maione G.; Grimaldi M.; Loia F.,2020,10.1016/j.indmarman.2019.08.005,"Theoretical background: The work explores how Big Data analysis can reshape marketing decision-making in B2B sector. Deriving from Data-Driven Decision-Making (DDDM) approach, the Growth Hacking model is employed to investigate the role of cognitive computing and big data analytics in redefining business processes. Purpose: The main objectives of the study are: 1) to assess how a data-driven orientation to the use of big data analytics and cognitive computing can reframe marketing decisions in B2B segment; 2) to explore whether the adoption Growth Hacking can be helpful in exploiting the opportunities offered by big data analytics and cognitive computing in B2B marketing. Methodology: The paper is based on Action Research (AR) methodology that permits researchers to participate actively in the observation of businesses and to examine how decisions are undertaken and managed over time. Results: The main findings allow identifying the most common strategies and tactics employed in three companies operating in different B2B sectors to exploit the opportunities offered by cognitive computing and big data analytics according to a data-driven marketing approach. Based on the application of the Growth Hacking model, the tools of analytics and the main objectives, outcomes and implications on marketing decision-making are revealed. Originality: The identification of the main objectives and outcomes produced across the three dimensions of the Growth Hacking model (data analysis, marketing and programming) can help academics and practitioners to understand the main levers to attain marketing goals, such as the enhancement of relationship with customers (CRM), continuous learning and development of new products and potential innovation. © 2019 Elsevier Inc.",Action research; Big data analytics; Business-to-business (B2B); Cognitive computing; Growth hacking marketing; High-tech companies; Marketing decisions,Elsevier Inc.,scopus-big data,109,Thinking AI,"['big data analytics', 'cognitive computing', 'data-driven decision-making', 'Growth Hacking', 'B2B marketing', 'marketing decision-making', 'strategies', 'tactics']","The abstract discusses how big data analytics and cognitive computing can reshape marketing decision-making in the B2B sector, aligning closely with the definitions under Thinking AI, particularly in market analysis and targeting. The study focuses on assessing how a data-driven orientation can reframing marketing decisions, which ties into the use of marketing analytics to identify competitive advantages and recommend optimal targets.",10%,20%,70%,0%,0%
Analysing customer behaviour in mobile app usage,Chen Q.; Zhang M.; Zhao X.,2017,10.1108/IMDS-04-2016-0141,"Purpose - Big data produced by mobile apps contains valuable knowledge about customers and markets and have been viewed as productive resources. The purpose of this paper is to propose a multiple methods approach to elicit intelligence and value from big data by analysing the customer behaviour in mobile app usage. Design/methodology/approach - The big data analytical approach is developed using three data mining techniques: RFM(recency, frequency, monetary) analysis, link analysis, and association rule learning. The authors then conduct a case study to apply this approach to analyse the transaction data extracted from a mobile app. Findings - This approach can identify high value and mass customers, and understand their patterns and preferences in using the functions of the mobile app. Such knowledge enables the developer to capture the behaviour of large pools of customers and to improve products and services by mixing and matching the functions and offering personalised promotions and marketing information. Originality/value - The approach used in this study balances complexity with usability, thus facilitating corporate use of big data in making product improvement and customisation decisions. The approach allows developers to gain insights into customer behaviour and function usage preferences by analysing big data. The identified associations between functions can also help developers improve existing, and design new, products and services to satisfy customers' unfulfilled requirements. © 2017 Emerald Publishing Limited.",Big data; Customer behaviour; Mobile app,Emerald Group Publishing Ltd.,scopus-big data,41,Thinking AI,"['big data', 'customer behaviour', 'data mining', 'personalized promotions', 'market analysis', 'product improvement']","The abstract discusses the use of big data analytics to understand customer behavior and preferences through data mining techniques, which aligns with market analysis and targeting strategies. The approach aims to personalize marketing efforts based on insights gained from customer data, fitting well within the Thinking AI category focused on strategic analysis and personalization.",0%,20%,80%,0%,0%
Big data analytics adoption: Determinants and performances among small to medium-sized enterprises,Maroufkhani P.; Tseng M.-L.; Iranmanesh M.; Ismail W.K.W.; Khalid H.,2020,10.1016/j.ijinfomgt.2020.102190,"Big data analytics (BDA) adoption is a game-changer in the current industrial environment for precision decision-making and optimal performance. Nonetheless, the determinants or consequences of its adoption in small and medium enterprises remain unclear, hence the objective of this study. Data analysis of 171 Iranian small and medium manufacturing firms revealed that complexity, uncertainty and insecurity, trialability, observability, top management support, organizational readiness, and external support affect significantly on BDA adoption. The findings confirm the strong impact of BDA adoption in small to medium-sized enterprises, marketing and financial, performance enhancement. Understanding the drivers of BDA adoption helps managers to employ appropriate initiatives that are vital for effective implementation. The results enable BDA service providers to attract and diffuse BDA in small to medium-sized enterprises. © 2020 Elsevier Ltd",Big data analytics adoption; Firm performance; Small to medium-sized enterprises; Technological-organizational-environmental model,Elsevier Ltd,scopus-big data,270,Thinking AI,"['big data analytics', 'decision-making', 'performance enhancement', 'market analysis', 'drivers of BDA adoption', 'management support']","The abstract discusses the adoption of big data analytics (BDA) in small and medium enterprises, emphasizing its impact on precision decision-making and performance enhancement. This aligns with the 'Thinking AI' category, which focuses on market analysis and the identification of competitive advantages. The findings enable managers to understand the drivers influencing BDA adoption, which relates to strategic analysis and targeting.",0%,20%,80%,0%,0%
Social media as a strategic tool: Going beyond the obvious,Arora P.; Predmore C.E.,2013,10.1108/S1877-6361(2013)0000011010,"Purpose - This chapter demonstrates the strategic use of social media by firms interacting with stakeholders, not just customers. Corporations have seen how consumers can share their experiences with products and services. Smart companies find ways to leverage these conversations to engage current and potential customers and other stakeholders. Design/methodological approach - Our approach is theoretical, based on an examination of how the communication channel of social media can be used as a strategic tool throughout the organization, going well beyond marketing. Findings - This chapter looks at four advantages of social media. Social media provides a mechanism for firms to not just find customers, but also allow customers to find firms. Social media can engage customers, industry influencers, and thought pundits in cost-effective ways that benefit both the firm and stakeholders. The largest contribution of social media is the information from big data on customer needs and wants as well as on the processes underlying consumer decisions. The greatest opportunity lies in how a firm converts data into actionable intelligence in real time. Practical applications - We discuss how the words, social and media, need to be de-coupled: The concept of social can be practically applied very effectively to areas of strategy and internal learning, and product development. Taking advantage of the opportunities presented by social media requires a social enterprise to be effective. Originality - This chapter presents an original theoretical framework of social media that can be used by a company to examine the social aspects and implications of every element in the value chain. Copyright © 2013 by Emerald Group Publishing Limited All rights of reproduction in any form reserved.",Big data; Social media; Strategic planning,,scopus-big data,13,Feeling AI,"['stakeholders', 'customer needs', 'engage', 'conversations', 'emotional needs', 'customer experiences']","The abstract emphasizes the importance of understanding customer needs and engaging with both customers and stakeholders through social media. It discusses leveraging conversations and emotional data to enhance customer interactions and improve product development, which aligns closely with the goals of Feeling AI in understanding and meeting emotional needs.",60%,20%,20%,0%,0%
Do conversational platforms represent the next big digital marketing opportunity?,Copulsky J.,2019,10.69554/hiur2549,"This paper examines the evolution of conversational platforms. Over the next three to five years, the technology will likely evolve rapidly, allowing conversational platforms to move beyond established customer service use cases to applications that facilitate more informed customer decision-making and create more immersive brand engagement experiences. Marketers will need to sort through the legal, regulatory and brand trust issues associated with the Big Data generated by conversational platforms, as well as integrate conversational platforms into their user experience roadmap, data strategies and marketing technology stack. © Henry Stewart Publications.",Brand engagement; Brand trust; Chatbots; Conversational platforms; Customer experience; Digital marketing; Recommender systems; Virtual assistants,Henry Stewart Publications,scopus-big data,13,Thinking AI,"['conversational platforms', 'customer decision-making', 'brand engagement', 'Big Data', 'user experience roadmap', 'data strategies']","The abstract discusses the evolution of conversational platforms and their potential to enhance customer decision-making and brand engagement, which aligns with the strategic analysis focus of Thinking AI. The mention of sorting through legal and regulatory issues associated with Big Data indicates a need for market analysis and understanding competitive advantages. Additionally, it suggests the integration of these platforms into marketing strategies, which is a characteristic of Thinking AI applications.",0%,0%,100%,0%,0%
Customer Segmentation for Expressway ETC System; [高速公路ETC 客户细分方法研究],Qian C.; Yang M.; Geng J.; Xu H.-K.,2018,10.16097/j.cnki.1009-6744.2018.04.034,"Applying big data technology, a customer segmentation method of electronic toll collection (ETC) system is presented based on vehicle behavioral characteristics. A segmentation index system of ETC customer consisting of Recency, Frequency, and Monetary is constructed and extracted using ETC data. The whole sample clustering analysis of ETC customer is accomplished by CLARA algorithm while overcoming the invalidation problem on big data clustering. The decision tree of ETC customer segmentation is finally built and transformed into a set of segmentation rules. The empirical results indicate that the proposed method has a better ability to analyze the traveling characteristics, present values and appreciation potentials for different classifications of ETC customers. It provides an innovative idea to implement precision marketing and make hierarchical discount rates for ETC customers. Meanwhile, it provides theoretical support to further increase of ETC customer scale and paying ratio, as improve decision-making level in expressway operation and management. Copyright © 2018 by Science Press.",Big data; Customer segmentation; ETC; Highway transportation; Star rating,Science Press,scopus-big data,5,Mechanical AI,"['customer segmentation', 'big data technology', 'clustering analysis', 'ETC customer', 'segmentation rules', 'precision marketing']","The abstract discusses applying big data technology for customer segmentation based on vehicle behavioral characteristics. It focuses on the use of mechanical AI for data collection and clustering analysis of customers in the electronic toll collection (ETC) system, aiming to automate the understanding of customer preferences and characteristics. The mention of constructing a segmentation index system further aligns with the examples under Mechanical AI, which involves using AI to identify customer patterns and automate processes related to customer data.",0%,80%,20%,0%,0%
Marketing analytics for data-rich environments,Wedel M.; Kannan P.K.,2016,10.1509/jm.15.0413,"The authors provide a critical examination of marketing analytics methods by tracing their historical development, examining their applications to structured and unstructured data generated within or external to a firm, and reviewing their potential to support marketing decisions. The authors identify directions for new analytical research methods, addressing (1) analytics for optimizingmarketing-mix spending in a data-rich environment, (2) analytics for personalization, and (3) analytics in the context of customers' privacy and data security. They review the implications for organizations that intend to implement big data analytics. Finally, turning to the future, the authors identify trends that will shape marketing analytics as a discipline as well as marketing analytics education. © 2016, American Marketing Association.",Big data; Marketing analytics; Marketing mix; Personalization; Privacy,American Marketing Association,scopus-big data,646,Thinking AI,"['marketing analytics', 'data-rich environment', 'optimizing marketing-mix', 'personalization', 'customer privacy', 'data security']","The abstract discusses marketing analytics methods, focusing on their historical development and applications to structured and unstructured data. It emphasizes the potential of analytics to support marketing decisions, especially in optimizing marketing-mix spending and personalization. These themes align closely with the 'Thinking AI' category, which focuses on market analysis, targeting, and personalization strategies based on customer data.",10%,20%,70%,0%,0%
From academic research to marketing practice: Exploring the marketing science value chain,Roberts J.H.; Kayande U.; Stremersch S.,2014,10.1016/j.ijresmar.2013.07.006,"We aim to investigate the impact of marketing science articles and tools on the practice of marketing. This impact may be direct (e.g., an academic article may be adapted to solve a practical problem) or indirect (e.g., its contents may be incorporated into practitioners' tools, which then influence marketing decision making). We use the term ""marketing science value chain"" to describe these diffusion steps, and survey marketing managers, marketing science intermediaries (practicing marketing analysts), and marketing academics to calibrate the value chain.In our sample, we find that (1) the impact of marketing science is perceived to be largest on decisions such as the management of brands, pricing, new products, product portfolios, and customer/market selection, and (2) tools such as segmentation, survey-based choice models, marketing mix models, and pre-test market models have the largest impact on marketing decisions. Exemplary papers from 1982 to 2003 that achieved dual - academic and practice - impact are Guadagni and Little (1983) and Green and Srinivasan (1990). Overall, our results are encouraging. First, we find that the impact of marketing science has been largest on marketing decision areas that are important to practice. Second, we find moderate alignment between academic impact and practice impact. Third, we identify antecedents of practice impact among dual impact marketing science papers. Fourth, we discover more recent trends and initiatives in the period 2004-2012, such as the increased importance of big data and the rise of digital and mobile communication, using the marketing science value chain as an organizing framework. © 2013 The Authors.",,Elsevier,scopus-big data,78,Thinking AI,"['marketing science', 'impact', 'decision making', 'market selection', 'segmentation', 'pricing', 'tools', 'brand management', 'analytics', 'customer preferences']","The abstract discusses the impact of marketing science on practical marketing decisions, emphasizing areas such as brand management, pricing, and market selection, which align with market analysis and targeting. The identified tools, such as segmentation and marketing mix models, are used for strategic analysis and decision-making, which is a key characteristic of Thinking AI. The focus on how academic insights are applied to practical marketing scenarios further supports this classification.",0%,0%,100%,0%,0%
